mean_count turtles with [ color = red ] ,mean_mean [threshold] of turtles,mean_standard-deviation [threshold] of turtles,mean_max [ threshold ] of turtles,min_count turtles with [ color = red ] ,min_mean [threshold] of turtles,min_standard-deviation [threshold] of turtles,min_max [ threshold ] of turtles,last_count turtles with [ color = red ] ,last_mean [threshold] of turtles,last_standard-deviation [threshold] of turtles,last_max [ threshold ] of turtles,sd_count turtles with [ color = red ] ,sd_mean [threshold] of turtles,sd_standard-deviation [threshold] of turtles,sd_max [ threshold ] of turtles,trend_count turtles with [ color = red ] ,trend_mean [threshold] of turtles,trend_standard-deviation [threshold] of turtles,trend_max [ threshold ] of turtles,max_count turtles with [ color = red ] ,max_mean [threshold] of turtles,max_standard-deviation [threshold] of turtles,max_max [ threshold ] of turtles,snap_50_count turtles with [ color = red ] ,snap_50_mean [threshold] of turtles,snap_50_standard-deviation [threshold] of turtles,snap_50_max [ threshold ] of turtles,snap_100_count turtles with [ color = red ] ,snap_100_mean [threshold] of turtles,snap_100_standard-deviation [threshold] of turtles,snap_100_max [ threshold ] of turtles,snap_150_count turtles with [ color = red ] ,snap_150_mean [threshold] of turtles,snap_150_standard-deviation [threshold] of turtles,snap_150_max [ threshold ] of turtles,snap_200_count turtles with [ color = red ] ,snap_200_mean [threshold] of turtles,snap_200_standard-deviation [threshold] of turtles,snap_200_max [ threshold ] of turtles,snap_225_count turtles with [ color = red ] ,snap_225_mean [threshold] of turtles,snap_225_standard-deviation [threshold] of turtles,snap_225_max [ threshold ] of turtles
0.036,34.398740651559955,8.417808635349562,90.63829256553286,0.0,34.30422454425255,8.285000642245684,90.46998959091857,0.0,34.30769493350405,8.285000642245684,90.46998959091857,0.508629531191413,1.0372892777892466,1.307271053495348,2.0887324246089563,-0.0008528776460423347,-0.0021726723637546103,-0.003121121629644138,-0.004014939649579296,8.0,50.38767281409171,28.269408253442805,121.81800584484395,0.0,34.31362992083085,8.288390771082803,90.46998959091857,0.0,34.30422454425255,8.285760960239994,90.46998959091857,0.0,34.30544523785577,8.285326121984953,90.46998959091857,0.0,34.30677677919807,8.285114278659123,90.46998959091857,0.0,34.30728815478402,8.285048309187031,90.46998959091857
192.844,12.666138091955062,9.197946130090498,72.42550878755542,0.0,12.198985599574495,9.043858709497387,71.74606747579804,200.0,12.198985599574502,9.043858709497387,71.74606747579804,36.46307260777652,3.4245618855713977,1.338722483781403,4.913160418783751,0.16551932030912458,-0.011021594008394024,-0.003639292753298741,-0.01599698332233866,200.0,52.644401436404884,28.68854551580997,136.5938621613272,200.0,12.198985599574515,9.04385870949739,71.74606747579804,200.0,12.198985599574511,9.043858709497389,71.74606747579804,200.0,12.198985599574506,9.04385870949739,71.74606747579804,200.0,12.198985599574506,9.04385870949739,71.74606747579804,200.0,12.198985599574511,9.043858709497387,71.74606747579804
194.444,11.73328140855687,10.560008030798032,94.07834564154851,0.0,11.336334325268007,10.442457071331988,93.98468073547798,200.0,11.336334325268021,10.442457071331988,93.98468073547798,32.09097792215117,3.1567624205158973,1.253421628903046,1.478007287760049,0.12954255268084292,-0.009392000246959556,-0.002792140435624161,-0.0022390017387381796,200.0,48.90270929149521,29.511770048563008,117.40090725311428,200.0,11.33633432526802,10.442457071331992,93.98468073547798,200.0,11.336334325268021,10.442457071331997,93.98468073547798,200.0,11.336334325268027,10.442457071331994,93.98468073547798,200.0,11.336334325268021,10.442457071331992,93.98468073547798,200.0,11.336334325268018,10.442457071331992,93.98468073547798
192.976,15.048582627173918,10.454014302298392,93.21556507922328,0.0,14.419775651162542,10.310135050502392,92.79382185507552,200.0,14.646197447370053,10.310135050502398,92.79382185507552,35.79887461918285,3.054737486794071,1.3493602259511377,2.9605770514314806,0.16246071137138193,-0.009504716562145294,-0.0034063595766189066,-0.00990427436177006,200.0,51.23752769688739,30.380541071443893,132.89545838039336,200.0,14.646197447370056,10.3101350505024,92.79382185507552,200.0,14.64619744737004,10.310135050502396,92.79382185507552,200.0,14.646197447370039,10.310135050502401,92.79382185507552,200.0,14.646197447370056,10.310135050502396,92.79382185507552,200.0,14.646197447370055,10.3101350505024,92.79382185507552
192.424,16.185810234831735,9.67383348639907,77.36106000052365,0.0,15.02147470399567,9.530851608504916,77.06824198689625,200.0,15.815898683918755,9.530851608504925,77.06824198689625,37.09862833043819,2.8715534221714853,1.4853701649616526,3.8020297223554165,0.17470205923294774,-0.008748595455537585,-0.0033927905949433365,-0.006986578081220348,200.0,50.41864751226913,31.927746540837543,136.27410705554473,200.0,15.815898683918766,9.530851608504921,77.06824198689625,200.0,15.815898683918762,9.530851608504921,77.06824198689625,200.0,15.815898683918766,9.530851608504921,77.06824198689625,200.0,15.81589868391876,9.530851608504921,77.06824198689625,200.0,15.815898683918755,9.530851608504921,77.06824198689625
0.048,29.789329257620253,5.466908943177467,65.54654584213056,0.0,29.598762162858296,5.1394304154385955,65.10435138511428,0.0,29.598762162858296,5.1394304154385955,65.10435138511428,0.5980769181300974,1.4168322152914739,1.4522232825552208,4.464815692152365,-0.0011358901742427872,-0.004091900961143025,-0.005937237771528054,-0.010512950933714349,9.0,50.052764539706565,25.82234283732023,129.62020737264385,0.0,29.63845895288664,5.364988648797701,65.10435138511428,0.0,29.62538133567711,5.275906231677872,65.10435138511428,0.0,29.617862229920398,5.219249687162881,65.10435138511428,0.0,29.608155712347315,5.174548847501623,65.10435138511428,0.0,29.603283259788604,5.155673479367941,65.10435138511428
192.976,16.780623197336052,11.979712736535468,92.13674569231682,0.0,15.545768786547091,11.872831901355102,92.04742083535436,200.0,16.410195692912833,11.872831901355106,92.04742083535436,35.695818018361386,2.747295495493615,1.204099306176878,1.4095224679908784,0.16239543032688483,-0.008749288718129383,-0.002537360523075384,-0.0021352555449203454,200.0,47.39104178188213,30.431654199558587,114.3786350759776,200.0,16.41019569291283,11.87283190135511,92.04742083535436,200.0,16.41019569291283,11.87283190135511,92.04742083535436,200.0,16.410195692912836,11.872831901355106,92.04742083535436,200.0,16.410195692912836,11.872831901355106,92.04742083535436,200.0,16.41019569291284,11.872831901355106,92.04742083535436
16.476,41.62337122696785,23.16187197147626,103.6168841428678,0.0,41.47570452930062,20.662736967281358,103.1168814844946,17.0,41.47570452930062,23.206600783683378,103.1168814844946,2.334400137080193,0.8306702845019226,0.4298786795179103,3.0584883604606885,0.012008256132098138,-0.0033986077362572397,0.0009825113323524834,-0.011719286089913265,17.0,51.73173054725257,27.886488290452824,132.58046239381804,17.0,41.478883822990866,23.204155154185962,103.1168814844946,17.0,41.47748298691912,23.204694257898378,103.1168814844946,17.0,41.476862002123525,23.20533924752721,103.1168814844946,17.0,41.4762725036229,23.205978338173104,103.1168814844946,17.0,41.475981852422365,23.20629635632918,103.1168814844946
195.16,10.64398633195374,10.665670940274214,90.88020849610857,0.0,10.295577752194758,10.553734141449977,90.75818370685624,200.0,10.29557775219477,10.553734141449983,90.75818370685624,29.8290864761224,3.0382734836291547,1.2011994939436956,1.9255186960448747,0.11327490039840639,-0.008260715670753978,-0.0026606628346421916,-0.002916927233120332,200.0,49.81318593759507,28.809111498859746,121.26438101990382,200.0,10.295577752194767,10.553734141449988,90.75818370685624,200.0,10.295577752194767,10.553734141449986,90.75818370685624,200.0,10.295577752194758,10.553734141449986,90.75818370685624,200.0,10.295577752194765,10.553734141449986,90.75818370685624,200.0,10.295577752194763,10.553734141449985,90.75818370685624
196.828,21.029137014654662,10.423437671505456,83.49864844533816,0.0,20.844594257319063,10.304096076773913,83.18490561833944,200.0,20.84459425731908,10.304096076773918,83.18490561833944,23.63773288621415,1.9980627029992937,1.3199119364881724,3.3055553298606632,0.07485393366293878,-0.004393229209455253,-0.002840873808239108,-0.0074633165164771755,200.0,50.07533234584996,30.163477193692422,132.22398584541838,200.0,20.844594257319088,10.304096076773916,83.18490561833944,200.0,20.844594257319077,10.304096076773918,83.18490561833944,200.0,20.844594257319088,10.304096076773918,83.18490561833944,200.0,20.84459425731908,10.30409607677392,83.18490561833944,200.0,20.84459425731908,10.304096076773918,83.18490561833944
196.284,15.053806221459991,10.625543096945737,80.82358437882775,0.0,14.810162278936808,10.483252951764554,80.49447618976876,200.0,14.810162278936822,10.483252951764557,80.49447618976876,25.08982550756398,2.2688876072221333,1.3954392012636943,4.456191395633692,0.0874017184274944,-0.005784326611203499,-0.003379686172104439,-0.00785730145421306,200.0,45.880587775970305,30.747206108182564,149.9767137227083,200.0,14.810162278936827,10.483252951764559,80.49447618976876,200.0,14.810162278936822,10.48325295176456,80.49447618976876,200.0,14.810162278936819,10.483252951764559,80.49447618976876,200.0,14.81016227893681,10.483252951764559,80.49447618976876,200.0,14.810162278936827,10.48325295176456,80.49447618976876
0.048,17.414095980391103,7.517558427232161,76.49258551827738,0.0,16.971185082645036,7.079699494158687,76.02579518993959,0.0,16.971185082645036,7.079699494158687,76.02579518993959,0.44463018341089067,2.72783653004024,1.4251318277195082,5.600645201348079,-0.0011305140882254122,-0.009300174993526958,-0.006950685637175752,-0.011131244844616025,6.0,52.249352196545914,27.415736751921543,158.27743901945848,0.0,17.14371889787602,7.5464462237774095,76.02579518993959,0.0,17.055857020536873,7.348168846455194,76.02579518993959,0.0,17.017003180534537,7.2277845948555735,76.02579518993959,0.0,16.991067514542575,7.141326867422456,76.02579518993959,0.0,16.980418475353346,7.107452076856501,76.02579518993959
193.408,9.400210646961604,5.218590685549076,38.34909143220285,0.0,8.940252531581777,5.035247148485153,37.47130053435124,200.0,8.940252531581786,5.035247148485156,37.47130053435124,34.7452663826313,3.447250098377432,1.6597206002230138,6.486027579002003,0.15286209379350044,-0.010861037053507177,-0.004338116243666933,-0.02068821656306804,200.0,50.03802380321817,29.461933950545845,122.50311933033487,200.0,8.940252531581786,5.035247148485155,37.47130053435124,200.0,8.940252531581786,5.035247148485156,37.47130053435124,200.0,8.940252531581784,5.035247148485156,37.47130053435124,200.0,8.94025253158179,5.0352471484851575,37.47130053435124,200.0,8.940252531581784,5.035247148485154,37.47130053435124
0.032,35.09233974757282,8.645562436861958,100.95730291957068,0.0,34.974764572108796,8.464630759318608,100.76243749371778,0.0,35.00371318200782,8.464630759318608,100.76243749371778,0.44606725950242193,1.0039222778480614,1.3376624680916946,3.0749245541903014,-0.0007580281284500551,-0.002283058714223221,-0.004110049134428166,-0.004658137669777555,7.0,50.231017950458984,27.949337529152533,149.47879395680718,0.0,34.97722829835365,8.495107231922365,100.76243749371778,0.0,34.9834813265401,8.4747076977104,100.76243749371778,0.0,34.994309313508275,8.468099842169256,100.76243749371778,0.0,35.00038924632972,8.465623971277553,100.76243749371778,0.0,35.002319811343824,8.465015028748583,100.76243749371778
185.548,16.23419740024261,11.442975677717367,82.04386475531011,0.0,15.448113904450393,11.093091425709984,81.69013373260134,196.0,15.452744998121238,11.103333851645981,81.69013373260134,39.90217658223668,3.704102672337187,1.6647242174004149,3.4386915040519166,0.23102078433254944,-0.017867996429822088,-0.007715946639771362,-0.008408504944724013,196.0,49.53086070776344,31.830950281213216,122.94171539578454,196.0,15.50281433328564,11.12664184011796,81.69013373260134,195.0,15.457707291730788,11.094932575995859,81.69013373260134,196.0,15.457741801570412,11.109701622467302,81.69013373260134,195.0,15.44861445652731,11.093107715523894,81.69013373260134,196.0,15.452927726974695,11.10333023780264,81.69013373260134
0.036,26.92931243716875,5.333160058752165,67.09233219589744,0.0,26.69143474023328,4.946444693133709,66.70596477465749,0.0,26.69143474023328,4.946444693133709,66.70596477465749,0.508629531191413,1.481679919288544,1.6496242170253799,3.9827063169326493,-0.0008528776460423347,-0.004996843595011799,-0.007092906479250576,-0.009180466894997229,8.0,47.735636225607216,28.260112804342896,126.11536077164233,0.0,26.80236129371639,5.184272121219227,66.70596477465749,0.0,26.72726781537886,5.09306925630587,66.70596477465749,0.0,26.710718938461,5.036604247321571,66.70596477465749,0.0,26.700330541022332,4.987848910043389,66.70596477465749,0.0,26.69568998919108,4.965987277643487,66.70596477465749
196.46,20.63519241140539,9.136505869847815,64.42041048673846,0.0,20.42061224278704,8.998556533690673,64.09157166589534,200.0,20.420612242787055,8.998556533690676,64.09157166589534,25.027512860849516,2.227520577290388,1.5025084734111713,4.374797148294187,0.08337810204963313,-0.005104740847814219,-0.0032830918384620378,-0.00784915292743947,200.0,52.577347940793295,31.500313072752128,132.1809838839983,200.0,20.420612242787048,8.998556533690676,64.09157166589534,200.0,20.420612242787048,8.998556533690676,64.09157166589534,200.0,20.420612242787044,8.99855653369068,64.09157166589534,200.0,20.420612242787048,8.998556533690675,64.09157166589534,200.0,20.420612242787048,8.998556533690678,64.09157166589534
193.832,16.701632340851756,11.764177523241118,104.40546084097352,0.0,16.067391977043847,11.63142813257562,104.27131848044478,200.0,16.318696464222164,11.631428132575627,104.27131848044478,33.28693100903133,2.8752509034921356,1.3080078582367,1.8370142245924121,0.14322737963807405,-0.00904576248913726,-0.0031472754455449717,-0.0031954545218569655,200.0,49.04198244485441,31.214951825255092,133.33864035832153,200.0,16.318696464222153,11.631428132575628,104.27131848044478,200.0,16.318696464222157,11.631428132575627,104.27131848044478,200.0,16.31869646422216,11.631428132575627,104.27131848044478,200.0,16.31869646422216,11.631428132575627,104.27131848044478,200.0,16.318696464222167,11.631428132575623,104.27131848044478
37.632,38.55137017676502,26.57361314702355,112.18745085763373,0.0,38.0871670075801,21.642836579180265,112.14029639429715,40.0,38.18685071996011,26.874270006875197,112.14029639429715,7.788746754131875,1.4826967704086411,0.8634935929382024,0.7440848807349529,0.05250516008256134,-0.008885866486790944,0.00584084757344666,-0.0011271983267821196,40.0,50.75752838464824,28.192945607976974,123.92891222855606,40.0,38.095745235287694,26.724772106648622,112.14029639429715,40.0,38.11284267861227,26.80082875876396,112.14029639429715,40.0,38.148347466144635,26.83561850419036,112.14029639429715,40.0,38.17202679023476,26.85893494077302,112.14029639429715,40.0,38.18041768956507,26.867523220817088,112.14029639429715
196.664,20.072493981139242,11.75587250013581,76.2081348933839,0.0,19.851682609151204,11.638402561298928,75.84763960874956,200.0,19.851682609151222,11.638402561298934,75.84763960874956,24.065558460173097,2.2309372458154453,1.2330445706464201,3.844749331425758,0.07864829837277382,-0.005250513153831071,-0.0027940644387608776,-0.008581528357236225,200.0,51.709531971658315,29.885295008364732,131.2112044947043,200.0,19.851682609151215,11.63840256129893,75.84763960874956,200.0,19.851682609151222,11.638402561298934,75.84763960874956,200.0,19.85168260915122,11.638402561298932,75.84763960874956,200.0,19.85168260915122,11.638402561298932,75.84763960874956,200.0,19.851682609151222,11.638402561298932,75.84763960874956
189.032,12.56115952767975,9.748548183244136,97.15972303629529,0.0,11.84234614212311,9.448532793505903,97.02205547474401,198.0,11.84234614212311,9.449636654012119,97.02205547474401,39.34471979821431,3.5553985624725772,1.4490836598355579,1.7261423702504122,0.20516987471799572,-0.01586128702536724,-0.006471042248153238,-0.0032844543411070888,198.0,50.404112835142826,29.62930664313912,123.10092309335356,198.0,12.03893534265849,9.623591951534879,97.02205547474401,198.0,11.910452182981293,9.475692115757402,97.02205547474401,198.0,11.868446436553354,9.450882302893103,97.02205547474401,198.0,11.850509970968032,9.44858170875111,97.02205547474401,198.0,11.845600497994417,9.449048344005723,97.02205547474401
193.696,9.18342545416239,9.346551835693317,83.67723486301183,0.0,8.644712362382748,9.181876924295905,83.4821853753973,200.0,8.644712362382755,9.181876924295908,83.4821853753973,33.675326041480496,3.9068743148388494,1.4626628646766235,2.6205763811037768,0.14639466231459713,-0.012708551396967317,-0.003893586750139832,-0.004656402771934655,200.0,52.76174229430643,30.742998194100274,124.25668949527451,200.0,8.64471236238276,9.18187692429591,83.4821853753973,200.0,8.644712362382755,9.18187692429591,83.4821853753973,200.0,8.644712362382755,9.18187692429591,83.4821853753973,200.0,8.64471236238276,9.181876924295906,83.4821853753973,200.0,8.644712362382752,9.18187692429591,83.4821853753973
0.04,28.205556681344756,5.434461698913236,66.51955681134321,0.0,28.0435719868643,5.24505390038368,66.07852284108014,0.0,28.06065111683933,5.24505390038368,66.07852284108014,0.4800000000000035,1.4999899830953505,1.6003541706107818,5.4650457085400515,-0.0009461911390582264,-0.00346933830316391,-0.004446234433288745,-0.010519941491846475,7.0,50.20478145942183,28.456030735599917,149.0531282770164,0.0,28.046456881824767,5.250205844826815,66.07852284108014,0.0,28.057753776541148,5.245263890238727,66.07852284108014,0.0,28.060133643268795,5.245067851468948,66.07852284108014,0.0,28.060571374263763,5.245055384975118,66.07852284108014,0.0,28.060627633084994,5.245054312401011,66.07852284108014
193.08,12.94349033031232,7.9774494887850205,80.68909955090491,0.0,12.492950439738904,7.806397552624363,80.42868851393527,200.0,12.492950439738923,7.806397552624366,80.42868851393527,35.5409847922088,3.218681240905426,1.6153770841142077,3.6680394439491693,0.16010444967119467,-0.010624205284721912,-0.004051442096435177,-0.006219252808005081,200.0,48.00226029315253,31.73128922374528,138.09378139251442,200.0,12.492950439738916,7.806397552624367,80.42868851393527,200.0,12.49295043973892,7.806397552624365,80.42868851393527,200.0,12.492950439738916,7.8063975526243645,80.42868851393527,200.0,12.492950439738916,7.806397552624367,80.42868851393527,200.0,12.492950439738912,7.8063975526243645,80.42868851393527
191.164,8.424582608395578,9.488815933943988,78.00893177353744,0.0,7.817751263252216,9.362550834744246,77.76225623698538,200.0,7.817751263252225,9.362550834744253,77.76225623698538,40.5685728612676,3.832333039758703,1.2840051403923292,3.0523956677654125,0.20259741755868027,-0.014232501884010004,-0.0029887057421668557,-0.005883886324950674,200.0,49.25864525040186,28.994978143475503,124.03898217446915,200.0,7.817751263252222,9.362550834744251,77.76225623698538,200.0,7.817751263252227,9.36255083474425,77.76225623698538,200.0,7.817751263252225,9.362550834744253,77.76225623698538,200.0,7.817751263252222,9.362550834744253,77.76225623698538,200.0,7.817751263252227,9.362550834744253,77.76225623698538
192.988,12.632963757409565,11.255948717074961,85.8270892748894,0.0,12.06043193974054,11.137968752627078,85.66820776850082,200.0,12.275806764309419,11.137968752627081,85.66820776850082,35.534713394088264,2.8879009355239713,1.13743037405853,1.810695016461398,0.16219843517496255,-0.008450094108765035,-0.002794704920058855,-0.0037862694085780985,200.0,49.249188199312854,28.22093558331171,111.2908273950875,200.0,12.275806764309415,11.137968752627087,85.66820776850082,200.0,12.275806764309415,11.137968752627087,85.66820776850082,200.0,12.27580676430941,11.137968752627087,85.66820776850082,200.0,12.275806764309415,11.137968752627087,85.66820776850082,200.0,12.275806764309413,11.137968752627081,85.66820776850082
194.448,8.18710149977791,7.207625976583506,45.59509688336724,0.0,7.709053672722555,7.013038514222597,44.63427210048425,200.0,7.70905367272256,7.013038514222599,44.63427210048425,31.92740665948299,3.667944568784503,1.598934389155588,7.497740886236371,0.1294269668314694,-0.011298651475292082,-0.004599115484883622,-0.022722898425981245,200.0,50.473857076618835,29.196519104886434,131.22058258379911,200.0,7.709053672722562,7.0130385142226,44.63427210048425,200.0,7.7090536727225585,7.013038514222599,44.63427210048425,200.0,7.709053672722558,7.0130385142226,44.63427210048425,200.0,7.7090536727225585,7.0130385142226,44.63427210048425,200.0,7.709053672722562,7.0130385142226,44.63427210048425
192.172,10.186979420859805,9.910897635768686,81.50602333654543,0.0,9.639858825269986,9.769689030875455,81.08941132727067,200.0,9.63985882527,9.769689030875462,81.08941132727067,37.940669683072585,3.6278146214065794,1.4751755042472965,4.047965849364355,0.18024518792300687,-0.012865422355768546,-0.0033466552479286663,-0.00988845498419773,200.0,48.84679044573741,32.20575438458461,140.87673866072254,200.0,9.639858825269988,9.769689030875458,81.08941132727067,200.0,9.639858825269993,9.769689030875458,81.08941132727067,200.0,9.639858825269995,9.76968903087546,81.08941132727067,200.0,9.639858825269993,9.769689030875464,81.08941132727067,200.0,9.639858825269991,9.769689030875462,81.08941132727067
