random-seed,vicinity,K
73406.49662869157,22.0,0.8497351052129303
42535.572239759196,11.0,0.427445163614814
95581.73548761396,8.0,0.4448529648581403
19958.07641248078,39.0,0.4235737610518462
59056.29630485363,16.0,0.295289486748585
59425.43585447404,24.0,0.5683524363150578
22186.164188200164,39.0,0.7756785176747248
87559.05603648594,11.0,0.43512427163668665
7834.950118496729,50.0,0.18517891829266847
8368.424494535147,41.0,0.6937957421860869
60802.11933287557,20.0,0.48154648832459634
71169.39237972323,35.0,0.8148670019018434
64868.262031780454,44.0,0.8699714603825216
35071.09266133495,18.0,0.8932236294242061
3436.230249385986,44.0,0.303025489720959
53224.82989394153,32.0,0.4003157905149818
75609.74550484776,36.0,0.4169303317804932
47003.117524781155,3.0,0.5063352580594952
40161.14892388501,45.0,0.6557789398574487
80163.22327906541,33.0,0.8546375995811218
96958.20153382276,35.0,0.29552478700518436
13153.934520354273,46.0,0.8720401037396422
14432.553372712075,7.0,0.7127458301207974
52419.64830037824,10.0,0.16323737842937647
70015.9107108572,46.0,0.15413970202570476
2529.605065667642,23.0,0.4187900550859991
48959.79650096333,4.0,0.49942999101048546
50005.856308942,28.0,0.12181040631723415
63956.155081802266,50.0,0.5495595922799466
43057.4462316438,16.0,0.5750369263959405
65238.442030548424,34.0,0.1433642839185442
1391.970895974923,41.0,0.7193458493680225
96.71338499275588,21.0,0.42766414954204357
42649.7698202859,34.0,0.6582957087555685
89454.05911250292,2.0,0.8370546398779959
56051.00489428398,3.0,0.5420852603543534
6647.2024578355395,15.0,0.44842183274640346
2146.7380282195663,37.0,0.2573695909621211
76014.72601997964,39.0,0.6137064953943726
45576.06625167491,20.0,0.11454288075924267
99942.9857910412,37.0,0.44221643800812416
16178.87021242575,5.0,0.10289831805036043
69318.70329054167,36.0,0.7043378195516987
63312.24239162122,48.0,0.4109143922576045
73166.56193944199,49.0,0.5482648895118273
23892.873029773014,37.0,0.6358773983410637
87486.92215651332,18.0,0.8543344386523443
57342.437897492404,10.0,0.8376606675921682
56624.53615726596,35.0,0.35276963515510207
55830.84475052002,14.0,0.7103552202172752
51727.4667321478,21.0,0.6957825451660405
36716.629249183585,13.0,0.19157805249563112
42984.44335460863,27.0,0.8346701640411129
9113.984146370756,10.0,0.5874734131371152
84232.42610289685,12.0,0.2636955161260889
82119.70315230341,10.0,0.8414994927680993
39631.51375721757,47.0,0.6247443886440271
63105.6356480409,43.0,0.31076325340451155
98154.52265713758,2.0,0.43390031522323824
88280.29217033682,8.0,0.10493521608141654
64482.03243907039,29.0,0.577821858287394
22208.246970208416,48.0,0.8001930701126143
60650.05952899579,8.0,0.722154059548485
92068.6835807282,21.0,0.3760149295365648
90001.22810734707,4.0,0.7495902616280296
56164.81260643151,30.0,0.7037694981978133
57499.3144188372,31.0,0.22762018066075412
52984.184823940755,41.0,0.3726665829963328
74739.2316344932,33.0,0.24732301281268879
48579.224826410995,11.0,0.847149327510657
83540.26587158881,5.0,0.8031396956758187
79684.249679018,35.0,0.25987187320054417
68124.55574346527,25.0,0.4564063889205757
46558.180779242284,29.0,0.687447490966502
97999.86368562395,49.0,0.5338039519914995
70126.25676432082,38.0,0.37395922958518446
81879.58950740128,16.0,0.5534572840736385
8557.354268219464,39.0,0.3438405403542076
55461.182127315886,28.0,0.42751823938253053
19314.064554313536,39.0,0.49724976448359337
43323.39144471945,33.0,0.8159481988178844
7455.302188339239,5.0,0.20263343769401188
16528.308872583144,13.0,0.2513648423914022
485.8454901550736,28.0,0.4190333517130044
50424.66855123931,29.0,0.8238386258699014
70261.61484744342,30.0,0.3017912664426284
78440.88177728104,20.0,0.3377129602128348
96005.54749029533,40.0,0.5665204135877036
34449.635490598215,37.0,0.16951368916241094
46744.7503277209,34.0,0.5327848002636307
95250.87303615603,44.0,0.15232754064927737
95273.97355567949,19.0,0.3953071775619702
55075.6964819884,22.0,0.7416453622880256
9357.35576204684,33.0,0.39504590297286846
2767.1248350845203,36.0,0.18232283665746138
88290.9744369035,28.0,0.620559221255888
48027.64543431295,26.0,0.29546689896468126
31136.797748223322,13.0,0.7234142814269919
69443.9302943168,37.0,0.2675827591448635
88011.85915649644,28.0,0.4937517523590199
22451.320799351233,4.0,0.3487251636180321
16528.13623134093,49.0,0.16215835622079117
429.0891453365853,50.0,0.8891534567877966
27012.34358994432,47.0,0.751055050797982
20565.49833830163,49.0,0.592803119091366
59495.82953860293,49.0,0.5064884460496103
34899.98502053632,30.0,0.31585896079398756
86607.47727313395,17.0,0.7482132896822469
57091.578338021325,4.0,0.7034333552337279
52995.03638238748,15.0,0.5045449111542081
72839.10771120807,10.0,0.8907420933671458
61895.78477313724,4.0,0.6875853419004689
81640.5073600312,49.0,0.740687163259993
30473.523891672616,43.0,0.5084862299826137
40283.03378186626,22.0,0.6355776751223214
49668.72412229941,20.0,0.6539134543914042
8710.699558440976,18.0,0.23087052699627303
89180.39654868309,6.0,0.5689451115229435
83706.86205689449,16.0,0.8635359804798893
98266.85316360237,29.0,0.7490759566059787
6602.733381754579,17.0,0.8734067316873662
82025.39935284443,46.0,0.7971979038607897
51316.37166195953,28.0,0.1855661112034177
25264.65195971639,16.0,0.2621258191495608
75639.57036613788,29.0,0.3599487546056571
48884.524413875886,5.0,0.4897884094860877
24867.183965473807,22.0,0.7670401605690972
97435.39598488269,45.0,0.4681148774163816
65726.86022424481,42.0,0.2946621607976282
44152.69423863346,8.0,0.3961145487349529
10977.237397431101,35.0,0.444592410255533
54700.86390089873,24.0,0.5525503519336404
27269.60211646451,24.0,0.5814081789335492
6260.557712550634,34.0,0.8410158697781928
29531.326245379034,5.0,0.40136096058310744
30588.580261900504,47.0,0.5645146585400576
84967.36193069871,48.0,0.5586411806584621
62242.92635684688,30.0,0.3798003219926037
29709.182634339013,47.0,0.47265948943539327
18953.190958835326,37.0,0.5259946383719423
14265.433527765286,43.0,0.5955253401813048
38375.11300746013,29.0,0.6646774565083928
56390.53222478854,37.0,0.11977378781430287
31986.7747000049,43.0,0.8916970502412312
9801.963986235152,13.0,0.1613851941748342
72302.14383476069,16.0,0.42367134150248353
27767.071448710438,14.0,0.4671836039328132
72251.61606423413,7.0,0.4020399335046091
13242.73917252144,45.0,0.8176828229160409
2063.0734540756794,7.0,0.8241897820602007
92194.70705526149,12.0,0.24436949648200967
34416.16890286763,38.0,0.440681565899506
23501.896036490725,42.0,0.7766799365896597
22807.180579312855,12.0,0.12437620146910007
89056.61758396015,13.0,0.8572596756474038
7488.42102827007,38.0,0.11049520452513112
41488.54023468294,40.0,0.5297427721199675
55666.99729477437,22.0,0.4135205204023894
37278.19874390712,31.0,0.3655018296304796
92526.37619753614,12.0,0.8308608379969439
9583.945435806476,49.0,0.3045618881588934
52761.36544139222,26.0,0.6805698677182906
13873.579919195568,4.0,0.4662200529107404
76664.18474421861,14.0,0.374715472622856
5.724077192619269,5.0,0.5979114042307836
47189.747879407834,25.0,0.7525853568686363
3176.2943473206046,49.0,0.5416035892144206
98825.79045368881,14.0,0.5439436464550337
40206.17136403283,12.0,0.7557237812679806
56295.22210810596,39.0,0.1850222797189278
74204.27650211327,15.0,0.6701205185963754
37636.10501457667,27.0,0.8822146855186299
39103.7215989197,4.0,0.3361235568490486
8535.760564791479,31.0,0.6026375252009688
7570.117887718579,32.0,0.2806530611933531
12489.779330026086,4.0,0.7279523821004041
72496.70788429084,6.0,0.5683737879469853
35847.25447876079,38.0,0.8687853588480192
96293.88741138356,50.0,0.40642313077859227
59882.382699573776,24.0,0.6067617433385145
9934.990519755387,48.0,0.5836870708016071
59151.3227374194,47.0,0.6264533809011131
46290.95557484709,12.0,0.7853145763688351
84791.93535596969,50.0,0.5736470586450405
36485.95931475514,20.0,0.32279909738740176
54554.88590244145,6.0,0.18365956201219005
46289.67577020993,17.0,0.20783846490504632
6688.977403230486,29.0,0.57455759949555
71827.26004422965,32.0,0.16473270736548268
30246.05253693941,40.0,0.366529147850302
76432.30334117534,22.0,0.7392871397084513
5048.373775912462,46.0,0.23796278503102936
67250.55719932815,32.0,0.4626829720704878
94681.10641655848,8.0,0.18495666181501066
8578.856191544344,40.0,0.2180122459538163
79287.18726222719,7.0,0.782901846469642
28347.94047866346,30.0,0.4157349020026436
30942.28791285443,18.0,0.476194455335728
61664.19171400533,9.0,0.2519881440598827
12103.765761252182,21.0,0.7805501336103112
47804.55219181378,5.0,0.4933114340401302
98085.71405991612,47.0,0.8634978272112317
56889.01312889001,4.0,0.7926145004330912
75078.30889508029,47.0,0.570397084445222
99859.28887236396,44.0,0.41001790204834254
86495.89787193302,36.0,0.8649860082757151
46555.64696604349,6.0,0.10959111835999505
49754.56909831213,15.0,0.1593952504403312
87667.87342417546,48.0,0.3358874137788854
89635.01903502883,13.0,0.5032999600125195
88322.2999226085,42.0,0.8208836137322403
77438.45918273594,43.0,0.5867270034995965
1189.0415402814963,41.0,0.4676008212709344
51891.74441518026,5.0,0.15123229107696493
47711.442081904424,38.0,0.7487284801897787
78020.28310140665,26.0,0.7575935948430442
12196.395690521782,46.0,0.25137849540013757
9355.406309795704,25.0,0.49943511625113435
22389.47987206553,8.0,0.4771225905363792
24922.097584906416,4.0,0.29374851232891874
45154.30495043594,43.0,0.7950522216144943
60182.35439187293,21.0,0.6811479523935232
43046.78778717104,25.0,0.6544912976320998
85239.51583336912,47.0,0.10127405127732114
18223.218904624136,20.0,0.27411024868253864
25423.01211381777,31.0,0.2623864294472303
92777.64943008596,16.0,0.7351023916441971
76962.49657307917,19.0,0.5493014251243619
6986.795327417257,8.0,0.36635376669112163
31228.796919596418,28.0,0.8602248561697285
72403.29460626197,24.0,0.267705730218671
89078.73220474707,43.0,0.5238494405958117
28740.433720349825,17.0,0.13326480156179488
40289.65350176768,4.0,0.6219210452410006
24306.61631761017,4.0,0.7529025736520578
99620.91055647211,24.0,0.12742779573967483
59342.3250156147,39.0,0.8542599503873746
91379.23127687623,27.0,0.8099420625330155
152.7647966788733,14.0,0.5598723198177833
29947.815595523647,17.0,0.20765138057459442
87784.07572666732,28.0,0.26423297194669426
21428.122197368797,21.0,0.17840609952143158
58511.626627354606,28.0,0.6517589804510935
58502.27992993009,49.0,0.58438613657923
98624.35964662244,28.0,0.6549655755265417
35048.18522973198,12.0,0.6240055389476836
54615.21902646793,25.0,0.8524416551347728
49779.70319737205,49.0,0.642439196090814
60387.113729557626,25.0,0.4741113508774437
2067.0403804958373,28.0,0.1584920471751981
6740.766444266887,32.0,0.12644309800671252
20477.577900929024,33.0,0.11218305470430262
8109.361513898145,36.0,0.2874504971901949
23428.680142481724,16.0,0.4250488950280493
41413.60425260043,24.0,0.7632545264440511
35002.808734848375,17.0,0.10882494570402744
96365.22466415985,2.0,0.6681895447425967
42876.43888460322,50.0,0.46485984426655713
86793.70865554434,17.0,0.7167750210659467
64183.10450908264,26.0,0.6972596586780241
9340.3120531805,2.0,0.7272242125127132
74065.49808988054,34.0,0.2758132295600235
891.2326984005466,11.0,0.4344039756318583
49405.93295096312,21.0,0.5558107958292258
70390.82429889818,21.0,0.14200650766486184
26758.156591794243,23.0,0.34639672241127145
67399.85948105961,8.0,0.5704415100722401
30179.68021029789,17.0,0.1453892641052688
2501.406946342934,20.0,0.7156453008803281
42768.6907981334,9.0,0.15381609760412715
32473.678870284723,38.0,0.898258795375935
88741.92824518128,44.0,0.35543661453822084
1816.9459009556585,41.0,0.48104088001962286
13364.74715800401,10.0,0.39080394814854447
2235.035540452227,48.0,0.15154248797995562
39803.74345136784,26.0,0.4627548226769863
77737.10473353523,17.0,0.8098558937308536
42434.713416454535,14.0,0.7791859764750186
64434.055611056356,16.0,0.6195286360548576
88986.81775524758,13.0,0.5822523062246913
96687.51365994399,8.0,0.5575749390678808
97641.15697768072,39.0,0.8380176459780735
75271.05833085658,17.0,0.6325565273359561
12481.634985994253,22.0,0.653008646850096
93458.03598775866,26.0,0.4795872480403337
78523.96699443426,33.0,0.31065285115925145
46184.625600778396,5.0,0.8324635233479585
75381.31832847762,32.0,0.269888113773456
40690.47057077866,33.0,0.49591396255224596
16165.50554599822,49.0,0.16911521741020702
16231.17125943722,47.0,0.21959342598287065
30702.432942024054,39.0,0.7968733519520974
46924.08111880319,39.0,0.34872878456655143
70696.43312258135,18.0,0.3666931691119485
1362.15724901392,25.0,0.737761866195842
48848.513167421916,21.0,0.7035619796565463
39335.91059853461,23.0,0.18302064446664038
92144.62615745957,25.0,0.29338384084257396
25638.805614050667,44.0,0.1514676417612928
98052.54900744313,41.0,0.8649321912639601
8850.16463194664,9.0,0.15937988597689667
72249.01156052008,44.0,0.12272552448035726
10217.946783776863,22.0,0.6854603976174243
39382.070335532095,27.0,0.8073793501887928
4738.570422667506,35.0,0.47174761092584505
53056.85153608212,14.0,0.6380914646942866
94840.37415471763,10.0,0.31013701860265974
15439.91585129347,2.0,0.323411318954493
5156.240507090863,11.0,0.4165946497800438
61251.44735402871,39.0,0.7803816518898303
18613.465152776967,21.0,0.21545041385719596
20999.556453673355,40.0,0.5931688269214991
94932.56036000027,18.0,0.6478418824451829
47780.654803850564,30.0,0.5083669385639722
42179.99965159194,11.0,0.825082233404822
31773.923917287335,33.0,0.5053249436227741
87826.48519330425,46.0,0.47548803845909626
66537.37645426557,8.0,0.40618710485096976
34784.004688149886,12.0,0.8305933837303839
56599.05721720684,13.0,0.8900261699900668
44382.01088489059,32.0,0.11046710067316257
18837.469421008245,16.0,0.3702144455544343
32543.365275632208,50.0,0.5244396707441853
73063.2817333575,27.0,0.7524750951107146
9382.217112260547,21.0,0.5774457256798876
68070.51176515731,10.0,0.12572016241950978
74268.33004919387,20.0,0.8996873059819553
69463.93078012593,37.0,0.5626732766017261
78800.21718419982,24.0,0.18385833755111713
96889.98945873132,35.0,0.8133564039157963
85967.14567648753,16.0,0.3656048908520644
43988.75439640112,14.0,0.3836916256496564
97304.7541143221,7.0,0.8102611078038838
37292.95336602291,39.0,0.19670886878505345
54432.272052142645,24.0,0.11499488623455578
11535.811907475616,36.0,0.5630393854670952
40187.98941566431,9.0,0.22134367878513467
70315.00861157435,32.0,0.5096241009940775
66591.79743494593,44.0,0.8444153843058195
84113.02402466215,10.0,0.7403433996752321
54333.84673775685,34.0,0.6591791943475509
93008.31221334322,43.0,0.28416004886194
12255.195326434932,30.0,0.2160504982624719
30016.59960282339,14.0,0.6773051258487779
75913.9413361131,33.0,0.7823657843934575
9187.469709556295,43.0,0.22200311425342303
49928.6623138303,44.0,0.6542730296786564
33593.256744133214,32.0,0.236600991090954
10978.169136313649,8.0,0.6464840610234764
96866.63757107846,24.0,0.30964296783384837
23238.68735551082,31.0,0.7472499436629375
78836.64149598907,39.0,0.40700167122684816
71217.87972485594,22.0,0.4285367479050106
61140.50897727281,35.0,0.5451861082180219
7951.584230660108,50.0,0.38462798269160914
64886.734490702715,19.0,0.8622349485693349
95175.9423308237,7.0,0.11407827424101127
31080.505272318733,11.0,0.3071805142513886
59009.510179704965,8.0,0.6896209484349309
29649.030356900945,26.0,0.32966210860347567
83877.77872772861,25.0,0.42324548481641766
90026.88680021791,25.0,0.5050213912355023
56512.142752123866,49.0,0.7450796082716046
72242.06341800961,7.0,0.8786375412628454
9691.406355083023,9.0,0.4457500944341679
64963.83652070413,36.0,0.39083374404609783
96338.03650598876,5.0,0.49718191791915023
92392.2901304236,17.0,0.3904262376889792
61069.92057946342,38.0,0.7887863984855649
23960.632108163394,8.0,0.30361688209933907
73112.66999730546,15.0,0.5430190693617326
82823.61289456196,33.0,0.7736896155177686
30433.16966156499,6.0,0.6038695011021684
98120.2836226189,26.0,0.8262431577949445
72755.57627633036,12.0,0.1606507457460846
91112.40910588882,49.0,0.5885325659840687
87332.23105560572,24.0,0.274912209137656
58611.23547298691,39.0,0.8978363566789105
46304.57727456587,32.0,0.19446281660491824
83906.33088706962,18.0,0.3521727741738564
8401.345315540859,17.0,0.6845462273978652
1988.6310526067894,42.0,0.8148945526239698
7843.496707606865,19.0,0.22391442134321393
7584.2551132242515,31.0,0.4653441961918813
44141.98488380635,19.0,0.5430125229853973
78053.89945610151,13.0,0.38898021903392077
92783.0689976965,5.0,0.12277863677147494
37284.82375547053,33.0,0.3695396126315157
51808.12640876544,11.0,0.5047118165897791
21223.55485255208,4.0,0.8199781208950379
96429.40474828913,30.0,0.3542446747025386
12319.582173951057,37.0,0.20286199636783397
5919.670323972993,45.0,0.1376720559027973
56286.10566316331,43.0,0.8535564695618038
60583.126512986884,17.0,0.27447485273792316
49708.74781349596,29.0,0.8159559845618064
21760.968408472567,26.0,0.614566630582573
80429.18253627812,17.0,0.26204936422663155
30087.6594908527,37.0,0.7667032103947757
38968.67235571463,19.0,0.30208615603714994
64375.00083883335,49.0,0.5079266274968467
30552.444894438573,17.0,0.8324477107630583
3845.0162081396256,8.0,0.17845190062638683
70290.58156113629,41.0,0.27606055367401894
827.2475741726706,4.0,0.38931135986742493
24224.410996451737,39.0,0.48849123569039876
48374.84113558049,6.0,0.6723790703143832
38045.53849086051,40.0,0.16597489227277534
60509.73818445386,30.0,0.6056213864878333
74893.83297234315,37.0,0.41817766183586846
82920.11315499674,28.0,0.6485611120461121
99243.69650113382,25.0,0.46986962647291297
98895.91165922125,35.0,0.25091476629135234
49352.64337346731,33.0,0.581770416650211
73176.9042125412,19.0,0.4301398206849869
95376.04860365238,38.0,0.27298774719342883
5667.194865132326,20.0,0.19424662396517356
39863.95394624289,37.0,0.16188569134188333
19049.64705753171,4.0,0.2803612790469454
62977.07729600669,3.0,0.4186482196914011
69154.45387289359,29.0,0.7006133396045158
12269.93765798175,38.0,0.39419235318389256
16004.875310388434,31.0,0.6722210452003079
41175.472483822785,34.0,0.6564393882194226
39456.62358053943,43.0,0.19185599040681264
29094.279179339705,40.0,0.8031972572174575
81514.95171990644,13.0,0.6637988616921133
83409.82395119123,2.0,0.7639006941162223
35482.71568727394,27.0,0.39557571598178054
97073.21960470165,46.0,0.35849568004833887
68767.07529520542,41.0,0.5135524304820125
85914.32629561487,32.0,0.5340074120374022
10996.806762821,11.0,0.7056034056492543
86423.62468746796,38.0,0.854115040151178
57969.81652387443,29.0,0.2843797025740673
26176.3629615453,19.0,0.7921204039304653
46000.092195817,23.0,0.4534257633630083
40468.30125986883,35.0,0.8738609887556675
15023.328684312575,27.0,0.6738716036865611
36299.02485730795,48.0,0.7035112479492535
14419.53908831907,16.0,0.31307574607711636
99693.19269827173,49.0,0.35340208180580457
13025.871972589688,38.0,0.37128344751438946
4891.2965854837075,13.0,0.10427803668730258
76968.39723466687,27.0,0.1958358014005337
25363.88241790814,15.0,0.8050258588273593
95114.91833674602,34.0,0.2943215700619779
98979.17267801148,40.0,0.7974496337411913
71362.71065712106,28.0,0.44810511037915235
20024.936903654892,18.0,0.18172519581108243
87366.57644509942,40.0,0.5244086168975389
73505.98682223316,32.0,0.17271024605677346
3601.9681279433735,43.0,0.7038104463271638
59016.9263072265,9.0,0.3431952309291385
86943.37477540775,18.0,0.6491029027399445
51849.69961515524,6.0,0.532232424052537
2429.0177176419556,22.0,0.17518839696604074
40314.30971672926,26.0,0.694098875708659
36222.98278042105,29.0,0.8461608425242891
27480.6089113374,31.0,0.8036473158879089
78435.49523734163,10.0,0.5503039647756154
96055.55824265582,40.0,0.42046155186557066
36278.451613714155,40.0,0.4314840832585133
8819.052275667394,39.0,0.5152517897138983
31845.697394679795,42.0,0.3260189885498129
97077.4213227981,7.0,0.7583413996738392
89883.99351546308,22.0,0.7557289087172323
84262.70058528733,40.0,0.18974764203270988
21657.238655027057,10.0,0.4602461101796079
53328.13046347009,32.0,0.6350591682630722
35188.361431789286,34.0,0.21804669027924348
99449.66649951227,46.0,0.8133999912136577
76781.56988679251,26.0,0.8867155311741257
55278.500643997744,3.0,0.8363536739029741
31181.54386150828,43.0,0.7642009492548066
26077.729791346188,38.0,0.8851608654746266
13649.488527932182,49.0,0.8747635409427025
19915.892045136225,45.0,0.44789890200277327
30291.028625581162,26.0,0.39727305518144573
35265.35052163487,36.0,0.6694276432292712
63723.33444250604,50.0,0.4607522264034596
80572.8303903512,25.0,0.7582885800348528
48208.24440819809,44.0,0.5142491880814475
53308.91577273259,21.0,0.127859021585319
21832.837807640557,22.0,0.7340367958788813
53728.862853231265,13.0,0.3407695544080348
26366.045837909896,28.0,0.5025664894847375
81187.9125125034,10.0,0.6561807746263598
