random-seed,harvestAdjustment,harvestVariance,Fertility,FertilityEndsAge
60583.19569446742,0.8383987085187455,0.6934805092753924,0.11318994189172649,26.0
73905.90564885948,0.3431417392781029,0.36183453091069995,0.18569232479073122,34.0
49473.64454898854,0.48753328699072096,0.29761739762348083,0.12747031494562044,26.0
78137.39507307438,0.8661120688680796,0.8383743856657445,0.1570482270371419,32.0
84222.02206807738,0.11108991597037043,0.21624704789086113,0.1949217989416736,25.0
57998.493151960814,0.6432945762587731,0.30262094264774875,0.1747200056516001,26.0
29559.462294858124,0.6628428551826319,0.5985663318728335,0.15466986449349696,28.0
2853.834774126573,0.636867816561862,0.5464007533718401,0.1288015529802496,26.0
18596.598116544516,0.7441570024373768,0.27102505642578417,0.18535221940767133,29.0
30523.856074511496,0.2311264394725151,0.6020885248040908,0.16358831996544326,35.0
77743.0674517903,0.7983084341142628,0.6779686573122432,0.16190996230519938,30.0
17524.600128951497,0.10484261743369672,0.3410885930209371,0.11952433091782896,36.0
18370.565893741594,0.5195795551693768,0.5320458637861972,0.1426221210408104,31.0
81797.86535993192,0.7719127535823184,0.48573767639751475,0.16384764728195428,37.0
54803.26745615159,0.8567318894624656,0.6751644811910111,0.11407757074331,27.0
97025.26642782833,0.5070415380005004,0.18684770406350673,0.17206095607400634,28.0
72923.83203880824,0.7610511984442346,0.11682119617898463,0.1426113617319819,34.0
12186.683402451108,0.753288157405151,0.29430485379300764,0.1567086572554084,37.0
42505.67968726791,0.3391033887175028,0.6126085302233547,0.10173360538126716,27.0
3019.851499961242,0.3071276872637532,0.7301535823508705,0.12821640208708293,27.0
11513.648446034378,0.25871173220695,0.8548488888970363,0.16785269132243388,33.0
15017.56326470999,0.3564132953100979,0.3284933219220295,0.10652783634350155,37.0
6693.477499516295,0.7745668328375134,0.8939042641063031,0.100134649972406,36.0
74132.8865689713,0.8845677089792929,0.5850324114409038,0.18214565660582666,36.0
22257.639527539086,0.22496137367877056,0.386837466957786,0.17588727737069462,27.0
41718.33950977242,0.5819344326627853,0.6269400855959057,0.1793092766507839,34.0
28780.732068085574,0.6174164204323235,0.5377123871050291,0.10934361098179003,29.0
46865.129806873905,0.40224093436209873,0.2765688134150211,0.1589277836920474,27.0
95275.69194884234,0.3386627585448275,0.2060676743087287,0.10683587967634803,35.0
95493.53877232384,0.44831515992442206,0.7249539618938415,0.1589278239765983,29.0
66946.54336035263,0.5668451215697804,0.8422323975624448,0.16148411610558916,36.0
43521.00032493979,0.7058188762019425,0.17930682263814327,0.1795432456034459,35.0
63190.53437963334,0.3595140449080855,0.47605772542453395,0.15734473468226587,26.0
83496.92260736873,0.49921057894932985,0.6039901168166691,0.1267464148053803,37.0
63296.20298986159,0.7244567755852872,0.2914645919257214,0.10749285955344706,27.0
56289.98991523227,0.39605581926718914,0.8647719049410277,0.17497785307311092,29.0
19915.97830450075,0.1685095443361572,0.7813746934830234,0.19297631538378754,34.0
73204.44795814376,0.46549171311558213,0.4628686236380146,0.18925743417638943,31.0
31438.129773355035,0.5464745744521152,0.2991326182033647,0.1349191928705063,33.0
80003.78294708666,0.8108167234874437,0.8867601044698026,0.1361227004006037,28.0
63945.91858902864,0.5997140923528849,0.7571857058674348,0.12542535747233885,34.0
98418.57558360435,0.37663844064454866,0.35466783776217603,0.19963347379694915,35.0
77017.7158867178,0.11438362387144174,0.16842298048962556,0.11720999687882076,32.0
65294.30419214898,0.6280482325978801,0.7225931417141974,0.16393543874289335,29.0
26541.33152388016,0.56555959385486,0.7789321739657509,0.10058506370622751,27.0
23200.46621223996,0.5396089182771221,0.7395311344750882,0.1594212014557418,36.0
38345.165963125604,0.4004466302906139,0.4047873795323643,0.1677657370134155,26.0
56302.44184952668,0.173791098405552,0.8416624653605383,0.17410604639201166,32.0
68839.84331813682,0.11285684132487193,0.25160090029223237,0.15524826940256867,36.0
76683.61797260083,0.6493416316955242,0.756541881066039,0.11182352229427567,37.0
36251.22496528063,0.6445247171373498,0.6335788512408789,0.11393219248493491,34.0
79874.13282744044,0.702077792385104,0.8633558895726806,0.11365667679206347,30.0
79864.6139343208,0.702198014948524,0.5631152997301426,0.16858018754698423,37.0
95806.09555547965,0.2353790066545833,0.8527616959142461,0.13132621753149326,37.0
88450.74958850247,0.2514643567723285,0.519775803306472,0.10751725494233254,27.0
71426.13180293533,0.8494265734133417,0.1784736379669396,0.11269051936014712,33.0
93317.68456024051,0.45865724201771907,0.3395771251958687,0.19638821644959614,33.0
34680.41972469107,0.7335481223044525,0.7389349499938225,0.11956551446832642,27.0
4692.969874506989,0.42463828076256005,0.6606651803131122,0.1771414214932454,35.0
11866.735438808697,0.8140093814191651,0.6535356139864674,0.1321066503915829,33.0
66022.75136044083,0.8170333208910279,0.32297215860729295,0.15034150037019703,27.0
72275.14410479026,0.22055457068881293,0.8583943453402129,0.16297216148450427,27.0
1945.2640469044538,0.4115110885628368,0.12335097038598378,0.1540143794056652,29.0
24098.692378977525,0.31118601110290633,0.7692988325912239,0.15390354665885336,28.0
18465.4714736057,0.8925443866073193,0.46478474580811857,0.15628880790173855,32.0
79318.6009389598,0.3471211129660675,0.4519900074512958,0.1529198940720325,34.0
22540.440010508297,0.6049710506664969,0.6731208398267566,0.17357179879275028,30.0
93391.42192349574,0.760353713947032,0.6276213992026201,0.18107730199727629,29.0
10130.065271496975,0.8734509289437452,0.7009093883909508,0.16577173175171261,36.0
52816.19583177244,0.4154970526491819,0.6752379892031638,0.10499386358398449,36.0
85912.95126005373,0.5214597947936761,0.409019710088116,0.1485013346460397,26.0
55441.02334107268,0.5994889598146924,0.8655617390971714,0.17350390464924595,27.0
22549.281400207747,0.7502566758722093,0.7815897803513991,0.17849774883166564,34.0
66169.51672243736,0.22349843035150763,0.5923323986783264,0.10454084798783982,28.0
35822.07250567917,0.7667151701472733,0.2695752306519692,0.11541128394112839,32.0
5036.481900658586,0.5329217993757626,0.22286496338396714,0.1510582765679314,35.0
34566.40156179367,0.6620064087742049,0.7037645002913536,0.1164264535193585,34.0
838.363576687458,0.49743682020436975,0.4243739637107363,0.12377607078373991,31.0
64788.893367400575,0.8901203221355429,0.6686138318294474,0.12383190094954222,25.0
48077.8344684451,0.5834238543150357,0.8469157187137424,0.18858513526782508,34.0
17049.617698069433,0.211475748431221,0.42580676225381786,0.13447946622520296,27.0
76563.36259586709,0.7332058729875984,0.45842161970610684,0.10756534440427713,32.0
63290.36328719775,0.2973400922964531,0.6854360665523903,0.10351330889844124,32.0
88178.25907039126,0.43717140832819235,0.2264527656565176,0.15412560066938752,36.0
28929.981540067914,0.7491079777405133,0.24364660665328053,0.17018465125503585,30.0
26579.753551596703,0.35284945499967,0.4104713024409835,0.13133293478586425,36.0
79012.66503195785,0.10481851708249766,0.793939185347173,0.18858799672363863,33.0
14497.677662487216,0.41153513386927176,0.6671509798542606,0.18423056167788507,34.0
62015.54670788761,0.6848039896950873,0.6351914144255626,0.1620304190526366,29.0
2868.767556078591,0.7784851544552899,0.8728900898380202,0.18585848231289276,31.0
31880.50509258258,0.4963196926254826,0.7970784741910539,0.1806025005100232,35.0
12406.930374106369,0.3826446545346287,0.2601997049481317,0.16488333313643244,32.0
13976.84829637168,0.4841960512398664,0.4299161271916534,0.12440663280635195,31.0
27512.391306464226,0.868164886779492,0.10602196459061038,0.19973814154831504,35.0
39776.96064667889,0.7645187923343906,0.5607031645134775,0.16639384554900558,31.0
43245.15742539021,0.5802391436503307,0.3948687510980824,0.1618933386506247,31.0
34675.67527283386,0.6979634252815244,0.1662002006748562,0.1335487061089315,35.0
10040.851605608897,0.3924604982184571,0.47017422265366493,0.10997880394549285,26.0
47458.72057457143,0.5310994034713662,0.6194758932020871,0.14112373848944532,35.0
49611.03847217554,0.33791982921868186,0.8250559205759518,0.11419101538997606,33.0
37339.59996725006,0.7322048860371465,0.6630295341715957,0.1382623124816377,36.0
88698.70389166259,0.6414383847379668,0.19485505462958477,0.1078017162127215,31.0
68299.73444649034,0.44730538373884643,0.7123543503129757,0.16396422874627858,35.0
79811.40777398284,0.7508929042538095,0.5409082693731316,0.15573015337089158,36.0
70059.28559975259,0.1016469971542775,0.324978585269145,0.12688838656083315,29.0
94599.3748162109,0.4405508773564457,0.8393373745863723,0.16727289678686996,25.0
76617.79898341866,0.487943187836677,0.3381513230569241,0.16979596044142542,26.0
5939.707255784453,0.19583017331592956,0.5704125420368615,0.14332986824192162,28.0
41816.93038025351,0.38833045424844626,0.3668701947166848,0.14311163985377695,30.0
21715.541710544527,0.6820979555458894,0.8717474966830826,0.1266102727185187,26.0
74229.21247693831,0.4586068365562993,0.3780704618019798,0.14816924877552617,33.0
77460.34019421891,0.500358986012572,0.37752912266782934,0.18924486807815993,28.0
37441.43970277239,0.7234601344348256,0.8076966480880146,0.10922758770605241,34.0
42763.75480804067,0.488261322568474,0.19613733032350167,0.1418587359756713,28.0
30246.356456141606,0.7391861831411417,0.7808289377527058,0.14936845731873857,33.0
4172.087890219506,0.71214661228811,0.8809228740439484,0.1219559128435501,28.0
73490.38771768993,0.6682687732329986,0.12669384406169365,0.11266144136913783,36.0
49463.78140115484,0.1171876078341394,0.3690446048474466,0.16911341828724918,27.0
97652.011121614,0.2415109648712792,0.41310736337845255,0.10453387696516914,36.0
54070.872677857384,0.5277526556305306,0.5325538470296673,0.1777134695147006,30.0
56917.878581093726,0.8404067805946686,0.29650611274499383,0.16564520801044308,34.0
35333.37945583791,0.3525703806778254,0.8376391382127669,0.15727265024594092,30.0
87672.50383641961,0.8532814165036727,0.7420502185632712,0.18219396957392459,36.0
1754.1846624126333,0.7243637614308693,0.658619642986326,0.15378989383606997,30.0
88893.29412771972,0.6874239128534773,0.4065461361004207,0.13317683562929636,28.0
88676.14002316719,0.1046125132064682,0.3691536126600844,0.10152296830183338,25.0
60980.99355320086,0.7371004087280021,0.3440491015578664,0.17079943658687718,37.0
28503.149114694912,0.20380483650080922,0.3820208201338986,0.10774420179900235,27.0
92123.59230781002,0.1743307241202933,0.4890201855658972,0.19804868165449646,29.0
93436.22513487052,0.19679631860543428,0.39826562884254524,0.19322915409227653,26.0
6536.76846321207,0.6954179181946931,0.8197424824914402,0.13788852318073186,33.0
90355.43026318117,0.3905572059809057,0.45837454542162503,0.17194700011553365,34.0
83235.44023313191,0.19583551173372307,0.20512831681853766,0.19319733785293536,26.0
96677.97855761438,0.7549796686556427,0.6548062830776915,0.18931944381655103,27.0
67449.53621637917,0.630750895755942,0.7627420380014711,0.13506591524086287,27.0
61601.879519754846,0.7204455412825409,0.7880378697806121,0.11253307257905912,30.0
2381.669480063446,0.7065135065705731,0.6565981232150909,0.11582042085066678,37.0
82002.64636773299,0.7981067492447317,0.26134202693337194,0.14859686027204203,28.0
63247.15132908756,0.10760963442489926,0.19246727839755062,0.17788705497149226,32.0
75205.6614768125,0.4690345154258989,0.7432157721006117,0.10287473802659225,28.0
14531.641397625393,0.28406131219713115,0.727923304541851,0.10730345104966443,32.0
73468.42270674364,0.37387223253500657,0.5353061076116084,0.13254160600700496,36.0
39967.42291190819,0.10788753757877814,0.739333242741769,0.17541254113001348,36.0
60401.84559660187,0.5030277497363652,0.7532104789979789,0.11864371601215908,27.0
97382.62132899088,0.11850488418735683,0.7956027326253247,0.17110198007627092,27.0
69765.044006637,0.34467395367830067,0.5390533307360384,0.17001334096140897,26.0
31258.434450622517,0.822322463713395,0.4984226064434649,0.17147541333992078,37.0
87441.27661198849,0.7758957419317037,0.8174181901130466,0.10595099234084972,35.0
93396.6075841178,0.36629172534695087,0.7759045494553478,0.1307140454400356,25.0
8353.319052578501,0.7715667469907996,0.7895886434451004,0.13397702932126693,28.0
36669.85258600518,0.2420225969933788,0.6390326214608355,0.16197169338247047,32.0
57455.91279437733,0.5393527940255614,0.1658469498031816,0.101178090613378,37.0
53659.45703601895,0.12256083598522594,0.8309280875120779,0.19131484161153672,37.0
15325.270102713956,0.6083238291190379,0.3890960467714448,0.12590408276309398,30.0
36881.487491408945,0.6060060188153574,0.7852659142249937,0.19744177956513723,34.0
83267.0555808336,0.16381329005986628,0.7845137469856707,0.10357927955221077,33.0
59493.478246402075,0.5335102535188926,0.24624609861031238,0.1654352967292042,29.0
92638.20719121963,0.8192458719196328,0.5803649155493404,0.19501547876461484,32.0
97507.2950529074,0.44411474684311025,0.6060916748329335,0.19612229113348478,31.0
43427.01409410233,0.8919201516535912,0.3365575248760736,0.14467578185750898,26.0
10343.148335130736,0.6930774900710233,0.3184000168654172,0.18341131881574554,33.0
36893.69488913199,0.8430686244090936,0.6828152629246064,0.19642949765445475,32.0
78730.1209197197,0.5459773373262897,0.36166996242342886,0.19205373216228808,28.0
5047.02987611451,0.8286790083514152,0.265570805457614,0.11764501156065515,36.0
99988.79021175692,0.6879620404038467,0.7428068772018239,0.19449183852590574,26.0
32842.90680447727,0.8279388572093419,0.5195952630805069,0.10883056752735801,26.0
12811.28302032254,0.674015565134925,0.7549757694271493,0.15152047282931902,32.0
73734.04907919178,0.8472281846913466,0.5359281141910429,0.11887663551567185,29.0
5229.717173055564,0.6555855774503438,0.21132506982195576,0.16981107330856227,33.0
96206.03764691361,0.6762101863582222,0.7369098751991702,0.18133165618767844,27.0
64379.07495927286,0.5648275648719222,0.6531927221989889,0.1879946454755406,31.0
64986.921298617046,0.6066231241116962,0.8547086428712645,0.16318065386977243,32.0
24619.836698624786,0.8276266582613775,0.5041829350375038,0.17782312737905182,27.0
68083.59116936772,0.698243142442696,0.5871447624421301,0.1327874732946866,31.0
74630.55874437813,0.48210943034987674,0.30611537737985584,0.17910164624864663,30.0
62731.321682051,0.8797097239554089,0.829656652531576,0.19101525073155368,36.0
11167.424900004946,0.8782196965195869,0.666621332280996,0.1525538223523742,34.0
52257.543318107266,0.8580348857427729,0.7972335901561367,0.14428547452880885,33.0
33878.19604449398,0.526078429932391,0.6556098581435086,0.19445121292718784,32.0
26537.660616226327,0.4912378384665277,0.2415174362718048,0.19124236085356955,28.0
37666.661569197764,0.3651292811866923,0.7865452693982257,0.10365564413035094,37.0
58620.45476160634,0.4609618116663724,0.5925151230727317,0.18312905569191631,34.0
39586.464193614294,0.7569469094959378,0.41462642532118454,0.12265141016486097,30.0
31068.438092275494,0.7354863071921269,0.6572872635128428,0.16232640503607448,30.0
23104.32357367395,0.6446474095898876,0.8755344397568966,0.12543196970659987,26.0
88841.30385251278,0.8771223969145643,0.6300723082403099,0.19338838058243843,25.0
54371.642519925146,0.5152731645169473,0.5512146987885217,0.1423142121611566,32.0
87684.55886432255,0.49358168274434233,0.8686340837588357,0.1890717076894463,30.0
46912.67943427551,0.6937890563014385,0.4559596334266959,0.1333126389618739,35.0
89498.22262424116,0.20241188749591066,0.12028331139571824,0.13102400115919188,35.0
46003.207104302885,0.3263183202191615,0.22105997071986733,0.10329816077685361,31.0
61546.58677649964,0.5733858266429016,0.7452431924648292,0.10995916188926631,26.0
45620.20298172181,0.33952276624571576,0.744122609626998,0.10010438071538445,33.0
30453.166624458423,0.45469148310832874,0.40707643385395065,0.10788117021642746,29.0
16732.16165990544,0.48968132867048897,0.5319834697437044,0.18671816531604862,27.0
9347.888886386547,0.6731108026500354,0.4410471283528635,0.1059744401440397,33.0
51966.020571216846,0.3080780248904793,0.6958923604589429,0.13046046092708308,31.0
18001.519962513128,0.3100360865090862,0.10356485906283562,0.15403189808891735,31.0
11074.737701420854,0.6298499024412376,0.7640168481318101,0.12182891324859396,35.0
66949.01649495396,0.8856345880598545,0.14096885272914586,0.1342264880418108,35.0
92590.26748733745,0.2511808012287141,0.5500844995842561,0.19299375823791926,27.0
49485.15842689929,0.28641671628455323,0.6951191720303473,0.13201111622042722,27.0
29328.909717465405,0.4260533264498302,0.525149078185049,0.19412539221472896,27.0
16738.49388979105,0.42595080340716096,0.28336458362531874,0.15583723341424363,29.0
30979.829659614854,0.8492836006296585,0.14379110426054986,0.19231146628715368,32.0
25106.134901279675,0.8063343608686402,0.5621740889342685,0.1729001222368246,30.0
52202.05880462063,0.6154153526783867,0.5447301856415692,0.11816795656109234,27.0
16732.845536031844,0.4078723944307733,0.1072636713547305,0.11132262670362952,35.0
58347.94705651549,0.5741679880216117,0.1116265265672035,0.14797238909278573,37.0
78613.54024812533,0.6944170337643476,0.7414372182822428,0.13813287521628836,28.0
49649.5153745827,0.7984547174811166,0.4286177690563554,0.1673889458646835,37.0
37684.64396418567,0.27405963796879373,0.1170122744905866,0.1312876824124095,37.0
50214.20083282745,0.2606019248990233,0.15090051750523525,0.10992194164495796,31.0
23109.795359147334,0.6449540586866105,0.37970336143584016,0.1645974802696931,32.0
86795.25807434962,0.7902673573007379,0.42216910626131854,0.10684518412924363,25.0
50075.88010894016,0.6794180600981444,0.7946081316208193,0.16683686152945826,37.0
43902.44042879382,0.12369621776448546,0.23324916362102882,0.14466632406121643,28.0
37935.824014400256,0.492420293244178,0.7853717410346576,0.13532591330108637,31.0
37551.883740449994,0.5840806175778536,0.606092173786695,0.12107864904548504,28.0
6107.086626141204,0.3181476926088668,0.5055266012098113,0.18775268464332684,36.0
43974.630206450434,0.7827676688021422,0.26696257688771385,0.17056122208750124,35.0
69829.63582886787,0.1909070329044739,0.17056620393261152,0.16062844469881596,31.0
73854.93936889934,0.6668653521174357,0.8573095848292032,0.14169676805822637,27.0
4545.569664325375,0.5910286438163433,0.6443821241073876,0.18013942053254553,27.0
69736.66819109043,0.38769313895775515,0.48574890108810964,0.10355188191810309,28.0
38626.15639252738,0.17150855406170198,0.8548178526263451,0.12817382912060626,34.0
32723.729283758003,0.15137842612135932,0.29191738289363683,0.11375950062954289,31.0
23343.307288543772,0.45113040843164587,0.7372589886736547,0.1463378780266203,27.0
47430.39871749354,0.4482031591005987,0.6235830421439635,0.11184634268735874,36.0
75175.81139603366,0.5785002173485322,0.24459434202200728,0.14875935573242635,26.0
89324.25738471464,0.32965076960795925,0.7849861338979375,0.10188693117426136,27.0
48486.71111423826,0.24491121247095898,0.4573977648432769,0.1531144960498374,37.0
86189.40499375816,0.5298626536101452,0.36926413883532827,0.1798552080356663,34.0
11135.312751569878,0.3606121926710917,0.7655291601784058,0.14910170999727135,26.0
81343.09151892159,0.745474368137787,0.5276344828174727,0.12084117470000073,36.0
61562.67545488525,0.8568477320598816,0.17665664569586792,0.16754038632874677,30.0
43358.92319545897,0.437645897603521,0.5448837012401151,0.19886859558780917,31.0
25256.228985358415,0.5328317937669964,0.1799663846868482,0.12769106177540432,28.0
83832.4721783417,0.48838121458006367,0.4665172935057328,0.17273591778076175,31.0
71313.90973485495,0.8246466521983181,0.7542029339428701,0.19362544992190298,35.0
82249.1506611929,0.7562154120415425,0.10278594387379965,0.11063923226033975,27.0
35480.97652358043,0.23542164160284607,0.6873358180786358,0.16163008179677968,29.0
73883.41809312825,0.15668160425656164,0.23384423091299286,0.14003362308387884,32.0
17020.426821440895,0.4760959317846166,0.5242186935463067,0.17853930743007154,29.0
90258.79644238825,0.7997504767055826,0.34293439649565627,0.16325146958872766,29.0
15766.938188941476,0.7045723850487012,0.4689328054019921,0.10830905782792986,25.0
76374.11069542539,0.14474964015204758,0.14673181326496315,0.13694640113505324,27.0
4186.414522462383,0.8218335199277371,0.43908057898101005,0.16041702829773474,29.0
96374.01417695908,0.8523428469397166,0.7091982785172395,0.1257427544205012,30.0
67786.63656927785,0.3216669757428965,0.4088272780204899,0.11920031022511934,36.0
64768.68873004017,0.4650423993571904,0.7007433070320935,0.1784227663653492,30.0
49711.71757604845,0.6246865914969976,0.16977700213910946,0.16442870387224306,26.0
29273.44705087713,0.35113348588708193,0.8357234158824739,0.10623710344625462,31.0
95870.36102066777,0.5465498521363638,0.5154711797875321,0.14775853576219983,28.0
48241.485718607844,0.834291400779864,0.36618066229200197,0.11252004547401907,30.0
53103.36411116734,0.6563278421753601,0.3328246281434809,0.10279843191033511,35.0
95743.00641711021,0.46660327706106164,0.5692800021628409,0.13823572840090467,35.0
35852.32271191945,0.508261774794829,0.27266965939645393,0.14656124599567832,30.0
30929.758860849965,0.29343547079543497,0.5210932457281284,0.15848151038331357,25.0
3586.0977548716623,0.19042911552958008,0.8868074070845429,0.16601237931950857,36.0
82030.63678140752,0.13294373311066865,0.2575736333956618,0.18026022773837233,32.0
79253.0527948249,0.19323710359902435,0.732605306593195,0.16842817708375551,30.0
3524.041749759089,0.2911131906023102,0.7721519875033831,0.15799124363461298,36.0
6008.338116686549,0.6247337300989028,0.7564217866088757,0.1825297300514713,32.0
91314.58232131746,0.6470953699050512,0.3528416779015747,0.16423091576105703,31.0
29485.70080300558,0.3924868933490371,0.6210372307427107,0.15767628416862975,28.0
11822.92347940806,0.6760022546764904,0.1042278971039731,0.1430745111061859,34.0
78889.5366397201,0.7904437380556265,0.8904032632452938,0.12003857789015239,31.0
8969.720202215774,0.8780951122773563,0.48988095988763614,0.1785519328849578,36.0
72125.19374525275,0.37518840766557904,0.37544529081008726,0.10166963436404022,36.0
92059.63877302149,0.10100835049438645,0.30447584968931884,0.19297415385466765,29.0
96441.76501222161,0.5825863306695004,0.853388606514778,0.16267030005846456,34.0
77813.30126020103,0.8282987019153457,0.3067284704484676,0.13267163520362082,36.0
89124.08705597509,0.18334862340426367,0.32226211789214154,0.1341532080662,29.0
11617.030390700751,0.35389965883031116,0.20737350529535625,0.1947194177532781,25.0
21985.04084911554,0.13248525368485276,0.4885390662054272,0.19637232487658593,27.0
59340.95034909769,0.6046204544924436,0.86551139172412,0.1775879984714528,29.0
33153.363688993944,0.29137346661647023,0.2655079436263631,0.10571194984618011,33.0
55954.62771608716,0.7630357883666351,0.8917792289156405,0.11494197292080632,28.0
18693.70974277014,0.2896527316013019,0.5768429942948567,0.14065356398699208,27.0
24082.38235035574,0.4933140724474797,0.24914749518871712,0.17495206163329816,28.0
