random-seed,discount,costpunish,costpunished,percent-best-land
76875.79477178447,0.9084969475768275,0.07004996547724004,0.09520985206322,5.0
11820.077870692588,0.9779130236328162,0.029678484602006484,0.1885441847543187,10.0
38793.003169460215,0.9244106020615348,0.03467465144590901,0.1226516423038559,7.0
46184.31772173351,0.9742363642791452,0.03657865683279467,0.18085711378966976,16.0
80190.66331350585,0.9661204099039246,0.01844902506112609,0.14077533848706406,9.0
77220.75403759762,0.9805342161365366,0.09547442919989822,0.18394055999651124,14.0
72072.07665177694,0.9837380034000466,0.03173721501930521,0.03596488583226676,5.0
90839.830974225,0.9568897601040052,0.09670870568295192,0.10502621331966829,21.0
78271.39740842229,0.9593898979976035,0.015210618890420158,0.15360402980281065,21.0
45043.07521948506,0.9334373791740541,0.0048335689474645616,0.08367070509226367,13.0
11025.706062392346,0.947104940410308,0.042032256019098914,0.17254418843018238,10.0
6661.214306942539,0.9030041883595016,0.024269214893769032,0.1861245773093811,6.0
47035.13867622441,0.967772079863175,0.05640121551702916,0.035867163828825224,24.0
65596.63860121483,0.9666478478378866,0.015191574320173575,0.037555977974226766,21.0
50202.01829817146,0.9449308400047493,0.05460244273950437,0.06283381220114843,11.0
87664.67324605261,0.945724932211499,0.028624472535207682,0.11116293833797444,9.0
27926.311506989794,0.9037771099675962,0.06398628758675448,0.12050317905607344,22.0
52259.40743189854,0.9424941004401858,0.007425357496605134,0.16055660085370815,10.0
95009.30886764605,0.9641971268539286,0.08903687113697517,0.030394111545887493,10.0
81929.56405576812,0.9871132601785665,0.027436037056381337,0.1678841097649174,16.0
2882.54875609701,0.910897792842092,0.002621564818055722,0.06717510383980126,9.0
60311.814424615004,0.9005770913206954,0.07794832579279465,0.011303593408625391,6.0
85042.00541864119,0.9802426430235434,0.006653389838292945,0.08657520274024531,5.0
44924.66100435083,0.9673070623636822,0.024536273446169633,0.10789128393782271,22.0
76384.75259615027,0.9586196296755894,0.08899233532340589,0.0008606580859120473,16.0
58713.83504845004,0.966097837676945,0.09205118867966539,0.09229479920205788,18.0
6587.388929312214,0.9894110201674641,0.07058103207265594,0.07418397802317037,18.0
27288.375627102778,0.927601346500226,0.02215242441357439,0.15256922099822823,21.0
2134.4039960373807,0.9261755547022035,0.010589499107274292,0.12311539512641619,20.0
80837.95999799331,0.9380528128287112,0.04716336905938572,0.007185703184639403,11.0
13623.023428907924,0.923288742103847,0.07805381055108679,0.11744276355482489,16.0
84804.66619748427,0.9834786059582875,0.09296695884083442,0.0027658010133355896,23.0
28924.989613745125,0.9672748817209544,0.02020959359396565,0.17612746849327646,10.0
71744.72679383827,0.9403061824737604,0.0355907655464883,0.07852465509901588,13.0
96556.16451528395,0.9021225745342307,0.08528098846490823,0.08480863968322697,11.0
15712.67259406953,0.9343563658012027,0.09779561355046308,0.18618741054000862,15.0
40172.84776534316,0.9198879066250367,0.008088184179745583,0.10867065454719,11.0
20349.790461320386,0.9247708493067357,0.018942237294129218,0.07909792710672237,21.0
29258.454527353068,0.9686849070216803,0.07937916549283724,0.03026970617821132,19.0
14009.887362186262,0.903793606635048,0.07432772073134807,0.10991230879424801,13.0
82604.92671787903,0.9201668408960464,0.07496179185714119,0.026519766359076602,11.0
62270.475055998395,0.9762002427143542,0.0614453643304384,0.1251558211692955,24.0
84719.88446396601,0.9701487533578828,0.09609817338785136,0.19451094697353907,15.0
62373.12050052177,0.9116318408420562,0.07518074974602384,0.08423066308927528,11.0
49185.14235928506,0.908297395231015,0.03978708939101144,0.059549342409741884,12.0
36874.133024466886,0.9174568324659204,0.0007213253924578056,0.09548366750921439,21.0
14232.388102378238,0.9309014999148326,0.03618222546969698,0.15833738993450938,16.0
340.3284586822371,0.9661854518147092,0.02707455189628053,0.02180023816195418,13.0
51485.7654623035,0.9080412431432148,0.011222115042004877,0.11957161508597003,7.0
39002.08952061258,0.9938927975334257,0.07165870083628224,0.08162770823017379,21.0
51176.49054918641,0.9978847289170653,0.003976500383493131,0.06365204880921531,17.0
75501.3358403129,0.9649092422873164,0.05967303453322507,0.13375501423285063,7.0
88895.49701286091,0.9445256545901322,0.06695406811989206,0.14957585021537576,23.0
13269.636378727155,0.9372649457133891,0.009164068160797168,0.07729668256490603,8.0
63909.24344004465,0.921459603301824,0.0932169632904616,0.005558402195243573,22.0
68270.72723900035,0.9949074952486073,0.0003024520565144795,0.12014430190958413,17.0
2957.7076648983893,0.9121798933068175,0.03975148387972552,0.01706124248089518,5.0
87956.19383984024,0.9557359036090509,0.053710895035414354,0.1319781187765458,20.0
33617.38670729858,0.9272376377230537,0.09354576007757409,0.1936772546945803,19.0
54235.268562504236,0.9648018474483433,0.053128724134606134,0.16068867708955248,5.0
53623.27386549607,0.9366277124497668,0.090568991325188,0.08955881197942331,13.0
82929.9431796811,0.914359508279467,0.00792194304581001,0.08043435673128399,20.0
77696.62481047609,0.955790840067245,0.013379165982920683,0.08576123130891743,11.0
60269.375662566876,0.9718107619375107,0.04615850884517966,0.06737647078581536,25.0
81222.35032055841,0.9729693992883817,0.04906830658588306,0.08918186840907397,6.0
81464.51912728985,0.987631848111929,0.08972406403405025,0.16314371465544927,19.0
74265.79924877961,0.9377676438193202,0.021130643698687526,0.03588514258972084,15.0
85091.11213328043,0.9054207038753402,0.0319071230280179,0.1045015138702366,22.0
57281.68783407229,0.9270813664432065,0.08217276681560322,0.042502609500658345,22.0
76155.24331509639,0.9694287102061414,0.06115649196278488,0.17601486436826327,19.0
83994.86242063144,0.9178791854083498,0.08196588476400035,0.018821879601640015,12.0
83737.84695785723,0.9095754313493285,0.07648407143789851,0.14077222551712085,6.0
60688.582547359285,0.9299837211595461,0.017029581803414406,0.07323596281906397,16.0
5608.200128014899,0.9909961488020492,0.030396027146805418,0.053602353398528195,15.0
40820.96582558571,0.9007470703360935,0.09300612934461838,0.034137810764923816,24.0
18593.469158137435,0.9231812429682225,0.009588098839997207,0.06715922548294151,12.0
73799.60074363425,0.9017269153178153,0.07901555360004675,0.092197207844477,14.0
59537.57385690036,0.9144523227205479,0.08046779546090954,0.03257641500152746,21.0
44739.699998734955,0.9869065978175117,0.03589073643039971,0.16033359240755463,13.0
33623.472653793455,0.9488005318393532,0.0013024877931447354,0.13864913753900976,10.0
31914.582746421976,0.9734754484819876,0.025874793402683494,0.16272348588728278,7.0
82738.07062170276,0.9615871772052619,0.04369124486323547,0.043359580038190675,5.0
99980.88080084417,0.9023478470842169,0.041577162897218384,0.1220357409501204,20.0
16346.321283980988,0.9819865007418587,0.011802191404962515,0.13139905089382897,9.0
87393.31771531739,0.9623544807867201,0.0779912116754921,0.1653940399268736,5.0
97600.7387614788,0.9469300591302768,0.04917018126015881,0.03920011318045507,21.0
37984.1840040591,0.9977699661497975,0.07092931913795429,0.16544094578303525,6.0
39005.930121817844,0.9604792428461151,0.06672614653341975,0.19502774597059447,8.0
80883.08321844555,0.9466499189191095,0.044586417505639186,0.12054659589190429,19.0
81618.38846802285,0.9095720768337368,0.04046401511435417,0.09431824603688242,10.0
8369.905130066849,0.9790913318128152,0.08415514075114011,0.1255939460850464,22.0
41992.718700263336,0.9208134943337439,0.03858994858050468,0.11162198752814677,13.0
13945.058915685748,0.9597996600210206,0.007916084940655377,0.023443877068441334,6.0
31307.655364526592,0.9848629395156212,0.029717274903827508,0.0792766700719773,11.0
59189.966448060775,0.9928564564329109,0.04030790035920378,0.10633776793350375,11.0
15524.020150095712,0.943602758186824,0.027155058495704255,0.10347948940054352,20.0
29606.257769871747,0.9165144082174735,0.09585336457991965,0.09378934874241568,23.0
90802.37830236378,0.9342422694733191,0.03358894258541433,0.11582179323365899,16.0
27367.000302200962,0.9967862359475873,0.01479491448185345,0.12872295473007178,25.0
52670.29658521031,0.9998865575063184,0.049371027950784865,0.1368833991255054,10.0
9034.591564018201,0.9905214761133159,0.02355635278566245,0.0011375460568493478,11.0
43173.16258490118,0.9645933935008639,0.08492169418204375,0.11199271744959818,22.0
83921.71048909218,0.9754343295587153,0.0811554006872151,0.1792438424927577,12.0
69624.84438791347,0.9889994481609128,0.04077242431002429,0.18860852757457688,7.0
27284.992659943746,0.9063398111300542,0.036069171891415286,0.10834494796955643,9.0
67512.15622764893,0.9476734296570146,0.06721404398284064,0.09245777523527826,17.0
43816.63457367897,0.9371155013128016,0.09258424384120455,0.05210878814399458,19.0
70846.91815288206,0.9582425329318156,0.014490467407763698,0.15627313698357492,7.0
62459.45106248079,0.9000986086319807,0.08565799865568555,0.03955617871849822,5.0
54093.71687805393,0.9730307290631492,0.05114038406480714,0.13309284564863622,6.0
41537.67530207264,0.9889022780216882,0.020270168094664743,0.11764510426785507,19.0
14272.719043261848,0.9132603466827766,0.016027359575671973,0.06993031938885257,17.0
46921.86525017228,0.9713606297330911,0.09016219426547051,0.08590081207644418,23.0
54439.119834246856,0.9260287503265021,0.02065754309943506,0.13148902179047656,23.0
3941.4528623484834,0.9476140569457728,0.09936471182038259,0.057371253460320154,15.0
10976.116637264142,0.9773427757686987,0.08082030448839761,0.039091197068036904,17.0
63987.94187370198,0.9340846389203449,0.047284453032383905,0.10384656683557221,9.0
84702.50730783086,0.9943934151094637,0.0565712808032248,0.06452857314992581,21.0
22902.780645050763,0.9574766132182821,0.02878524946521821,0.17160987687251486,24.0
3261.090835661432,0.9934681571888055,0.011170635804834662,0.19440947564400593,15.0
92966.97695748454,0.950751257810586,0.05150089818178009,0.09655809048172348,20.0
23716.39479237968,0.9685271391217016,0.02999766244138562,0.10811342785216112,9.0
32281.241706999666,0.9407519567290245,0.04338532705931521,0.040845013108876116,18.0
20378.475721377436,0.9326393182012095,0.005319633172631633,0.13292606765813544,23.0
5782.379029869155,0.9645135173933964,0.06320919336838816,0.008523508782913058,12.0
39143.69822152227,0.9611240550607927,0.0673587700099334,0.19568383552535018,16.0
52718.47200268383,0.9129967989735369,0.07826028762444026,0.003943482112442598,8.0
31405.01263834652,0.9581208441926721,0.01775490371745484,0.012066776671341928,21.0
36564.71458874522,0.9329609585971245,0.08906254621230973,0.16884083423044416,12.0
5784.851909729954,0.9905837997551282,0.01865049955785535,0.009690015142844222,20.0
51217.75579266091,0.996538645058079,0.011031322784101728,0.18361228730826784,15.0
49235.61520842957,0.9034998730432,0.0286298984198365,0.17961960860644527,5.0
75831.85394786103,0.9916742430453265,0.06020327670475221,0.06545470118955532,9.0
19368.175993124663,0.9010699926075472,0.06871250620011574,0.17251450814844863,18.0
32557.102826737144,0.9074510200917757,0.008077209747170166,0.08016131209966067,8.0
28569.328111845363,0.9353438597425773,0.09647444396580096,0.17564397528399575,10.0
73312.61157119188,0.9834167013666608,0.027492238370247158,0.16812013321297548,9.0
81969.4356001066,0.9604829544993513,0.02957799333852079,0.1642104884419091,8.0
21737.931953127674,0.915060088764398,0.041184641850765785,0.14283850139436394,9.0
15721.980900376364,0.9557655787537912,0.006935582126682872,0.05912343004285939,24.0
53595.93594727491,0.9947605993993541,0.01169551536601583,0.059989727695643175,5.0
66512.37954838645,0.9416177234672592,0.05214507361680293,0.1791069377690435,9.0
98004.82978175882,0.9091198893173916,0.04168138466335523,0.19834407402077533,10.0
33683.18438242696,0.9896292847142545,0.03336036248367791,0.078916562387734,19.0
81593.2221055759,0.9055335869654109,0.0012540582670122148,0.04127887313842585,9.0
12872.22201814619,0.9867234860142016,0.036021036060040756,0.15180668272222914,16.0
26364.35663570924,0.914504634332947,0.08477081463242342,0.19286964363397407,7.0
97352.46919710717,0.9645412076532325,0.006736787511589648,0.053821298932153705,8.0
34722.51806898247,0.9494428914798092,0.04273619626866814,0.12449258760120235,24.0
44099.734161273875,0.923913121776517,0.04522134092164475,0.14053512080047256,12.0
52270.56197005516,0.9168142926158762,0.056341157549037395,0.10412940598805592,23.0
77890.03313976913,0.9114918271242519,0.0627998924611212,0.14958177988053722,19.0
13394.647221265543,0.9336134408080817,0.03234887620346295,0.02716971762372067,24.0
73344.675319915,0.9621340773932197,0.08541920645090423,0.17149868950413832,11.0
25421.770774832203,0.9973250633536481,0.01906982549203723,0.16966803188715618,24.0
66950.56614245383,0.9914362094691944,0.06490376040425107,0.03382900640620268,10.0
46274.73783486764,0.959131265665865,0.006231469401460521,0.1352725221617257,18.0
8842.89566394531,0.953427979611996,0.07416993518991775,0.18990817060898485,15.0
96872.33426834583,0.9443405337991528,0.04025633099290581,0.17368207132644609,11.0
47209.92016868518,0.9340571109377058,0.046637559819449795,0.11601231029103803,14.0
63021.27075748137,0.9832095098742943,0.027486928515161692,0.004946919076666157,19.0
33217.89026224943,0.9633388641079932,0.006782362526889241,0.12502162509330753,9.0
43246.867055500385,0.977667694383345,0.05906875739241631,0.11348410932297533,8.0
68873.23270345383,0.9012025894375489,0.030411191823706663,0.1896274454934277,16.0
69560.76378674523,0.9670305235016432,0.03725106987134071,0.1675474688294666,17.0
16039.696568894013,0.9104198530486298,0.05917606768437342,0.1613780109103562,17.0
41819.176433911685,0.9837918043733391,0.06101951969559029,0.15621081974724912,21.0
74953.06591116621,0.9744583161817013,0.06700317373446528,0.023324705029429516,24.0
55717.08860902101,0.9356273122892774,0.048037004623124435,0.15775321525316144,23.0
48215.77381013877,0.916177118841272,0.013884320156150376,0.03673755936910213,23.0
69071.51130975499,0.9204776338449652,0.028546778368224147,0.17001670020669624,22.0
20466.547174760166,0.9704504493245624,0.058515090569215,0.18340973349426914,22.0
51561.09200089161,0.9589673843134654,0.014471605143549428,0.13250693538201913,11.0
95954.70799835573,0.9203084945194347,0.021000003922157395,0.031055201224277098,9.0
78889.58998636733,0.9304959409416321,0.0009432997202841521,0.1809474599647075,9.0
24603.342659016544,0.9003684912748441,0.03905410406296489,0.11171316246667205,22.0
49557.1849437409,0.9092741553726765,0.029897919783482288,0.12287085435687094,15.0
32014.329183942507,0.928013332760475,0.06138939778539723,0.14586181259551698,9.0
16081.803323342414,0.9047524139749564,0.015694637931105593,0.1727463224360195,6.0
46119.42260889973,0.9197604398164307,0.07281851381694496,0.1246831283244798,14.0
128.74924710255982,0.9530957323250054,0.09560709631507462,0.022321498626882152,16.0
2746.6782003890994,0.9195085894614995,0.07800322827213929,0.10522688325823198,23.0
47686.60200847289,0.9854855132553164,0.07323276844673768,0.19210302997292356,6.0
77156.09630438662,0.9427499826898267,0.04770914047764845,0.12721378299322783,8.0
85284.01674861823,0.9867559938722518,0.013249706189219945,0.1712644625498275,22.0
69752.70359525566,0.9966055827704653,0.03013475105136676,0.09637089590711077,20.0
8129.393477211961,0.9133488228697392,0.09354647051248895,0.014410413964264325,9.0
52876.69415729448,0.9790953194590055,0.09636394814938265,0.1547677488754173,15.0
71439.21045779063,0.9995977237321243,0.08513147343810556,0.1333158904226544,25.0
70389.9456891595,0.9871895509803377,0.03161900754963209,0.1583103756139748,14.0
7600.4252988959115,0.9752728259530572,0.027044953662982686,0.11901543764924645,12.0
33418.23472850533,0.9097314444147641,0.0765540214959102,0.08150800085204704,5.0
73018.94615979824,0.9062659020367015,0.07872080245221384,0.012199891575399092,18.0
73094.10278509969,0.9618440515539866,0.00882632344586647,0.03821828150204412,13.0
90608.23935888737,0.9582184740853733,0.05109897101828825,0.09909401464206379,20.0
39372.83717720273,0.9317950875927902,0.07408704140000454,0.13113401335083147,10.0
22063.633183366906,0.9471493587865675,0.039374494209997495,0.10634541583689704,8.0
92474.50611700596,0.962904793460822,0.04595271312771552,0.09543240680096882,11.0
82070.28835608011,0.9519953300636192,0.05414479418698224,0.1377882173068412,12.0
19562.24933067269,0.9433067330983791,0.005801013772678354,0.004281249510363039,20.0
59983.66782898907,0.9368306480824141,0.026986617291387217,0.14315289954053417,12.0
4515.7656487830645,0.9880682007063665,0.04427217338232778,0.14920030012539054,14.0
57058.82000704544,0.9453053193473113,0.0988076261716647,0.07067275503942776,12.0
99626.51394829743,0.9900450548936301,0.03358932893031822,0.16087077756203416,24.0
77377.20942163783,0.910637947169199,0.05369454083710911,0.017223498694137952,13.0
25687.73824086575,0.9482496262891572,0.09046495501613883,0.1492634286126747,14.0
49857.971792155055,0.9421569882201144,0.008774231160799296,0.05148659312571555,23.0
14093.576537232757,0.9090420827090973,0.028073156417073676,0.0013403308810089555,7.0
2577.859210300271,0.99056735087999,0.052467622139995444,0.16148317781840318,23.0
63511.3280750354,0.9468559501568679,0.07593186876908191,0.08018526470140858,19.0
88776.82721511516,0.9831842441927043,0.0438493900856801,0.17516174179609517,21.0
9911.900355054391,0.9576120551625852,0.06450807471915819,0.16009295877135912,25.0
84436.05161822273,0.94908953655111,0.09198925869526133,0.07056565136152147,21.0
42940.948188586895,0.9652216314297758,0.015133792428653092,0.19594869640420165,24.0
98624.2523324831,0.9044022623097807,0.0456446322078907,0.16769366394909374,20.0
18113.32581037102,0.9826192312451791,0.04303549818907365,0.1790617737324529,21.0
76147.28124940579,0.9756441069351651,0.009107078218226362,0.005119441967527516,6.0
9834.275856610602,0.9986387331214596,0.06482139075979339,0.013323226800367106,25.0
81338.05904593423,0.9725734811549451,0.0816213409123301,0.018899837338887893,16.0
3344.709153678837,0.9370806725959883,0.028923889733081954,0.04881029257610266,8.0
36616.55603377572,0.9564058062869649,0.02535117331521456,0.13085953982806314,9.0
58772.42343521737,0.9882493860303537,0.0836842329455147,0.10838751538035263,22.0
31755.331090972108,0.9919379238312158,0.03459508983696582,0.07527032628883251,16.0
80722.17367269559,0.9070071669205602,0.08997021008757627,0.14707516165816592,21.0
2634.4071591779693,0.9076296949860236,0.074418558597873,0.053645968444620246,20.0
75837.71349360241,0.935844411214977,0.07749685192454914,0.04486951138210933,25.0
77612.39113994643,0.9086624930564032,0.03635082843008408,0.0716981535837271,9.0
72303.70691514704,0.9628632322945136,0.034237312706300975,0.09400521602869592,20.0
67839.30946689878,0.9860599516525724,0.03625861563265649,0.1882237254597031,9.0
29966.00196099903,0.9870093687678612,0.05430078770111801,0.1735052956198876,14.0
75920.04193923755,0.9565171860429538,0.0909879984555575,0.17471187851172523,14.0
52094.39647456932,0.9994272358377313,0.09859220856894266,0.06357900678950339,15.0
20681.947065762357,0.9245731741659075,0.01732269591914808,0.17780780572076893,19.0
42828.89620559846,0.9235565089502151,0.05324277975225297,0.11014829846134017,18.0
28559.35109701663,0.9702939031345363,0.00895847226386518,0.025101892063087352,25.0
11553.20416821599,0.9722333169873586,0.0026912375797842783,0.19798774210301096,14.0
64212.72344238272,0.9575493040532468,0.02288196578535209,0.011129104112051081,23.0
79403.82733334543,0.9360907585470545,0.03130022957259087,0.151262270574233,16.0
85456.9434693352,0.9962371697881298,0.0451308079690707,0.15823551245317502,16.0
63432.90880558062,0.9237897672353488,0.05808553466641375,0.012773108320144356,11.0
21496.412143332513,0.9019568190921656,0.03495480680117232,0.1974848990938387,8.0
50075.62183576744,0.9571688405746435,0.005338567858391852,0.022424131925027613,10.0
78089.15621589724,0.9182728203846519,0.06031626756144853,0.020769928651167405,22.0
20197.434637221333,0.9215520483282552,0.08146297697381563,0.04770275621710421,23.0
62930.12805978941,0.9258966649503638,0.061113011369457675,0.04117369073348447,24.0
37920.70416815347,0.9024896994364643,0.09217102512317524,0.15078878307694946,17.0
17257.87839970708,0.9986531426200537,0.03688753673206119,0.00760642171728978,11.0
99119.03167526219,0.9006015841163056,0.0415316942216616,0.1236394269968669,19.0
9006.72504720039,0.9445957052831535,0.02800253670979871,0.1449492692784208,11.0
69633.63604624127,0.9713203663753895,0.06437791928870822,0.06107860317191403,19.0
30631.123905817152,0.9641745286828973,0.05847164092552731,0.1272932498677028,18.0
74469.62825252768,0.946437397280468,0.04076935242788117,0.060855384537571715,6.0
21657.918957261314,0.907878760312344,0.049402849083677904,0.09294096298704345,24.0
6389.781767281105,0.9889080715564296,0.09128342910609079,0.13734238059035497,24.0
77040.69437784284,0.9166486027099046,0.009882715829627787,0.002692420709814014,19.0
77336.54066549463,0.9439611248944438,0.06807083008145588,0.027442142779836677,5.0
38681.67778381642,0.96744160052555,0.04666843540481887,0.1965127304077636,21.0
38659.69124200411,0.9216234818529614,0.04390589040099725,0.15219134753636465,8.0
2108.320006927229,0.9218685500542761,0.03794442975338284,0.16256319894958005,12.0
26623.3100858039,0.9215315166899479,0.00660602301549077,0.06452924541649474,18.0
67924.09157732943,0.932713783010367,0.0823462921682483,0.1383323491859829,15.0
60196.59416139705,0.9355490646800261,0.09777413714522926,0.19961966509266818,19.0
7314.870211271259,0.91990826861884,0.027738474186268836,0.08022554162854377,5.0
74496.81476086768,0.9873274982742852,0.02237387459793181,0.11898530384632422,22.0
71352.67974495354,0.9941650302437268,0.08998880514248563,0.12810038685557112,21.0
29403.630313280002,0.961053614059626,0.04231484916589534,0.00026856165160757953,23.0
62727.550722171596,0.9854398600457173,0.01634561345651342,0.13015762374715195,17.0
41964.6505371449,0.928553914271872,0.09249231272494884,0.07421208814905607,20.0
18206.36514550871,0.9346736587017194,0.04858661518082207,0.14426524500708868,20.0
86377.77107095868,0.9175999768877505,0.019869678766101153,0.19441974603089052,12.0
41551.082237656425,0.9720656965474729,0.08557767372075199,0.0280972952785584,18.0
27212.318590650157,0.9295307193361163,0.04079025095401079,0.07211943956889844,6.0
71934.01945273702,0.9553605300531243,0.011700990394433975,0.14169294601001306,11.0
5213.561929549523,0.9784871072923742,0.09123741532487582,0.17691873922977672,23.0
77342.12934284136,0.9474280094434736,0.09748156883192771,0.15843533682252223,16.0
62723.78645693262,0.9539250699824012,0.0019810668214527483,0.15530845094368723,10.0
22448.610779127077,0.9263756318265485,0.048425470073822655,0.029501409067710926,23.0
84662.19361705866,0.9342397292703556,0.006625200128941056,0.09507895265650333,6.0
89127.09879287153,0.9162533717038464,0.08555267192135682,0.04709780880465358,14.0
69249.39236269587,0.9744536540451343,0.011415124606407746,0.17217170153288808,10.0
26924.620649322427,0.9705907034790394,0.016187636046615828,0.051219318764483046,17.0
45192.10059602892,0.9328647076141219,0.06535485299280344,0.09621733911531911,10.0
66902.43265399133,0.9428785105302485,0.09741104050591207,0.03105942831800055,9.0
89949.81442275597,0.932195975927704,0.0406973452951748,0.07689684400721648,9.0
44965.5280505258,0.9967395759207067,0.012161619683352554,0.13784247184834317,15.0
2366.372696095612,0.9099207122229026,0.08664700672413221,0.0780579327171545,7.0
14210.242470943804,0.9850121498744848,0.011421269366328701,0.1705674626007627,13.0
97100.11808560722,0.9342023504986892,0.026948209806865478,0.1263845740538137,14.0
18250.349129065733,0.978558221266605,0.07780998522281418,0.037598454476901334,6.0
27398.786986291892,0.9367103973405396,0.04967736725546236,0.19410747000218154,6.0
44299.16660134613,0.948777597535216,0.09924500314643471,0.07390227373508144,13.0
1513.2732610619862,0.9135324626728513,0.00794497318333356,0.030173289933938665,11.0
30152.984687941083,0.9598406013650962,0.004279122369480748,0.05568039534978156,11.0
80358.39386212715,0.9017148609910456,0.025655546227563487,0.051504633113802406,15.0
10016.773642430384,0.9301264793727476,0.09079901978830274,0.13502082279799751,6.0
63415.115058032636,0.9620828685086651,0.014406313184711028,0.1280329666320806,15.0
28229.48028436784,0.9489080743984974,0.059875364408847255,0.19359990848300213,25.0
2093.4616615341815,0.9534550238725747,0.005450632996577432,0.02606182875654859,23.0
18753.22591078532,0.9841023033539957,0.07865424763133298,0.06948328634694263,7.0
84595.77956839208,0.9415923921820919,0.043340235864119614,0.032626865088145565,8.0
24768.38686211029,0.9230346232863215,0.05084962951158352,0.03668856594534425,13.0
2863.874331000045,0.9079464871172086,0.013460927969473692,0.017005619294475794,19.0
92433.21334283082,0.9621823494030277,0.0938655197004133,0.05532233531646076,10.0
35523.49729801665,0.9023738126031653,0.0899537376069845,0.04949986478204243,11.0
73270.57209583347,0.952004779881623,0.037254395487780104,0.014817450388909094,14.0
83344.73314791809,0.9388263904438646,0.09616766568921001,0.042503654391299155,18.0
87556.15162095978,0.9694509160537025,0.049687237446718546,0.11346959461225128,6.0
32692.317674716993,0.9855220261788672,0.05629129230563214,0.08500595851514632,10.0
10693.831956952334,0.919509368076077,0.0772121709051522,0.19349576391342874,8.0
40516.98099902575,0.9828059711386821,0.04035696714372991,0.1990919181997203,16.0
66900.81877299307,0.9890195039691606,0.08484945623002961,0.1133819086461513,23.0
14063.461200894677,0.9385878148215032,0.06669666261697609,0.1280338639884632,15.0
62937.88581224275,0.9800632565321201,0.06726564760645519,0.01745662383275213,6.0
43689.682827560486,0.936863824188,0.03390975017531076,0.11240750285135864,20.0
39887.551048036075,0.9752305836590217,0.09775282215423756,0.13061955840355227,7.0
9841.353290669118,0.9396739687765101,0.0835865861635013,0.07729873606982161,9.0
12472.21978691751,0.9063166107538598,0.09477825310923486,0.008541541025483036,15.0
42868.76002685852,0.9768616517452167,0.03717562211428088,0.17815967647232828,14.0
8373.089458481603,0.9101542009881227,0.027600813739026866,0.07491983714944872,11.0
78627.28678784124,0.9010161484943565,0.049731445461407425,0.1650475525381715,17.0
33313.15628526871,0.9808708494566283,0.030122811315455356,0.1003076988494106,23.0
48747.17063649989,0.9835868683709926,0.07859048958845086,0.14256005581988399,10.0
80377.09009805025,0.9265365418270587,0.002519021722903925,0.02079484517902639,13.0
78977.56544668209,0.9756020683434308,0.03446350946646948,0.03540977696141628,18.0
86649.82714708774,0.960607529693825,0.047437964261201705,0.0017816819192421286,15.0
71227.84511812779,0.9039842382230691,0.08499418401949782,0.19015804568142758,14.0
65761.95682057548,0.9507021271100149,0.04828898068574336,0.1570546144833906,13.0
