mean_count sheep,mean_count wolves,mean_grass,min_count sheep,min_count wolves,min_grass,last_count sheep,last_count wolves,last_grass,sd_count sheep,sd_count wolves,sd_grass,trend_count sheep,trend_count wolves,trend_grass,max_count sheep,max_count wolves,max_grass,snap_10_count sheep,snap_10_count wolves,snap_10_grass,snap_50_count sheep,snap_50_count wolves,snap_50_grass,snap_100_count sheep,snap_100_count wolves,snap_100_grass,snap_150_count sheep,snap_150_count wolves,snap_150_grass,snap_199_count sheep,snap_199_count wolves,snap_199_grass
94.825,744.825,1853.015,0.0,0.0,97.0,0.0,0.0,2601.0,230.32647345670108,1021.5798668606367,999.0353971581811,-2.3606112652816313,-9.379424735618386,14.565313882847073,903.0,3268.0,2601.0,615.0,221.0,465.0,0.0,3069.0,507.0,0.0,363.0,2599.0,0.0,2.0,2601.0,0.0,0.0,2601.0
483.645,1.405,374.4,165.0,0.0,128.0,1110.0,0.0,129.0,271.6919744398057,6.082842674276592,234.61523820928613,4.571929048226206,-0.04020325508137702,-3.4382794569864226,1110.0,38.0,1295.0,166.0,5.0,878.0,240.0,0.0,369.0,418.0,0.0,228.0,689.0,0.0,182.0,1110.0,0.0,129.0
2054.62,5.975,291.08,11.0,0.0,10.0,3729.0,0.0,71.0,1525.0588302095107,32.51637087683675,427.16876477570304,3.1107972699317425,-0.173889597239931,-3.587515187879697,4863.0,226.0,1468.0,40.0,1.0,1462.0,3884.0,0.0,26.0,3652.0,0.0,48.0,4788.0,0.0,25.0,3729.0,0.0,71.0
24.835,2.93,1606.32,1.0,0.0,846.0,1.0,0.0,886.0,39.28470153889428,4.875971698031059,597.6676648439332,0.017368184204605164,-0.06198904972624314,0.873870846771169,236.0,17.0,2524.0,47.0,8.0,897.0,1.0,6.0,1403.0,1.0,0.0,2512.0,65.0,0.0,1837.0,1.0,0.0,886.0
793.27,4444.3,1849.37,0.0,53.0,245.0,0.0,4385.0,2601.0,1397.9984574741188,3653.2878137370994,971.8144540497402,-14.89588239705993,51.583492087302176,13.88321608040201,4596.0,10147.0,2601.0,709.0,83.0,982.0,3163.0,552.0,287.0,0.0,5049.0,2601.0,0.0,9610.0,2601.0,0.0,4385.0,2601.0
261.965,342.275,945.825,0.0,58.0,128.0,0.0,823.0,2589.0,233.20361012428617,246.20493369345786,794.4555647580298,-3.4398852471311763,4.129806495162379,11.518569714242856,629.0,823.0,2589.0,352.0,67.0,620.0,507.0,125.0,221.0,266.0,250.0,283.0,3.0,558.0,1421.0,0.0,823.0,2589.0
64.57,176.555,1952.035,0.0,0.0,481.0,0.0,0.0,2601.0,113.07734123156563,364.4498963849476,833.2363732909171,-1.3829925748143699,-2.241149778744469,12.264914872871822,351.0,1422.0,2601.0,181.0,28.0,997.0,117.0,802.0,685.0,0.0,0.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0
209.67,36.375,370.525,0.0,8.0,26.0,0.0,42.0,437.0,244.24232045245554,13.456387888285622,356.22891428827063,-1.1526408160203996,0.14957398934973373,-1.6534050851271285,861.0,67.0,1367.0,326.0,14.0,760.0,75.0,47.0,167.0,80.0,31.0,859.0,117.0,45.0,38.0,0.0,42.0,437.0
35.23,414.515,2091.58,0.0,0.0,420.0,0.0,0.0,2601.0,89.16056919961918,636.1552796094661,807.0789884515616,-0.9235055876396909,-6.957119177979449,11.090003750093754,327.0,2075.0,2601.0,327.0,313.0,636.0,0.0,1816.0,1569.0,0.0,21.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0
260.28,1193.315,1762.825,0.0,27.0,193.0,0.0,319.0,2601.0,494.22618465637845,1464.8042277980355,833.900949978473,0.6244206105152629,12.217341183529589,2.3440778519463006,1802.0,5104.0,2601.0,157.0,477.0,1210.0,6.0,501.0,2501.0,645.0,50.0,926.0,0.0,4676.0,2034.0,0.0,319.0,2601.0
437.29,144.09,457.2,208.0,57.0,188.0,350.0,178.0,481.0,112.0919974842094,39.76747288928479,184.3891808105888,-0.6783334583364586,0.4931643291082279,-0.4303397584939613,700.0,196.0,1319.0,273.0,130.0,828.0,534.0,91.0,435.0,348.0,168.0,607.0,392.0,178.0,521.0,350.0,178.0,481.0
56.875,250.725,1816.125,0.0,0.0,247.0,0.0,0.0,2601.0,114.37975946381422,353.09635990052436,922.9637692645362,-1.275599639991,-3.989090977274431,13.706311407785194,431.0,1171.0,2601.0,168.0,304.0,1006.0,25.0,1161.0,422.0,0.0,18.0,2531.0,0.0,0.0,2601.0,0.0,0.0,2601.0
50.79,27.74,906.505,0.0,0.0,347.0,0.0,0.0,854.0,73.36161053303015,29.972694239924486,425.8274767731652,-0.4584294607365186,-0.4327308182704569,-2.0494704867621674,267.0,100.0,1977.0,171.0,63.0,765.0,15.0,68.0,1064.0,227.0,13.0,1131.0,1.0,1.0,483.0,0.0,0.0,854.0
38.9,160.435,2218.755,3.0,3.0,1247.0,63.0,3.0,2080.0,51.51359043980528,125.08991076421795,403.28460790736864,-0.5465176629415731,-1.9082959573989349,4.900560264006599,226.0,350.0,2540.0,158.0,235.0,1302.0,35.0,348.0,2078.0,7.0,163.0,2540.0,7.0,27.0,2514.0,63.0,3.0,2080.0
23.525,388.745,1058.815,0.0,0.0,463.0,0.0,0.0,1205.0,70.70650164588848,821.9929318278839,241.9642138313014,-0.6377941948548711,-7.963329333233329,3.0362281557038937,294.0,3155.0,1363.0,288.0,423.0,647.0,0.0,555.0,876.0,0.0,0.0,1205.0,0.0,0.0,1205.0,0.0,0.0,1205.0
47.24,260.39,1900.985,0.0,0.0,292.0,0.0,0.0,2601.0,112.97518488588543,465.4840253972209,896.9480669330882,-1.152297307432686,-4.796206405160129,13.17486462161554,443.0,1685.0,2601.0,258.0,285.0,931.0,0.0,1073.0,676.0,0.0,2.0,2600.0,0.0,0.0,2601.0,0.0,0.0,2601.0
2.035,97.395,1922.585,0.0,0.0,1292.0,0.0,0.0,2073.0,6.346950054947668,207.98692020172808,259.5729623342928,-0.05563714092852319,-2.3478609465236624,3.499535738393459,31.0,761.0,2073.0,20.0,701.0,1298.0,0.0,26.0,1859.0,0.0,0.0,2073.0,0.0,0.0,2073.0,0.0,0.0,2073.0
22.855,315.42,1044.965,0.0,0.0,450.0,0.0,0.0,1185.0,64.80604890749,673.6451095346864,233.1330816829723,-0.6093204830120751,-6.521332033300829,2.8627608190204756,263.0,2749.0,1300.0,263.0,364.0,731.0,0.0,346.0,863.0,0.0,0.0,1185.0,0.0,0.0,1185.0,0.0,0.0,1185.0
70.985,48.805,1384.47,9.0,0.0,589.0,133.0,0.0,698.0,58.005127144072354,97.46797922907818,559.6892433306183,0.6857743943598588,-1.1545571139278474,-4.246862671566787,174.0,374.0,2268.0,94.0,320.0,1014.0,12.0,28.0,1601.0,28.0,0.0,2022.0,123.0,0.0,959.0,133.0,0.0,698.0
28.74,641.99,1711.66,0.0,0.0,420.0,0.0,0.0,2601.0,73.48681786551937,789.4596252500817,877.5505594551234,-0.751790294757369,-9.0630465761644,14.007021675541885,275.0,2375.0,2601.0,255.0,436.0,693.0,0.0,2375.0,725.0,0.0,286.0,1942.0,0.0,6.0,2601.0,0.0,0.0,2601.0
2447.465,346.52,683.94,44.0,3.0,146.0,693.0,1576.0,521.0,2160.07534793928,451.08026957516114,591.8668654351246,4.1798057451436295,1.2768604215105377,-0.8203165079126992,7067.0,1576.0,2042.0,651.0,27.0,930.0,1122.0,1338.0,371.0,5875.0,24.0,213.0,156.0,83.0,1847.0,693.0,1576.0,521.0
682.35,1.545,190.14,230.0,0.0,29.0,380.0,0.0,596.0,373.1402115827241,9.792751145617864,241.75799966081792,-1.473258831470784,-0.04532138303457582,-0.8735738393459843,1411.0,78.0,1329.0,429.0,0.0,521.0,869.0,0.0,50.0,340.0,0.0,608.0,768.0,0.0,38.0,380.0,0.0,596.0
618.105,77.89,471.78,26.0,0.0,14.0,1068.0,0.0,59.0,548.2639364165767,162.4751608708234,460.8040598779485,4.632757068926724,-0.17457136428410702,-3.7779554488862215,1625.0,616.0,1301.0,48.0,8.0,1285.0,643.0,12.0,193.0,98.0,578.0,264.0,474.0,0.0,339.0,1068.0,0.0,59.0
19.345,397.245,2016.0,0.0,1.0,832.0,0.0,1.0,2601.0,38.41569959014159,341.18843030648037,706.8174799762666,-0.4749606240156001,-4.354411610290256,10.916653416335413,133.0,979.0,2601.0,119.0,370.0,966.0,9.0,884.0,1128.0,0.0,436.0,2493.0,0.0,56.0,2601.0,0.0,1.0,2601.0
174.96,461.72,799.555,0.0,5.0,6.0,0.0,473.0,683.0,296.1880119113535,615.0328459521492,542.5430646271317,1.47452786319658,5.488407710192754,-6.380006750168751,1057.0,2308.0,1609.0,83.0,216.0,1137.0,11.0,444.0,1002.0,51.0,10.0,1609.0,808.0,258.0,9.0,0.0,473.0,683.0
62.0,391.48,1669.85,0.0,0.0,154.0,0.0,0.0,2601.0,133.91762393352116,578.3133316810195,968.0125399497659,-1.318907972699317,-4.954847371184281,14.181638040951023,542.0,1954.0,2601.0,116.0,185.0,1185.0,27.0,1586.0,220.0,0.0,122.0,2134.0,0.0,0.0,2601.0,0.0,0.0,2601.0
24.075,470.28,1882.995,0.0,0.0,421.0,0.0,0.0,2601.0,72.19708702572404,752.4706649431598,846.9976534648722,-0.6532220805520136,-8.843937598439956,13.100729768244204,313.0,2481.0,2601.0,284.0,644.0,646.0,0.0,1533.0,947.0,0.0,3.0,2590.0,0.0,0.0,2601.0,0.0,0.0,2601.0
20.895,271.345,1808.535,0.0,0.0,544.0,0.0,0.0,2568.0,59.56965649556815,416.84341901366366,814.5790254941513,-0.5649553738843471,-5.101598289957246,12.884896872421807,256.0,1342.0,2568.0,204.0,407.0,687.0,0.0,843.0,896.0,0.0,11.0,2374.0,0.0,0.0,2568.0,0.0,0.0,2568.0
23.975,217.505,2201.5,0.0,24.0,1168.0,0.0,25.0,2601.0,39.78899816532188,106.78740550739116,515.5237239933774,-0.5466309157728942,-1.462153303832596,7.962770569264233,148.0,351.0,2601.0,113.0,249.0,1168.0,32.0,330.0,1763.0,0.0,310.0,2541.0,0.0,113.0,2601.0,0.0,25.0,2601.0
26.815,145.435,2119.685,1.0,12.0,1087.0,10.0,12.0,2406.0,41.09733294266188,86.71877406305971,517.880928182338,-0.5272729318232955,-1.3561531538288447,7.818074701867543,167.0,258.0,2558.0,123.0,202.0,1155.0,28.0,249.0,1804.0,5.0,178.0,2437.0,3.0,54.0,2549.0,10.0,12.0,2406.0
45.57,106.39,1532.03,7.0,6.0,598.0,41.0,6.0,1785.0,51.31642134833644,67.13529548605564,567.7014436303647,-0.6611565289132229,-1.0164989124728119,8.705502137553438,210.0,190.0,2162.0,173.0,139.0,810.0,53.0,188.0,734.0,12.0,149.0,1784.0,11.0,31.0,2159.0,41.0,6.0,1785.0
30.63,235.63,2078.07,0.0,0.0,479.0,0.0,0.0,2592.0,82.79295320255272,499.50322631590655,778.7710736153468,-0.7958853971349282,-5.021332033300832,10.905334133353337,334.0,1947.0,2592.0,297.0,423.0,822.0,0.0,184.0,1232.0,0.0,0.0,2592.0,0.0,0.0,2592.0,0.0,0.0,2592.0
189.29,681.125,728.775,0.0,17.0,57.0,0.0,1545.0,152.0,311.7129543345931,1050.4789952088524,392.00851314097764,2.120283507087677,9.06843246081152,-4.741241281032026,1278.0,4434.0,1328.0,84.0,379.0,1151.0,98.0,184.0,890.0,9.0,452.0,917.0,516.0,48.0,509.0,0.0,1545.0,152.0
1491.6,1.235,278.825,8.0,0.0,16.0,345.0,0.0,70.0,1192.3996184165776,5.5226601380132285,422.0534141255109,2.753449336233411,-0.035449636240906024,-4.04746043651091,3892.0,35.0,1455.0,54.0,5.0,1455.0,2481.0,0.0,37.0,3436.0,0.0,22.0,734.0,0.0,559.0,345.0,0.0,70.0
60.105,179.29,1006.94,6.0,112.0,384.0,7.0,209.0,1815.0,43.13703716065815,46.687748928385915,458.8268261555769,-0.5717730443261079,0.7650611265281632,5.027519687992199,150.0,252.0,1815.0,64.0,119.0,1174.0,121.0,128.0,577.0,65.0,177.0,550.0,24.0,250.0,1400.0,7.0,209.0,1815.0
213.645,96.32,612.16,39.0,3.0,101.0,568.0,199.0,167.0,180.04765751044914,91.77138769790943,409.51201984801384,1.9297449936248408,-0.6590174754368858,-2.1078031950798777,676.0,346.0,1343.0,128.0,107.0,1031.0,221.0,174.0,284.0,44.0,67.0,1124.0,207.0,5.0,522.0,568.0,199.0,167.0
418.305,85.405,518.04,15.0,0.0,10.0,1387.0,0.0,10.0,368.4656184435666,97.88478418528585,513.659311606438,-0.5692949823745583,0.07039150978774479,2.2655261381534544,1438.0,367.0,1833.0,307.0,12.0,848.0,372.0,100.0,112.0,802.0,103.0,166.0,15.0,37.0,867.0,1387.0,0.0,10.0
64.39,38.415,1367.42,11.0,0.0,421.0,234.0,0.0,421.0,62.32253123871013,90.31186397699885,485.99384111323883,0.9423010575264381,-0.9789492237305928,-6.429432235805896,234.0,347.0,1985.0,20.0,343.0,1390.0,16.0,3.0,1869.0,33.0,0.0,1693.0,98.0,0.0,991.0,234.0,0.0,421.0
11.535,149.38,1219.505,0.0,0.0,709.0,0.0,0.0,1333.0,42.94925814260365,335.4526130469091,198.46546292743187,-0.32495837395934957,-3.5898792469811722,2.557561689042222,237.0,1295.0,1333.0,96.0,853.0,743.0,0.0,16.0,1146.0,0.0,0.0,1333.0,0.0,0.0,1333.0,0.0,0.0,1333.0
102.865,358.245,819.785,0.0,0.0,186.0,0.0,0.0,1188.0,167.52771942278653,438.8636405251639,318.24897293628436,-1.0038393459836497,-2.656511662791568,2.9401342533563346,687.0,1783.0,1309.0,145.0,449.0,983.0,36.0,224.0,656.0,109.0,1392.0,379.0,0.0,0.0,1188.0,0.0,0.0,1188.0
80.71,289.83,1724.24,0.0,0.0,128.0,0.0,0.0,2437.0,197.92899206533662,635.3484485697605,885.2750716020427,-1.7576704417610438,-4.736476411910296,12.539815495387385,818.0,2620.0,2437.0,129.0,109.0,1175.0,0.0,2403.0,368.0,0.0,0.0,2437.0,0.0,0.0,2437.0,0.0,0.0,2437.0
48.055,117.905,1687.25,1.0,0.0,754.0,72.0,0.0,848.0,47.77166498040444,226.60720636158072,572.4572276598489,0.3730840771019273,-2.6636293407335168,-3.3726078151953764,187.0,823.0,2517.0,20.0,551.0,1186.0,4.0,60.0,2501.0,69.0,7.0,1958.0,24.0,8.0,1407.0,72.0,0.0,848.0
15.81,185.815,1549.24,0.0,0.0,653.0,0.0,0.0,1816.0,52.48727369563005,410.5888950945958,402.73158853012666,-0.4388539713492837,-4.241878796969923,5.714148353708842,245.0,1578.0,1816.0,159.0,593.0,727.0,0.0,76.0,1260.0,0.0,0.0,1816.0,0.0,0.0,1816.0,0.0,0.0,1816.0
25.055,464.225,2330.865,0.0,0.0,884.0,0.0,0.0,2601.0,68.05175952905249,706.1052289673241,549.9956243235018,-0.6655358883972096,-8.364169354233855,6.60054376359409,267.0,2270.0,2601.0,266.0,534.0,1042.0,0.0,1635.0,2573.0,0.0,42.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0
699.35,3.905,218.66,198.0,0.0,29.0,1652.0,0.0,33.0,436.8034998715099,8.153893241881423,244.0725597030522,-0.3412045301132514,-0.08651241281032024,-0.4726483162079049,1652.0,49.0,1323.0,474.0,11.0,499.0,552.0,15.0,65.0,893.0,0.0,284.0,271.0,0.0,93.0,1652.0,0.0,33.0
35.975,153.245,1932.72,0.0,37.0,1309.0,0.0,65.0,2583.0,27.751475186014893,74.97549583030442,395.0634273126279,-0.42500337508437713,0.6682899572489316,6.279744993624845,77.0,284.0,2583.0,53.0,44.0,1551.0,66.0,94.0,1488.0,34.0,215.0,1808.0,5.0,224.0,2350.0,0.0,65.0,2583.0
100.605,1145.975,2160.96,0.0,0.0,202.0,0.0,0.0,2601.0,247.04985119404668,1378.8148404970852,786.6129978585403,-2.50139128478212,-11.79325358133953,10.108865221630538,988.0,4242.0,2601.0,703.0,294.0,584.0,0.0,3395.0,2125.0,0.0,1183.0,2601.0,0.0,37.0,2601.0,0.0,0.0,2601.0
11.955,159.5,2035.875,0.0,0.0,823.0,0.0,0.0,2437.0,40.374905263046514,313.7862807708457,595.2107436656364,-0.33258756468911715,-3.562500562514061,8.579960249006225,217.0,1130.0,2437.0,111.0,492.0,851.0,0.0,140.0,1512.0,0.0,0.0,2437.0,0.0,0.0,2437.0,0.0,0.0,2437.0
459.575,539.91,1636.56,0.0,2.0,316.0,0.0,638.0,2601.0,677.4499423389166,815.7864499365014,839.4175340079574,2.6848143703592595,9.697467936698416,-2.1172399309982737,2128.0,2727.0,2601.0,14.0,302.0,2242.0,44.0,7.0,2274.0,798.0,11.0,703.0,446.0,900.0,769.0,0.0,638.0,2601.0
1376.945,2761.015,2131.605,0.0,14.0,856.0,0.0,19017.0,2601.0,2768.7299041212027,5387.489823171363,620.9144940931882,16.105816395409878,59.753000075001864,-3.2228133203330067,10083.0,19519.0,2601.0,205.0,402.0,2252.0,3.0,616.0,2596.0,177.0,24.0,2353.0,9420.0,1031.0,871.0,0.0,19017.0,2601.0
783.605,13.155,343.155,55.0,0.0,42.0,1043.0,0.0,73.0,530.1192969275877,42.892901219199615,398.2120929542449,8.37284857121428,-0.36218930473261823,-5.83539713492837,1408.0,232.0,1279.0,59.0,132.0,1174.0,178.0,0.0,586.0,950.0,0.0,91.0,1387.0,0.0,83.0,1043.0,0.0,73.0
103.575,329.685,1811.87,0.0,3.0,235.0,0.0,3.0,2601.0,173.75271041051366,362.6984501965786,852.3373294066147,-1.669614490362258,-1.530636015900398,11.850546763669096,591.0,1174.0,2601.0,63.0,134.0,1419.0,590.0,256.0,236.0,0.0,912.0,2221.0,0.0,58.0,2601.0,0.0,3.0,2601.0
76.275,227.565,2003.9,0.0,0.0,242.0,0.0,0.0,2601.0,160.17902289313744,511.3225555116868,860.3331215290957,-1.6884684617115426,-3.3424203105077632,11.970455261381534,581.0,2047.0,2601.0,197.0,17.0,1087.0,6.0,2024.0,857.0,0.0,0.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0
147.665,239.575,1466.935,0.0,0.0,41.0,0.0,0.0,2253.0,342.0659626080908,433.343921585384,914.7155081089401,-3.52067426685667,-3.786275406885171,13.747271431785794,1346.0,1541.0,2253.0,643.0,68.0,413.0,0.0,1487.0,319.0,0.0,0.0,2253.0,0.0,0.0,2253.0,0.0,0.0,2253.0
65.64,497.875,2143.89,0.0,0.0,343.0,0.0,0.0,2601.0,144.05978064678587,832.7916002067984,770.0915321570558,-1.6121323033075827,-7.144556363909098,10.231814295357383,501.0,2786.0,2601.0,397.0,116.0,750.0,0.0,2786.0,1947.0,0.0,44.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0
114.115,463.845,2141.255,0.0,0.0,921.0,0.0,0.0,2601.0,175.01131899108705,453.2500645063385,503.0437058298216,-0.5334425860646516,-0.5977881947048659,3.3640088502212575,710.0,1787.0,2601.0,159.0,396.0,1908.0,28.0,463.0,2407.0,610.0,175.0,1060.0,0.0,659.0,2601.0,0.0,0.0,2601.0
68.58,86.185,1115.605,22.0,5.0,529.0,102.0,7.0,1020.0,41.1326342458151,52.774243481077036,390.8393902551277,-0.49687692192304794,-0.744280357008925,5.007371934298358,163.0,153.0,1593.0,153.0,104.0,893.0,98.0,142.0,541.0,33.0,110.0,1346.0,30.0,21.0,1557.0,102.0,7.0,1020.0
679.895,0.08,222.725,172.0,0.0,41.0,1158.0,0.0,103.0,342.49064801100786,0.2712931993250095,238.58734118766674,5.845106877671941,-0.002208055201380034,-2.6834013350333756,1161.0,1.0,1317.0,196.0,1.0,792.0,348.0,0.0,157.0,662.0,0.0,229.0,1096.0,0.0,56.0,1158.0,0.0,103.0
63.63,357.805,1994.235,0.0,0.0,220.0,0.0,0.0,2601.0,139.7683193717373,482.59090021984497,900.6674079675563,-1.5814535363384081,-4.190631515787892,12.65552463811595,484.0,1570.0,2601.0,433.0,94.0,592.0,7.0,1239.0,1138.0,0.0,231.0,2601.0,0.0,9.0,2601.0,0.0,0.0,2601.0
97.28,30.805,1019.74,10.0,0.0,208.0,271.0,0.0,414.0,87.10965273722535,50.56843852641679,529.530228032357,0.20478811970299254,-0.6733945848646217,0.11493587339683499,280.0,163.0,2011.0,204.0,102.0,713.0,14.0,49.0,1084.0,196.0,0.0,1009.0,25.0,0.0,792.0,271.0,0.0,414.0
109.21,939.145,2256.455,0.0,0.0,423.0,0.0,0.0,2601.0,280.83629733351887,1805.5809020852544,693.653961262388,-2.6939128478211947,-14.781878796969922,8.262462311557789,1172.0,6527.0,2601.0,597.0,146.0,869.0,0.0,6056.0,2598.0,0.0,5.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0
523.715,4.37,843.645,94.0,0.0,566.0,610.0,0.0,691.0,189.51048460441453,16.249710766656666,333.5511039930764,2.0227728193204833,-0.12214505362634061,-3.9036878421960557,740.0,98.0,1816.0,101.0,31.0,1717.0,532.0,1.0,775.0,626.0,0.0,648.0,608.0,0.0,675.0,610.0,0.0,691.0
67.83,295.785,1233.12,0.0,35.0,79.0,0.0,54.0,2446.0,106.49906619308935,233.85585041858582,699.9045760673379,0.13819395484887112,-1.1532115802895069,-2.689231230780768,407.0,834.0,2446.0,65.0,440.0,1077.0,4.0,326.0,1605.0,98.0,43.0,1811.0,12.0,475.0,158.0,0.0,54.0,2446.0
52.25,170.015,1305.605,0.0,19.0,356.0,0.0,66.0,2534.0,56.989538513660555,121.43531107136837,701.7846884728963,-0.5504042601065027,1.2658853971349282,7.492313057826444,182.0,391.0,2534.0,27.0,26.0,1373.0,113.0,58.0,914.0,45.0,230.0,439.0,1.0,317.0,1944.0,0.0,66.0,2534.0
259.425,620.63,2134.195,0.0,0.0,570.0,0.0,0.0,2601.0,532.9969084103574,1089.5093818320227,612.0372349579709,-2.541635790894772,-3.3239135978399434,6.18538888472212,2317.0,4805.0,2601.0,296.0,425.0,1661.0,88.0,184.0,2318.0,0.0,4716.0,2578.0,0.0,0.0,2601.0,0.0,0.0,2601.0
35.975,158.59,1847.535,7.0,39.0,1222.0,33.0,126.0,1969.0,24.8085544721977,99.98580849300562,333.6476716163324,-0.04121128028200695,-0.5248001200029998,0.9403502587564683,127.0,473.0,2373.0,48.0,245.0,1338.0,14.0,82.0,2370.0,87.0,107.0,1268.0,25.0,185.0,1945.0,33.0,126.0,1969.0
24.525,609.78,2275.47,0.0,0.0,673.0,0.0,0.0,2601.0,77.92316327639662,1206.7548929256532,637.7852452824548,-0.6704425110627766,-12.525539638490958,7.847210680267005,338.0,4394.0,2601.0,324.0,797.0,735.0,0.0,1071.0,2567.0,0.0,0.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0
18.835,319.75,2411.46,0.0,0.0,1310.0,0.0,0.0,2601.0,46.04017566213236,588.8887055293216,389.07062135298884,-0.48041476036900915,-5.924197104927622,4.6580724518112975,177.0,2196.0,2601.0,143.0,303.0,1657.0,1.0,1199.0,2570.0,0.0,0.0,2601.0,0.0,0.0,2601.0,0.0,0.0,2601.0
71.9,31.905,782.845,39.0,0.0,567.0,48.0,0.0,677.0,17.014405661086137,62.714479787366365,143.0345097345392,0.042814070351758986,-0.7743021075526884,-1.6580222005550136,115.0,232.0,1282.0,78.0,211.0,1064.0,54.0,17.0,837.0,43.0,1.0,698.0,89.0,0.0,680.0,48.0,0.0,677.0
