mean_count turtles with [EEv <= .25 and District? != true],mean_count turtles with [EEv < .5 and District? != true] - count turtles with [EEv < .25 and District? != true],mean_count turtles with [EEv < .75 and District? != true] - count turtles with [EEv < .5 and District? != true],mean_count turtles with [EEv >= .75 and District? != true],mean_count turtles with [EEv <= .25 and District? = true],mean_count turtles with [EEv < .5 and District? = true] - count turtles with [EEv < .25 and District? = true],mean_count turtles with [EEv < .75 and District? = true] - count turtles with [EEv < .5 and District? = true],mean_count turtles with [EEv >= .75 and District? = true],mean_SdND,mean_SdD,min_count turtles with [EEv <= .25 and District? != true],min_count turtles with [EEv < .5 and District? != true] - count turtles with [EEv < .25 and District? != true],min_count turtles with [EEv < .75 and District? != true] - count turtles with [EEv < .5 and District? != true],min_count turtles with [EEv >= .75 and District? != true],min_count turtles with [EEv <= .25 and District? = true],min_count turtles with [EEv < .5 and District? = true] - count turtles with [EEv < .25 and District? = true],min_count turtles with [EEv < .75 and District? = true] - count turtles with [EEv < .5 and District? = true],min_count turtles with [EEv >= .75 and District? = true],min_SdND,min_SdD,last_count turtles with [EEv <= .25 and District? != true],last_count turtles with [EEv < .5 and District? != true] - count turtles with [EEv < .25 and District? != true],last_count turtles with [EEv < .75 and District? != true] - count turtles with [EEv < .5 and District? != true],last_count turtles with [EEv >= .75 and District? != true],last_count turtles with [EEv <= .25 and District? = true],last_count turtles with [EEv < .5 and District? = true] - count turtles with [EEv < .25 and District? = true],last_count turtles with [EEv < .75 and District? = true] - count turtles with [EEv < .5 and District? = true],last_count turtles with [EEv >= .75 and District? = true],last_SdND,last_SdD,sd_count turtles with [EEv <= .25 and District? != true],sd_count turtles with [EEv < .5 and District? != true] - count turtles with [EEv < .25 and District? != true],sd_count turtles with [EEv < .75 and District? != true] - count turtles with [EEv < .5 and District? != true],sd_count turtles with [EEv >= .75 and District? != true],sd_count turtles with [EEv <= .25 and District? = true],sd_count turtles with [EEv < .5 and District? = true] - count turtles with [EEv < .25 and District? = true],sd_count turtles with [EEv < .75 and District? = true] - count turtles with [EEv < .5 and District? = true],sd_count turtles with [EEv >= .75 and District? = true],sd_SdND,sd_SdD,trend_count turtles with [EEv <= .25 and District? != true],trend_count turtles with [EEv < .5 and District? != true] - count turtles with [EEv < .25 and District? != true],trend_count turtles with [EEv < .75 and District? != true] - count turtles with [EEv < .5 and District? != true],trend_count turtles with [EEv >= .75 and District? != true],trend_count turtles with [EEv <= .25 and District? = true],trend_count turtles with [EEv < .5 and District? = true] - count turtles with [EEv < .25 and District? = true],trend_count turtles with [EEv < .75 and District? = true] - count turtles with [EEv < .5 and District? = true],trend_count turtles with [EEv >= .75 and District? = true],trend_SdND,trend_SdD,max_count turtles with [EEv <= .25 and District? != true],max_count turtles with [EEv < .5 and District? != true] - count turtles with [EEv < .25 and District? != true],max_count turtles with [EEv < .75 and District? != true] - count turtles with [EEv < .5 and District? != true],max_count turtles with [EEv >= .75 and District? != true],max_count turtles with [EEv <= .25 and District? = true],max_count turtles with [EEv < .5 and District? = true] - count turtles with [EEv < .25 and District? = true],max_count turtles with [EEv < .75 and District? = true] - count turtles with [EEv < .5 and District? = true],max_count turtles with [EEv >= .75 and District? = true],max_SdND,max_SdD
29.42,44.18,95.24,1055.16,16.93,13.02,77.6,1116.45,0.12744854095848507,0.12035281594652254,0.0,0.0,0.0,295.0,0.0,0.0,0.0,312.0,0.07261913749092073,0.07129121707916472,0.0,0.0,0.0,1224.0,0.0,0.0,1.0,1223.0,0.07294135084251557,0.07409131223000553,79.27082439334154,83.7866791321866,120.30952746977285,262.3250548460822,37.52259452649826,45.932119480816525,129.48073215733686,186.32801050835062,0.07582125030966254,0.06102170980691405,-1.5647644764476452,-2.1188718871887193,-3.6878367836783683,7.37147314731473,-0.7817521752175219,-0.6603540354035402,-3.4395319531953215,4.881638163816383,-0.0022281458849746022,-0.0018405269823551238,354.0,288.0,345.0,1224.0,312.0,357.0,476.0,1224.0,0.31872185321851054,0.294512360797142
52.95,78.98,175.49,916.58,29.38,22.25,142.63,1029.74,0.16151229826727476,0.1426454108145844,0.0,0.0,1.0,290.0,0.0,0.0,0.0,312.0,0.07929980098201497,0.07624517037141385,0.0,0.0,1.0,1223.0,0.0,0.0,1.0,1223.0,0.07929980098201497,0.07624517037141385,99.35807717543652,104.37509089816402,129.32335403940002,300.8714070828267,46.380983171985484,66.73130824433161,171.79852473173338,248.7656575976676,0.08185350655298479,0.06652649748285137,-2.519585958595862,-3.1696849684968487,-4.2306570657065725,9.919927992799279,-1.2175097509750983,-1.0930993099309927,-5.2469426942694275,7.557551755175516,-0.002689058718219297,-0.0021516652107879245,381.0,292.0,350.0,1223.0,312.0,461.0,614.0,1224.0,0.3251983639719751,0.29451236079714194
49.94,68.94,110.07,995.05,64.21,30.32,68.86,1060.61,0.1629510088070677,0.19654245246573354,0.0,2.0,15.0,290.0,7.0,1.0,4.0,312.0,0.08093016081244925,0.10174756135116429,0.0,4.0,15.0,1205.0,8.0,2.0,5.0,1209.0,0.08277247781931552,0.10579284467788368,89.22351932086083,82.11989040421327,87.04392626714399,253.13156164334785,58.54029296134415,44.67636511624461,71.24409028122963,170.29996447445316,0.08130738546753502,0.07090233226055037,-2.315031503150316,-2.4846684668466854,-2.8599879987998804,7.659687968796878,-1.8414101410141022,-1.1397299729973005,-2.1926072607260734,5.173747374737474,-0.0026547266913155006,-0.002417958657536937,349.0,291.0,312.0,1205.0,312.0,288.0,312.0,1209.0,0.3195185445369519,0.32146671618538447
969.0,123.33,96.65,35.02,662.06,290.86,138.25,132.83,0.14442934480528455,0.2401919072843529,312.0,0.0,0.0,0.0,185.0,62.0,44.0,83.0,0.04081619802155378,0.2270793118702878,1222.0,2.0,0.0,0.0,987.0,75.0,67.0,95.0,0.04606014982722061,0.23850901839240474,285.79076262188744,113.06290771070762,126.34756626069203,77.77338619347898,342.01800595875056,225.7170361315246,103.33667064503288,67.12764780625045,0.09971483620060831,0.013610211549713364,9.252109210921095,-3.642082208220822,-3.824584458445845,-1.7854425442544255,10.79025502550255,-6.099765976597658,-3.124890489048906,-1.5655985598559863,-0.0033054629879952493,-0.0001934327157438951,1224.0,290.0,313.0,312.0,1003.0,680.0,329.0,350.0,0.3090742487378706,0.294512360797142
83.36,103.57,307.03,730.04,28.47,21.6,245.21,928.72,0.18435910262893118,0.15436839829665178,0.0,20.0,264.0,281.0,2.0,7.0,144.0,312.0,0.10786059159768438,0.11017452480450396,0.0,26.0,291.0,907.0,5.0,11.0,239.0,969.0,0.11171248233573228,0.1134706257845702,114.52349278641479,87.53413676960547,28.47681688672384,212.22515967716927,38.53711328057671,38.86232108353792,31.79946383195792,87.18739358416445,0.07283787527177757,0.04422168993457114,-3.416213621362137,-2.815571557155714,-0.5605220522052203,6.792307230723071,-0.935319531953196,-0.4880648064806484,-0.33321932193219345,1.7566036603660355,-0.0024098506731527625,-0.0013818497734463143,345.0,293.0,370.0,930.0,312.0,288.0,374.0,979.0,0.30489330047800195,0.29451236079714205
1034.76,85.71,71.48,32.05,549.4,263.09,284.87,126.64,0.103538715546398,0.16432618375244512,312.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,1224.0,0.0,0.0,0.0,1224.0,0.0,0.0,0.0,0.0,0.0,265.6165326179826,101.77733490320912,107.28555168334643,75.40668073851288,438.4353316054718,233.921016370911,272.3507538083929,232.23744400935894,0.1209144825114359,0.09428240574895481,7.938673867386739,-3.1858205820582057,-3.0916291629162913,-1.6612241224122408,13.85869786978698,-0.927974797479748,-7.0405340534053416,-5.890189018901891,-0.003856220731562109,-0.003121471561004007,1224.0,288.0,312.0,312.0,1224.0,893.0,919.0,606.0,0.3127596623108867,0.29451236079714205
28.54,50.24,355.05,790.17,6.59,8.77,303.09,905.55,0.11914281259103682,0.10570628332152766,0.0,0.0,288.0,293.0,0.0,0.0,161.0,312.0,0.08489204027781128,0.0888106394545255,0.0,1.0,334.0,889.0,0.0,3.0,293.0,928.0,0.08764186062386826,0.09413787777058515,79.53268761961958,97.6446742019245,41.53826549099038,175.22648515564086,31.479229660206173,42.16748866128973,39.86429354698262,76.77999413909852,0.059924838692960315,0.031638360798853786,-1.5341014101410146,-2.3909390939093917,-0.6776657665766562,4.602706270627063,-0.3512451245124516,-0.4225922592259229,-0.4146354635463528,1.1884728472847284,-0.0015137298199619264,-0.0006680708412762533,346.0,309.0,476.0,910.0,312.0,317.0,468.0,962.0,0.30438315519963116,0.2945123607971419
52.66,76.93,147.67,946.74,23.65,21.8,120.02,1058.53,0.1736139963156216,0.1437649753456101,0.0,0.0,0.0,289.0,0.0,0.0,0.0,312.0,0.07521477587845302,0.0630382472210887,0.0,1.0,0.0,1223.0,0.0,0.0,2.0,1222.0,0.07521477587845302,0.06429054517578,104.81528705298676,101.84716539992661,133.7804959626028,312.76011958048633,40.057302704999984,75.35741502997561,188.82187267369216,258.5536483981614,0.09081510571015415,0.06884168730199647,-2.5614521452145214,-3.0703330333033305,-4.362070207020703,9.993855385538554,-0.9638703870387041,-1.0949534953495361,-5.142358235823583,7.201182118211821,-0.0030208120022853432,-0.002241416756722832,391.0,288.0,351.0,1223.0,312.0,534.0,693.0,1224.0,0.3452053190309112,0.2945123607971421
651.57,317.69,211.96,42.78,65.1,64.35,550.77,543.78,0.23130247469381074,0.19144143222256674,312.0,245.0,24.0,0.0,40.0,33.0,190.0,312.0,0.15628486623464227,0.1706440956977709,905.0,284.0,35.0,0.0,62.0,43.0,559.0,560.0,0.15646051290795496,0.18596230162384378,143.8719746858296,40.939637272452714,118.09537840237441,83.26134517289535,27.93546133501289,38.68704563545783,62.457162119327855,49.60596335119396,0.04296864588439498,0.020073875376855534,4.919249924992501,0.9596219621962193,-3.7978877887788802,-2.0809840984098407,-0.0974137413741374,-0.1690429042904296,0.7149054905490543,-0.4484488448844889,-0.0014827893022734734,-0.00020833152649874523,913.0,383.0,383.0,312.0,312.0,351.0,630.0,644.0,0.3041584085313699,0.2945123607971419
868.88,186.26,129.06,39.8,144.49,87.37,382.89,609.25,0.18531073941069928,0.24863852822435717,312.0,0.0,0.0,0.0,118.0,50.0,147.0,312.0,0.01706315536527942,0.22836199876306387,1224.0,0.0,0.0,0.0,148.0,95.0,390.0,591.0,0.01706315536527942,0.24684585374303816,252.5741586148512,91.05521621521748,129.20648745322342,83.76001432664647,22.083702135285204,32.72389188345419,47.74722923898305,55.13336104392693,0.08966086102766713,0.012522669097209622,8.683456345634564,-2.518091809180918,-4.169816981698168,-1.9955475547554755,0.12093009300930019,-0.0007380738073810467,0.6487908790879073,-0.768982898289832,-0.003086184321805239,-0.0001266381793981961,1224.0,294.0,329.0,312.0,312.0,288.0,467.0,724.0,0.3109934764421921,0.2945123607971419
857.86,215.98,116.08,34.08,17.85,30.95,989.07,186.13,0.15536995975266601,0.1047072155233414,312.0,0.0,0.0,0.0,1.0,3.0,155.0,0.0,0.011721942387665246,0.07775730830254018,1224.0,0.0,0.0,0.0,22.0,28.0,1174.0,0.0,0.011746118318907296,0.10200698511030643,305.3464596159583,166.6880307640594,147.70597008922812,77.90862339946722,30.298638583276308,40.393904243090965,316.2712840268619,309.84901661938517,0.09976897875278182,0.030376251121819315,10.342382238223825,-4.171965196519652,-4.417653765376539,-1.7527632763276344,-0.06447644764476475,-0.07974197419742068,8.37139513951395,-8.227176717671767,-0.003441385099527406,-0.0003584730145161197,1224.0,497.0,387.0,312.0,312.0,323.0,1197.0,792.0,0.30369874315944884,0.294512360797142
1044.57,82.32,67.54,29.57,942.63,167.7,79.05,34.62,0.10266198170971526,0.11842122292209892,312.0,0.0,0.0,0.0,162.0,5.0,0.0,0.0,0.01236558129302085,0.039407959954823775,1224.0,0.0,0.0,0.0,1211.0,13.0,0.0,0.0,0.013219261790156483,0.039407959954823775,264.7346692445099,102.97037243790068,107.4455601688594,72.22537711912624,392.82585594637226,232.73235701122448,105.57844240184639,80.22640213794963,0.11334095419933995,0.0733349274663349,7.746996699669964,-3.187998799879987,-3.011389138913892,-1.547608760876088,11.279585958595858,-6.417509750975098,-3.0752535253525357,-1.7868226822682267,-0.0035202459614385845,-0.002356495570574089,1224.0,290.0,312.0,312.0,1211.0,684.0,315.0,313.0,0.3110255320572814,0.2945123607971418
25.17,34.76,96.64,1067.43,6.44,8.93,85.07,1123.56,0.15118046946274896,0.13538042058360483,0.0,0.0,5.0,297.0,0.0,0.0,0.0,312.0,0.10509911906461067,0.10692648603644195,0.0,0.0,10.0,1214.0,0.0,0.0,11.0,1213.0,0.10542394361077223,0.11078409671641726,78.85747333005304,81.41070199918443,125.49378630035832,258.921040280623,31.303776130045367,48.85923761173516,139.18629638006752,175.87861268499927,0.06455187420665555,0.04011774194816798,-1.3821842184218418,-1.7910711071107115,-3.373273327332734,6.546528652865286,-0.3388058805880592,-0.4951155115511555,-3.1470327032703285,3.9809540954095417,-0.0016820980584419346,-0.000957275720217188,358.0,288.0,391.0,1219.0,312.0,402.0,568.0,1224.0,0.3308501869073348,0.294512360797142
898.49,179.12,112.19,34.2,77.33,87.66,856.72,202.29,0.15763806297228464,0.17763135214407147,312.0,0.0,0.0,0.0,32.0,23.0,130.0,0.0,0.011576681431127962,0.13537591956230596,1224.0,0.0,0.0,0.0,102.0,121.0,1001.0,0.0,0.011576681431127962,0.18655346258051475,286.6963025572529,132.09127753186428,141.95602805094254,78.65100126508251,32.64783453768412,39.87310371666594,299.7078937899368,328.07292771577545,0.09962328194196468,0.027060839572173558,9.716213621362135,-3.6660906090609062,-4.288382838283829,-1.7617401740174012,0.42889288928892877,0.6404680468046805,7.762064206420643,-8.831425142514256,-0.003430728826888595,-3.256767869375903e-05,1224.0,394.0,387.0,312.0,312.0,288.0,1089.0,826.0,0.30574630321207613,0.29451236079714194
88.17,98.21,141.11,896.51,77.02,26.75,92.57,1027.66,0.2179468662386398,0.21932874203703945,2.0,9.0,26.0,287.0,8.0,1.0,16.0,312.0,0.10498630038820216,0.11278650155896076,2.0,12.0,26.0,1184.0,9.0,1.0,16.0,1198.0,0.10498630038820216,0.11321540727240781,98.73703003432907,85.1094935950156,88.01475955770147,269.2344144049939,66.85805561037503,43.48594600557748,68.94378217069325,172.09365008622484,0.07551108992330434,0.07480734150252918,-3.086306630663066,-2.772631263126313,-2.941044104410442,8.799981998199817,-2.158919891989199,-1.0250405040504054,-2.2002580258025812,5.384218421842183,-0.0025595335284154122,-0.0025450248971275974,355.0,291.0,317.0,1184.0,312.0,288.0,312.0,1198.0,0.3164319275085084,0.34361282833785683
82.44,103.01,160.12,878.43,67.85,29.32,113.19,1013.64,0.21944309722411584,0.21292298870928744,0.0,4.0,30.0,283.0,6.0,0.0,3.0,312.0,0.09779245890311321,0.10824186118334975,0.0,5.0,31.0,1188.0,9.0,0.0,3.0,1212.0,0.09779245890311321,0.10865823264288102,106.37643724058444,91.09857243667433,90.52041537686401,277.6456106262083,59.540301477234706,49.67954911228561,123.0835240801952,219.65065535982367,0.07748479328691905,0.07109335973223582,-3.1732973297329736,-2.9989378937893787,-3.0781518151815184,9.25038703870387,-1.8851425142514255,-1.1687008700870092,-3.9162736273627363,6.970117011701167,-0.002651921058830087,-0.0024189190931252534,376.0,291.0,312.0,1188.0,312.0,332.0,402.0,1212.0,0.33544547691328613,0.328636271051117
729.67,217.39,209.3,67.64,36.25,273.83,754.78,159.14,0.24558780334628758,0.14955267411384304,312.0,127.0,7.0,0.0,12.0,17.0,275.0,100.0,0.12090885462601347,0.12663337779180145,1090.0,127.0,7.0,0.0,57.0,746.0,302.0,119.0,0.12090885462601347,0.16220919279225143,182.57568594969044,35.4434465028445,115.55825370781608,91.37970453005416,32.69935014644786,279.56065728210035,273.4596343155604,71.32531387943551,0.05818204956172714,0.024690695404993353,6.273873387338732,0.06460846084608554,-3.6024242424242425,-2.736057605760576,0.008298829882987914,7.817083708370838,-5.779273927392737,-2.0461086108610878,-0.0019725818521467257,-0.00026949293066547174,1090.0,288.0,344.0,312.0,312.0,746.0,1034.0,344.0,0.31769587142363676,0.294512360797142
179.56,175.7,336.43,532.31,102.08,52.0,364.99,704.93,0.2675696418400706,0.23511260116786648,43.0,78.0,252.0,288.0,30.0,13.0,246.0,312.0,0.1920561510180136,0.16656969078128886,44.0,79.0,381.0,720.0,30.0,14.0,336.0,844.0,0.19215750558058767,0.16656969078128886,102.56337747948824,63.66372593557497,36.82641850628433,130.8251271736435,65.47391541675205,52.9497875349845,30.634456091140255,120.03326663887808,0.038529018344515616,0.04831275289719176,-3.484476447644765,-2.1616441644164435,1.1684548454845474,4.477665766576658,-2.1467866786678673,-1.223618361836184,-0.5497929792979299,3.92019801980198,-0.0013070622978027166,-0.001643700572870022,369.0,288.0,399.0,720.0,312.0,344.0,434.0,844.0,0.3207137642292156,0.3162873945365436
