run,seed,sigma,model,beta,delta,eta,mu,phi,acf1,acf2,acf3,acf4,acf5,acf6,acf7,acf8,acf9,acf10,acf11,ccYL1,ccYL2,ccYL3,ccYL4,ccYL5,ccYL6,ccYL7,ccYL8,ccYL9,ccYL10,ccYL11,ccYr1,ccYr2,ccYr3,ccYr4,ccYr5,ccYr6,ccYr7,ccYr8,ccYr9,ccYr10,ccYr11,ccYI1,ccYI2,ccYI3,ccYI4,ccYI5,ccYI6,ccYI7,ccYI8,ccYI9,ccYI10,ccYI11,ccYC1,ccYC2,ccYC3,ccYC4,ccYC5,ccYC6,ccYC7,ccYC8,ccYC9,ccYC10,ccYC11,cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9,cov10,cov11,cov12,cov13,cov14,cov15
11,11,0.0258957647730014,rbc,0.956445216889216,0.0239551616762951,2.05259598500966,0.317692512936532,0.95435569232136,0.496261078514345,0.580704682803439,0.665389601936924,0.764064881884379,0.879117329066596,1,0.879117329066596,0.764064881884379,0.665389601936924,0.580704682803439,0.496261078514345,0.158956291388676,0.26118941880689,0.373171668222122,0.507843677675112,0.67347146149639,0.870376141806709,0.79355011778092,0.716159892190483,0.656647277184625,0.611089440883746,0.562250191126321,0.0213343316777328,0.123502286381712,0.238356513219737,0.377676300957096,0.551395727965614,0.763909801250844,0.708770834098597,0.650695565020943,0.609879691667679,0.58208131128185,0.549891381180409,0.247264156323115,0.347584126750914,0.45551705014036,0.584526794523462,0.741613972628676,0.92438942529422,0.834638317641225,0.745908342338823,0.675124211535352,0.618649954606695,0.559693958849849,0.651418397923653,0.711871384700762,0.766158686987642,0.826606378783919,0.891319699954944,0.943974697616819,0.810838159761939,0.686984481686345,0.576161943832949,0.477354330949054,0.381114622001813,0.242082639943599,0.149619941047972,0.894709045084495,0.154892898168109,0.0689910681076369,0.103775445074105,0.47320262855631,0.0674592027743946,0.034206883175907,3.86981382407362,0.772023254458008,0.314507128517861,0.169830309268389,0.0652386758981637,0.0259542291536946
12,12,0.0216483637010143,rbc,0.974550821050756,0.0233927118040994,1.97464336826946,0.304500444685053,0.963253205181722,0.682016445790244,0.733386876219539,0.791920473920006,0.855358015914924,0.928442073262983,1,0.928442073262983,0.855358015914924,0.791920473920006,0.733386876219539,0.682016445790244,0.208501723216645,0.291812706582612,0.391663726071542,0.505808689606358,0.635605935456244,0.772065637167102,0.720805208057818,0.669666889444686,0.628648826484764,0.592483058228861,0.562255705502442,-0.0616206764695798,0.0238577612178392,0.127817876809058,0.248390409718435,0.385024854562406,0.53130021988488,0.498596163347754,0.466814694839693,0.443720902676671,0.424653734079052,0.409936198717693,0.391597986116405,0.467982040206303,0.558431563946942,0.660570605424039,0.777058757846436,0.897614966429186,0.836148673525869,0.774214383312955,0.722792469540407,0.676511822017541,0.636943895139403,0.810781071050472,0.835998896686185,0.862122471069821,0.887290860657401,0.917190571494276,0.94149553431475,0.872009784669964,0.800397602414089,0.736450349989881,0.676554776480526,0.623186942909868,0.337283943474437,0.235063288689014,0.835984450406411,0.129830167235865,0.0764188891199983,0.184815086575719,0.480207520243025,0.0388353381860175,0.037564930843049,2.57170152049981,0.573763611710525,0.265974402432869,0.177041701490074,0.0680266005240488,0.029046735263978
13,13,0.0141613974743569,rbc,0.946698558701307,0.0260694120687083,1.88228199599003,0.306622544309499,0.957020342419188,0.814728463035105,0.855936759117136,0.896491869433337,0.934694174738739,0.971571858647214,1,0.971571858647214,0.934694174738739,0.896491869433337,0.855936759117136,0.814728463035105,0.107073892678152,0.191498056809718,0.2845016276011,0.384117000164785,0.492937172887717,0.597971425483808,0.605317457712244,0.597254411204949,0.586325654103739,0.56995770983721,0.550451035929389,-0.214585272107753,-0.131195299892648,-0.0372971345057906,0.0654762998959757,0.179786016450228,0.293129833688329,0.313836398121395,0.319712630965523,0.322727099401266,0.320242076464671,0.314287522349949,0.355160930892663,0.433357015788272,0.517874340283758,0.606642273192957,0.701982791938507,0.791600296137713,0.787656245586002,0.769128229994086,0.747970809470057,0.721876889107027,0.693170851316031,0.913192539825365,0.932492691333441,0.948111734261022,0.958738245034389,0.964688198789654,0.962077958979708,0.926442628224679,0.886202729514911,0.845394143521366,0.803694251389461,0.762301199359465,0.514759857427293,0.424885978171825,1.21370722362274,0.0906104268109932,0.0681167346462412,0.378895629484681,0.782552002511528,0.00562793893858311,0.0348567661341769,4.5667927776633,0.751517539792252,0.326778846305747,0.185622935771394,0.0644094659184518,0.025208215726882
14,14,0.0212744545488851,rbc,0.950039896118694,0.0242500173976243,1.8914239251161,0.288241647808745,0.888536631282466,0.57324286360537,0.654011358523023,0.736875572219625,0.820022857414611,0.903768281634016,1,0.903768281634016,0.820022857414611,0.736875572219625,0.654011358523023,0.57324286360537,-0.00743176654736602,0.104572790624818,0.231263167803263,0.373947462814177,0.537086290059387,0.73603756388871,0.67469821790184,0.627525847537784,0.570994271845876,0.51051262722206,0.446660151194351,-0.325465423180069,-0.22060805126671,-0.0973259520167508,0.047122585942348,0.218510785010322,0.430768849869728,0.401967884648655,0.385180163666469,0.35558597198406,0.320569928123636,0.279906418521605,0.124705404728928,0.234984484134964,0.357784909777433,0.493765790287472,0.646656957804019,0.8317653036193,0.759506072072855,0.701713579134254,0.636382519605809,0.567876782968833,0.497084976160098,0.78908557187692,0.829001767349224,0.862528203554566,0.886359950868783,0.898116311748726,0.904383409046923,0.811370347576765,0.726512604632915,0.64837305987312,0.573110849508504,0.502841189977866,0.212356042704621,0.140351746983029,0.774099551255848,0.0723101964777228,0.0557134816859362,0.113413786086658,0.350508995456822,0.000549676820550029,0.0208433065998498,4.07875301142927,0.632151879306535,0.327754118988912,0.132692347750069,0.0555248587488779,0.0269808741991113
15,15,0.0145044221738167,rbc,0.935347072345988,0.0245850094077975,1.97571695721317,0.296447550411257,0.89511418334559,0.580684621922232,0.668326262999136,0.755149716670127,0.845776731669137,0.935173272961477,1,0.935173272961477,0.845776731669137,0.755149716670127,0.668326262999136,0.580684621922232,0.00826777069594454,0.127827830188827,0.261152500517457,0.420274538210576,0.597295498617861,0.760919097802434,0.758756736463314,0.719767569537582,0.673783647092026,0.629286443241469,0.578773095767382,-0.280119158524603,-0.165388977186166,-0.0319821099697532,0.13375286309349,0.323857698554509,0.508499947783463,0.538127302461393,0.531199668603141,0.515606360897812,0.500079340957975,0.476978654306683,0.124990486143014,0.242827510486473,0.372012761733471,0.523551843998715,0.689813821621311,0.839872490427002,0.824881977531808,0.774088579559377,0.717193616177356,0.662315748247206,0.602238791821648,0.79193285660848,0.841795451377807,0.882430734073884,0.913095654497564,0.931533247179875,0.924145133550622,0.836464719016424,0.736753876969996,0.639473128256509,0.546536150049825,0.456018786533861,0.281353561568566,0.189488602094148,1.16212032248004,0.109935226218533,0.070785361361031,0.149428488966244,0.573569934990585,0.0222101562409827,0.0308678042260024,6.80492059570756,0.951010280046599,0.453499920889123,0.166126726090745,0.0675954228189483,0.0307579595347167
16,16,0.0253435774051142,rbc,0.976190506543269,0.0235814812168526,2.02325900995806,0.311220582853532,0.925839758062173,0.751209885543801,0.796547549771142,0.843158473299703,0.892687396928146,0.945725945803927,1,0.945725945803927,0.892687396928146,0.843158473299703,0.796547549771142,0.751209885543801,0.410296596123685,0.481840206302697,0.558948126765717,0.64095651678656,0.736755254443362,0.837690098365289,0.801998022588401,0.766001655378359,0.732393987820615,0.700683467942368,0.669198768163634,0.0422214380882468,0.118242901894545,0.201982885955168,0.291080326810708,0.39902321758179,0.514042364871597,0.501492088993872,0.487473499439193,0.474393179673575,0.461953364738557,0.448847553584961,0.544573114126091,0.60973758726522,0.679186587939058,0.753033904774191,0.837622958262781,0.926187772093174,0.882666984421352,0.839365871578688,0.798934724392809,0.760828380654154,0.723320836539596,0.842916335425271,0.864577830770761,0.884627807045247,0.905887237211579,0.923670743311847,0.940054869839775,0.882931993755548,0.827806819578174,0.776325113950066,0.727928190028928,0.681253195644478,0.571305850397684,0.367063232573419,1.52120148679697,0.19007317613375,0.151138772393858,0.266874261944845,0.833024093383106,0.048196455301451,0.074139463657967,4.72179061964344,0.849916256196491,0.509248691631756,0.239317890740682,0.10498824082957,0.0569791997262221
17,17,0.0260429549299739,rbc,0.922277052802891,0.0255670773124567,1.98469386249622,0.304776402520663,0.965081984827705,0.672513970713472,0.74384198710462,0.823771055429557,0.883764267415742,0.942285201530424,1,0.942285201530424,0.883764267415742,0.823771055429557,0.74384198710462,0.672513970713472,-0.0552300195766119,0.0553672666533755,0.196124765188303,0.323378899141923,0.467622892529941,0.632083070387993,0.62426888760538,0.614245110120126,0.601915692210959,0.55223566619794,0.511406851574534,-0.236151477275533,-0.128140766297884,0.0121167338824959,0.142075565903742,0.29182523407599,0.464880612326472,0.470803270204295,0.474408755730197,0.475758738660355,0.439563057357953,0.411267273185842,0.12566239783391,0.234454490378633,0.370156619190807,0.489722131338453,0.622840871961768,0.772326940525535,0.751251515117821,0.728159872476281,0.702803961376449,0.641762642232173,0.590163293789853,0.81510184143075,0.860903844234161,0.906356406384028,0.932931155591463,0.951833293906493,0.962724942559803,0.897155351741604,0.831403083623027,0.764713379838115,0.687469843570596,0.617314862872026,0.423057181837071,0.344180141151348,1.28547870178915,0.130691940908872,0.0603853635281301,0.302112084265943,0.804141585510002,0.0494322481708565,0.0322057583042589,6.54829642190108,1.01916477296129,0.368494006519086,0.186816690619447,0.062209434369876,0.0215732701256036
18,18,0.0139248511766689,rbc,0.913793066199097,0.0264887978718884,2.09233304217723,0.281898417458218,0.935907383228822,0.730563224729867,0.753558682379866,0.792409012870489,0.843345843427211,0.908635501640232,1,0.908635501640232,0.843345843427211,0.792409012870489,0.753558682379866,0.730563224729867,0.0375658206151751,0.0712542851556937,0.141403203610335,0.245360712965923,0.394158383569647,0.617682468464763,0.529175743256435,0.478615844577262,0.448700612142934,0.43836785561491,0.458539614853467,-0.257794766048754,-0.22685449859591,-0.158682679559245,-0.0549028583064574,0.0967992241853747,0.327470172077179,0.259017217928929,0.225343915650289,0.210522948593986,0.21421787175762,0.247988523436128,0.214040349089607,0.247616324087101,0.315268090134264,0.413862053674187,0.553074256938297,0.760517086306469,0.664552022101666,0.60645033154631,0.568989748024607,0.550725498276816,0.561619489156442,0.842130337920245,0.857900461670571,0.880172762859076,0.905415317770431,0.932635211153399,0.965671942585948,0.888037661460521,0.828368874651654,0.778669434106999,0.736639271706069,0.703078591156017,0.122725312665046,0.101318751636992,0.372557302100626,0.0240843914418404,0.0168189293605252,0.0896987284422706,0.236933879551299,0.00445086119659711,0.00912974033226299,1.95539302359538,0.253223668618804,0.106558023349489,0.0440751410742225,0.0154258767842018,0.00604132216308194
19,19,0.023157826387051,rbc,0.936313034166106,0.0248224790932413,2.09770784639833,0.291860669493021,0.960940021077208,0.714336521465013,0.792671645986676,0.856812047085045,0.909482755791194,0.95750414813972,1,0.95750414813972,0.909482755791194,0.856812047085045,0.792671645986676,0.714336521465013,0.111063399647496,0.236445018221976,0.356845764097167,0.475304929671266,0.601473221368884,0.736102496250747,0.765166759593559,0.790556777140068,0.813040966223808,0.822127115421291,0.809922925045523,-0.069707483525341,0.0573038323725725,0.182400718309437,0.308428558805472,0.444940057772844,0.593077115164428,0.639655623613609,0.683424679776249,0.725050769614525,0.75398020821366,0.761594896561971,0.25999153697357,0.380421269265708,0.493432280596986,0.602140220153013,0.716002647085455,0.835421766282099,0.848919592334075,0.858120468389966,0.863856631865669,0.85598723290009,0.827456045843261,0.872394103352618,0.914753225074034,0.941083109653054,0.953480007347587,0.956228094120709,0.947839051765509,0.879142098244546,0.805022695730445,0.726253240061055,0.63894583390211,0.543289588433353,0.50448433120084,0.369390990231128,1.77294066188773,0.233396435440296,0.104571950902803,0.301061844970353,1.01096618745632,0.0928754967658769,0.0528916671402958,8.9274853565151,1.55281509054331,0.589822982816689,0.306985896134187,0.108773301440304,0.0400042523003945
20,20,0.0139333413850074,rbc,0.906476926752403,0.0236942809911066,2.10173644333077,0.311059516333728,0.935226557821171,0.663827789656684,0.722385070340892,0.799212813306078,0.875571835393184,0.937990112434601,1,0.937990112434601,0.875571835393184,0.799212813306078,0.722385070340892,0.663827789656684,-0.00153992375720706,0.0785218222736455,0.194277039551212,0.342734793354011,0.490046413217985,0.67008432733284,0.67098560170494,0.673006289049436,0.647249262690809,0.618260711242832,0.617422187966174,-0.246529669320017,-0.171331836577546,-0.0597209302035257,0.0915942760720156,0.2466621754476,0.441440857133024,0.465385430641333,0.49083369590292,0.487841817180951,0.481116357410574,0.501685292014829,0.131708318246986,0.211863153548879,0.326182747801119,0.468355914670769,0.606756015142437,0.773042081318728,0.761386157604096,0.750605044101846,0.713291587964287,0.673122552307705,0.660671669494998,0.804093814116543,0.845182956351584,0.89510590969308,0.932293014672457,0.953032217190647,0.961099758464747,0.885705419801409,0.809400222568828,0.726556634407305,0.644348128227322,0.573780320195796,0.194444544579137,0.154391195121424,0.750107035932182,0.0566640570465201,0.0305799375127413,0.132712661528063,0.455138776745908,0.018710272374958,0.0165511302146553,4.84221918107393,0.583199161660995,0.225202412774047,0.0847372794087718,0.0289769614770944,0.0107107159962699
21,21,0.0153492317252839,rbc,0.945693709690738,0.0235239119920618,2.09099827640099,0.313208075951831,0.898216848584097,0.793084843163066,0.84123222390185,0.886824335786917,0.927333313105691,0.966605973598654,1,0.966605973598654,0.927333313105691,0.886824335786917,0.84123222390185,0.793084843163066,0.1681790347945,0.260696808306665,0.35733067106007,0.456797934751104,0.565820522991235,0.677815742933563,0.688541340390248,0.690665865615929,0.69141980785589,0.683935595619937,0.671586277880409,-0.268645967466801,-0.177197479309519,-0.0787852212035544,0.0264695840525859,0.144996278478495,0.27103811655464,0.305662894395826,0.332650473489379,0.358605697153859,0.376908540547594,0.390416935544285,0.335582095056741,0.422862272021073,0.512847635087709,0.603861620144103,0.702333035872532,0.8017467768889,0.802091775646637,0.79397093127097,0.78442593749264,0.766909589670638,0.744797688855506,0.918941103964596,0.935451295640002,0.946777913982186,0.950348241032796,0.947801087900299,0.936428962260911,0.889237943879384,0.838744997122032,0.787348481807018,0.733479090907405,0.678712009155376,0.507730626647848,0.377378055561572,1.62337678921005,0.0958479570424407,0.098307261624933,0.319867598111231,0.869591754355467,-0.0235541179310487,0.043372336574467,8.07478296036813,1.11777230909814,0.568477798442577,0.246304087073136,0.0900487878814872,0.0414299618677122
