random-seed,contagious-rate,fatality-rate,trace-delay,trace-rate,serum-effect
50265.44932115324,0.8863973936582323,0.9128140690838499,6.0,0.696130949889098,0.4218706935312657
81400.6330029339,0.42094713444785803,0.5144777330582813,8.0,0.3086492680390034,0.8914167633048645
52154.25265420232,0.6120443271833622,0.7209621028695816,3.0,0.48191779036123333,0.8626095972961692
66893.26858454534,0.8806426876621304,0.8881748625589618,7.0,0.6562933237424144,0.4472051656342042
25959.48730553745,0.8929973666111796,0.8551322339992669,1.0,0.3171818637368036,0.3946177061829579
63713.002490744475,0.6492996973777144,0.9350432238682026,4.0,0.6709944714625682,0.18330857602974138
76205.12369919805,0.4912509201446972,0.9456244647840395,10.0,0.5986586761746788,0.910482635471925
34726.76051633661,0.7061215541068973,0.899203681747147,6.0,0.5611799045326584,0.6106664978777817
95081.45778636525,0.8310846731234445,0.7010604353458885,9.0,0.4272689225266192,0.48863982098159364
49603.66782824332,0.6565104318961813,0.9220039832547593,8.0,0.6112510505873865,0.869468233957247
15563.268356508233,0.6338988225224049,0.9258127248942876,7.0,0.42956674808641965,0.7738447024122951
55672.85783404464,0.2941995461642113,0.6875553840447164,3.0,0.4856224264488896,0.49672081961582903
1022.753050203717,0.6923144898122698,0.693973655077674,4.0,0.41308208636754096,0.7537986989527934
48137.94587228801,0.5372257904051594,0.7911839785853948,6.0,0.351885201249678,0.5220931666118589
34640.510499592325,0.289341966937955,0.7043069150420362,10.0,0.45184306193071705,0.013230458140491397
90924.06347533566,0.1870563034561875,0.7344496843366657,3.0,0.670215532807906,0.2505231418659848
72619.67179947604,0.3597260576487237,0.9127021804521052,4.0,0.3586580055009262,0.7976605295886807
99039.5148395148,0.8412392962307406,0.763394069466716,6.0,0.5109305042098596,0.5871809921571877
27793.79901258381,0.5850230718168916,0.7833033718333451,9.0,0.5870894682061008,0.20916162689647466
37411.56427819027,0.6347031434704836,0.5225740741024671,7.0,0.6237789510095157,0.49473689711270497
10529.780250733977,0.44993078730833314,0.9347696231557946,8.0,0.44819385251939936,0.6487246286669697
97645.65084480561,0.8504435720352309,0.659198135087924,10.0,0.5328803489869323,0.8297261800536423
39235.41271710381,0.17307565583625273,0.6204251250755101,1.0,0.6784336449731495,0.5359435648447761
10907.581579492966,0.11840597135166427,0.585252962340161,2.0,0.45134240574958545,0.10188007459021864
23100.97100631707,0.2361105139750005,0.8734109803067811,5.0,0.5238578559308735,0.9720538946313863
16833.090016187325,0.43281868095357445,0.9276915240688979,5.0,0.33209339857274467,0.6517026388915391
53806.5939183193,0.44691870615590223,0.7367252044725603,6.0,0.45338536557954945,0.607254488180434
62024.29929123786,0.8974044818560055,0.5471616319694329,9.0,0.6131599778202665,0.055246782388149396
79208.35110712501,0.2997423941319425,0.7675304371119402,8.0,0.5896590327538186,0.24186927451907714
83772.02328052925,0.4675869151825992,0.6902030657883371,8.0,0.4467679773760313,0.3595668198226334
45606.30098347691,0.7224974296974942,0.7907121296250244,1.0,0.4590680058344546,0.5693827398060785
4072.1054807268797,0.5755796271595442,0.6542453868231481,9.0,0.35826095835201566,0.23078876282699268
65469.701695360614,0.6479224835893074,0.5066829958058803,5.0,0.4964192777182673,0.5699935842263174
98126.3153902961,0.23528480680218583,0.549842216076523,8.0,0.6433297844757998,0.8859243318095449
16235.437293693209,0.5374416984842577,0.7092206741577665,2.0,0.6928864598163537,0.5372566611018433
28986.79449213869,0.8866477945752513,0.6946750619027263,5.0,0.41693468880532114,0.7301316669287087
97201.64853749417,0.19410060110275726,0.5207174795694368,8.0,0.39239995211814294,0.14895105844109235
22754.246891743154,0.8055849076429865,0.8314559525004972,1.0,0.5082524867024228,0.33984790285923394
93371.98171409433,0.7295783628735707,0.5086492827106682,7.0,0.5241972426139134,0.1402612840583881
58420.4489613851,0.5616326099564553,0.5863973166921668,6.0,0.6362196921889982,0.4727697059413297
22994.05077688086,0.6954649861753356,0.7266459492634942,5.0,0.4335596736189376,0.9920427445875494
51639.56432733968,0.8546226407903152,0.7120378152427445,10.0,0.3603631212889131,0.6662275575957108
81873.78263440498,0.2669932202492823,0.8095836307236912,1.0,0.5378530544060819,0.8360895652990643
20751.55658751078,0.17184823298995244,0.8860638415926404,2.0,0.5338060028358455,0.2612794192886473
90514.74729542469,0.8334683465568411,0.5644220096748908,10.0,0.3708096379128889,0.22519620862201184
82914.14244568699,0.5500648531997706,0.8835732709522972,3.0,0.401956783736626,0.6587763071192982
12296.222324235097,0.7265507513799513,0.9055949317140787,8.0,0.3832929623131832,0.7216894430924091
65004.977789828736,0.15174264429237594,0.5545983106648723,5.0,0.30379599046370226,0.22079010118040543
34599.79792660696,0.33909266822404804,0.5584019468637886,2.0,0.6364527965366192,0.4660758487193263
72901.5361581002,0.8940059644774931,0.576981680234552,9.0,0.5137978479856672,0.21237600481805752
78911.43550293054,0.29011445314827294,0.630221714531336,4.0,0.4199751922531359,0.8794987219255648
37812.70008516409,0.3362495311392909,0.7382558737660413,6.0,0.34636190936618616,0.3402729935487703
73648.31503070482,0.4930873786730121,0.7594817144221564,2.0,0.4770938193314386,0.7631522217886673
51032.40267425017,0.8145999370198062,0.8774489380011676,3.0,0.6366983207937893,0.45555192941079836
66474.23419190691,0.852325927582615,0.6210065168163494,9.0,0.3930618919131553,0.40989532412987917
78216.54554117734,0.12353003961752407,0.6726887087599773,8.0,0.4810110654438755,0.48106938383261877
80679.85265323406,0.8824905908928329,0.8729104092718875,5.0,0.3891639986604755,0.7280037983197197
92054.04968969252,0.11071696352620536,0.7974234742805881,3.0,0.3886693356343063,0.07189086607768247
24958.937864088926,0.7983343994645986,0.6128800120650452,6.0,0.4415002757590692,0.6832221382130632
11964.16149605753,0.10092156586242976,0.8140494224829606,4.0,0.3857460413912495,0.8724925732426954
48094.57598214251,0.35849604153074854,0.7592033753439545,1.0,0.4068326930786073,0.15730276124219278
33471.110886796574,0.8416597301230224,0.5964426335507926,9.0,0.3376083490524863,0.48704325123742775
2277.291753819858,0.1180238715678823,0.7223997921709016,8.0,0.46464672673566454,0.18865780967128398
68441.67605877125,0.18363963542933082,0.6692839579269805,5.0,0.6509437950607848,0.9584350583164758
2366.5670953553345,0.6617782563496274,0.9355032758458237,1.0,0.5370156314537968,0.9899287591772136
70185.89157155009,0.17689032004299587,0.6840062546488708,10.0,0.5108698641377603,0.12804493719200938
3468.3671981529496,0.20068857562059472,0.7653125185194659,5.0,0.5473148523907182,0.2583498474924779
15534.780562909824,0.5297532504446315,0.5867310273516786,7.0,0.593589297008208,0.9706844429990586
42462.95741877795,0.2503735321886006,0.7672087670247189,7.0,0.34849050700036943,0.09994304629836959
75238.02577628607,0.6837183430310267,0.5708285870462805,6.0,0.3352481623169328,0.10992897672566915
18432.78769509714,0.32168313622093136,0.8080667958206664,5.0,0.6566934135228326,0.09770351601538951
45728.49030079342,0.6083253568672669,0.8967435025671561,4.0,0.42681268624095114,0.6383592205398195
50544.46490558629,0.17693414488210646,0.7507122133397934,9.0,0.3038645906458751,0.18093747003122584
9341.333129005685,0.781366064606103,0.838972170842958,10.0,0.66317191612259,0.3423625821824757
86310.55799570498,0.38926554438922,0.6775619650161082,2.0,0.4335486942378983,0.8324191075619012
63821.179102284405,0.17853808379778027,0.9132379565966746,9.0,0.4946494844257526,0.8612796971659195
2260.081703155857,0.6674743882210536,0.5248484080399688,7.0,0.3516574723022096,0.862541772372448
89810.15115752438,0.7783774506700568,0.8942767104037165,1.0,0.5699111512462216,0.07759786813381331
91605.22550037723,0.6581918257536137,0.5380727191242078,2.0,0.4211411717249528,0.5173233452504649
31062.018396195876,0.5002887209199405,0.8097111459164417,6.0,0.4991980071638922,0.09263873017999469
65548.54042633779,0.2934819589174026,0.6273287030283123,10.0,0.3713163465429683,0.1821096089794898
49648.59453191638,0.626704998770771,0.7021515131177288,10.0,0.6737478864395496,0.5698006549215848
89307.04844008936,0.7764980970665746,0.9032420531635912,6.0,0.3388338941597334,0.49233423395577813
68198.57886076538,0.8885986639824264,0.826275020173059,6.0,0.661181316617692,0.20322050446040252
2496.183763437444,0.6032372612705847,0.7477394965075519,9.0,0.3798398557880095,0.07516948506714449
95615.03709877202,0.25832298379581364,0.8951074394367382,9.0,0.6477477763922241,0.6916269174441474
72049.85009288741,0.6255279598601711,0.7243232938018606,5.0,0.3916367514692669,0.008127919962449104
96579.777764229,0.63430701673081,0.6476086028104019,2.0,0.5044898341169181,0.660993886084573
74842.97991282764,0.41831047158992707,0.7010610722574017,7.0,0.4469271494913331,0.32860573611930766
44314.406184260246,0.7900263959437556,0.8635546589358916,9.0,0.5635752466668422,0.15039462253464608
427.8903338875324,0.7024716696623353,0.8970282369599965,7.0,0.5380003778831156,0.0438902683222584
29316.48348833697,0.3186970857839384,0.7252710217136147,9.0,0.41385948451972404,0.3016459519352527
47105.35015009534,0.425153964348459,0.7226126991830992,6.0,0.3894358795700291,0.8746199422086808
91304.22373933278,0.5360543765721453,0.7365410151072668,2.0,0.6879267336007016,0.4964642138438451
38775.12779699068,0.2990660385455106,0.948890383990419,6.0,0.5760258888916397,0.5950881931074204
95428.36073535918,0.4770680920776258,0.6914278084058619,2.0,0.42196276697630264,0.9254376546607845
30076.962504004183,0.8470617478888712,0.7275665761400504,7.0,0.4367922771395652,0.20627553192090842
36455.01590623959,0.8296956178757336,0.6687742897383671,10.0,0.6297754576278041,0.9849786928854363
37421.6330641715,0.17142811076407086,0.5091955851219648,8.0,0.30137840398845006,0.32238734625884335
66910.31614694749,0.5828870340614903,0.7712670986791639,7.0,0.4744600042567255,0.7921968316791698
78508.51398014068,0.48104645914625777,0.6635613914319776,6.0,0.4701308081731193,0.17449270383079507
32571.664848514447,0.8170256507972293,0.5547922042408804,10.0,0.6501656018020925,0.23331856397225492
28212.703120843595,0.8850075619681107,0.6159063065037972,10.0,0.6677381525257967,0.2310254924274453
95174.42129238026,0.20649325318333267,0.7843598482417098,2.0,0.3532381509777383,0.29596614899044515
97369.4519289074,0.7274083451975296,0.5752750198462434,6.0,0.6317067174770898,0.6561228885120666
93412.9655519859,0.7817582864045532,0.5474049559279714,5.0,0.509902343368888,0.547675711400683
25916.59395930362,0.4424864348130064,0.926528926914015,4.0,0.4757722726682224,0.4268505325585328
97722.53530250442,0.7826553815585185,0.8112612495633291,9.0,0.36068522556603466,0.10553293221488769
32999.694560991666,0.4738339474656792,0.8072349425332873,1.0,0.4640957191859001,0.9836627291392042
80980.3897485494,0.6340423905414738,0.6677745825808926,2.0,0.5596112894769412,0.6190167304291321
23916.040585844927,0.6519185877137625,0.9090214083532966,3.0,0.5200143519424911,0.7008702665641068
7705.324472708313,0.7062357818519769,0.5642460484281471,3.0,0.5846525054636227,0.7571630479295166
79268.92888010378,0.3006317960774516,0.7813694907231314,7.0,0.3219748926898862,0.35893381985883266
32112.182993106744,0.3332669866798432,0.7409165257721835,6.0,0.36280029299972893,0.7010073931856249
54582.48887532625,0.8628811244831157,0.9154730796286781,6.0,0.4403925440027598,0.7012620697894528
6410.736380006283,0.8031897619592446,0.9204638898098727,8.0,0.37100301864531987,0.021051617972816516
58315.901784261616,0.2922945247491591,0.611583581034623,3.0,0.4184990364582851,0.8262967777818805
84208.09303953523,0.5265346095964472,0.7740581099564251,8.0,0.31755111023925636,0.8218335103548018
92811.74124723184,0.29916593399040714,0.7774490769336814,4.0,0.5391820386449793,0.33288121372340373
42504.82843941324,0.44167230357002596,0.5834690642709495,2.0,0.5194635132760951,0.4141282139319101
33066.810840843995,0.3950695199259231,0.8406947709437658,8.0,0.653310913198639,0.48534641763431496
38859.22343512319,0.2430492815003782,0.5740604594869293,7.0,0.5230833204678986,0.46407892292565733
80976.20108398069,0.4834852710254113,0.5075340303590496,9.0,0.3012846978665857,0.5016113617816159
11575.389283389768,0.49671625674851916,0.863787267914107,9.0,0.6563959302445271,0.7233488989205772
68556.15206619953,0.5599381496458485,0.6256520007298102,9.0,0.5451135338978246,0.7792949012490269
13987.776980291235,0.5641964545559779,0.5428601282849786,3.0,0.6032207450487655,0.03866097401931423
53986.801963705824,0.38733446171976416,0.5750986556468664,4.0,0.4202405123773354,0.9525564343086119
88804.1563765576,0.31965104958176926,0.8596883824538945,6.0,0.30004284095123546,0.6503597034534999
78072.17344801288,0.12920596464461376,0.6411506110294988,9.0,0.48242811599585245,0.48722575352451436
17559.02728912353,0.6098639098564684,0.5810924920137722,4.0,0.6229953552920602,0.9845564967318337
67977.31504044769,0.17435960602537748,0.6302510499309185,8.0,0.31999001895199713,0.0037429017249669405
68252.48058086955,0.8131036040845062,0.6742327290207031,7.0,0.6565952213821733,0.8164331362034583
87034.082836827,0.48337008802755077,0.5373736963057626,10.0,0.6393732375410681,0.5384923291950138
32765.855591011103,0.7290473403048826,0.5068577488224838,9.0,0.38024548778849565,0.36870079146690105
18220.507438482935,0.2957873352437246,0.5151004504348707,4.0,0.6146201222304991,0.6991445067855788
67147.42428995542,0.49499984394035745,0.5686205008299599,9.0,0.5613723650067888,0.5039863265064908
87611.29402226488,0.6571518675458178,0.8077351796201451,4.0,0.5112720312831589,0.48073082237957476
22503.71920402577,0.20683671021390976,0.5313542245046937,1.0,0.6798122297069884,0.3147189556413206
29753.87673944524,0.19794656313535644,0.524468968433121,9.0,0.648180947153127,0.17345991960675156
1196.8946679260903,0.8307821304576518,0.7755066889380152,3.0,0.3664533606558962,0.4644849206132142
77563.78441963311,0.7649196125658506,0.9380519031528769,10.0,0.6401009475057001,0.3439415821175298
14639.800996763937,0.25084583709133057,0.6251278170415588,8.0,0.35625978591508733,0.7333441140534095
9333.952478870195,0.436374083763573,0.90655438797718,4.0,0.6883577712010148,0.109576017290408
50150.51381231586,0.6644873092282995,0.8156793913318554,2.0,0.6445580810986081,0.17443245870747914
6830.330816595026,0.81627401054398,0.8354155290756817,3.0,0.5140401794815445,0.49306801317694793
9757.779496864583,0.5655365670639596,0.652118854997864,9.0,0.6998401483141965,0.17088538464320413
18799.70023060446,0.4162547485694843,0.816914865375662,2.0,0.4048678282482403,0.5437196278578565
17050.622936318425,0.4215484818070431,0.9238150330134393,6.0,0.5976237912165203,0.7234027805186841
25648.81696856653,0.5379388274346119,0.7792183299393884,5.0,0.5000155830388028,0.10935387382411377
89006.90068746744,0.37281116325132013,0.5523498307335001,6.0,0.4603673190459799,0.11656223423141199
83351.73638542822,0.2784946501523655,0.8162412010928954,3.0,0.6075249355119682,0.8588996963911393
42446.98488314847,0.7176106843574229,0.8367483735009376,1.0,0.5846955454705598,0.3569843008782001
79927.49316515333,0.6779714139337469,0.7734760900170841,10.0,0.6474657976062681,0.7563252629142729
34091.73013119438,0.5978609978385026,0.8638557888620668,3.0,0.6348248254770902,0.931921552894944
44496.02957195474,0.2088849472301605,0.6215273675908719,3.0,0.67006681252045,0.7248135149491144
76292.90110969477,0.44856930475438017,0.616191541986613,4.0,0.6967173548847022,0.6134620414593349
4948.843857991611,0.27394884409032977,0.741870729014786,4.0,0.663143668186068,0.5860699193817976
1316.2012537202925,0.7202763167195765,0.6714502892909623,1.0,0.3968256599532845,0.3330287580787812
66428.14836383762,0.8461406973197826,0.6466008519802897,3.0,0.3350504567167069,0.9190664700676784
39499.10907826923,0.2584285467137358,0.8222172553035489,2.0,0.4638353817853959,0.7665147292366289
43743.802228495,0.5513530728958508,0.643626661336814,2.0,0.4200517261676981,0.3560254101697278
54167.66392524895,0.10873057029537199,0.8777139852579618,1.0,0.3498132914994282,0.662522248899044
22003.756093836204,0.6151163698284632,0.8507390447888417,2.0,0.5751594158903577,0.22759598485649646
1593.5490491652658,0.6256557046146316,0.5474928169483144,3.0,0.48050869326767764,0.7541707251881552
55341.93313428724,0.7625754529147104,0.9316264335743539,2.0,0.5246081004598455,0.918278862923137
22422.333143992684,0.2250661637370791,0.726387307915833,3.0,0.6201512530749129,0.3853625895573112
23058.55349873233,0.15871505543033343,0.5626950942127705,2.0,0.6040959225757436,0.15963615916867657
87936.1619338017,0.7551532830723343,0.9412149226085638,3.0,0.45890988684526546,0.6011336737170443
57063.546428359936,0.6350665929197061,0.9154953902875131,6.0,0.35807030593568046,0.8724357766170222
5968.874047133999,0.3126664315139295,0.8939097342281722,3.0,0.3250675013245426,0.8093087109409586
17197.649963330463,0.36624103113406004,0.7065746526200356,10.0,0.4576708388760713,0.12606261211538405
29495.280295406537,0.6364983806439921,0.8189869057794714,3.0,0.46609093305254723,0.29177059143651873
78321.5628491521,0.17084831833177516,0.9138001020746866,2.0,0.5224382050532049,0.45344658192705267
77805.54274146746,0.261938520724761,0.5633682395040187,6.0,0.6209866632035079,0.8076217468860506
20173.013790923153,0.7986753944129328,0.7970085604712535,6.0,0.4183421815972638,0.8567375313890875
57827.05992909108,0.5670631247276493,0.8082860886958416,6.0,0.650810458484465,0.30011299078150067
59630.38833507969,0.8567931543251214,0.5552663327690084,9.0,0.5305084749796586,0.46747248232583405
14077.488309025906,0.8427736560706464,0.725000284848082,2.0,0.5451299389167644,0.8175307230335881
28133.058229890703,0.8864676562812535,0.5535927200058961,2.0,0.4390289018013276,0.7134135001788662
83786.40441632549,0.13375645608384457,0.5110631612313978,3.0,0.4023001288746421,0.4472675814254392
16774.123882278112,0.2626035605029735,0.8757992008322446,3.0,0.42115970931675356,0.7693277617596245
37676.66533743632,0.581727879487289,0.5532620432136799,10.0,0.4072105842275585,0.4161770385235113
75450.86763046896,0.16675280254814898,0.7695144048669371,5.0,0.3984221600352025,0.6973877621556817
24012.84223754099,0.7664845143537414,0.9333563491355295,1.0,0.6300666343329209,0.23768575625709176
81788.46174147776,0.8551902512289715,0.5494183523608267,7.0,0.4913771569208779,0.6485408945471711
68468.4670243749,0.46267981559753213,0.8328491523391972,8.0,0.5847202029135753,0.3822110639776237
63284.6784173151,0.346658450141194,0.9434077629032573,4.0,0.3245259532386962,0.7932358043701339
8467.848162076103,0.5342302326958727,0.8001133870729642,2.0,0.3933124524006127,0.6271436336803159
69125.69464741737,0.6354285445046528,0.6081526023598618,7.0,0.4124635133249366,0.13174661467388782
75705.82959612951,0.5344720370885503,0.5687693131429372,8.0,0.5945691852856385,0.29911795698516375
84112.20597775606,0.6104136516848192,0.9268851635226155,7.0,0.6240153372047446,0.8120695046645384
55080.35449158808,0.3375035711383647,0.6096443279586268,7.0,0.36658628185977243,0.6172043083029228
90915.60052766967,0.21081652682659,0.7552918364354942,6.0,0.6632687504133808,0.0761413783371847
3420.938988963715,0.6069231418532572,0.9283647915314903,7.0,0.3247356800236972,0.7629338420200055
99012.2237046364,0.23378369424998963,0.6000363460005949,2.0,0.6238376820955424,0.4058239894742748
22725.004606569633,0.7604772348818167,0.6733601393611575,3.0,0.6538316651480875,0.807581191703995
11662.3787117205,0.5532075730463121,0.6475964102953214,10.0,0.42851786049739726,0.4179083392668058
94400.6073895385,0.44244614928039927,0.7161772375695884,2.0,0.6627712768810801,0.002391778395778532
8969.838692072875,0.2207224307313438,0.8696853489023498,6.0,0.6826708687265453,0.6819298971972794
50990.460451581326,0.7611406247459874,0.740881684159473,8.0,0.6816135988594267,0.6279111431413562
87122.14372325403,0.7517216984975024,0.5182523671005049,3.0,0.631977660270356,0.7123542587078419
9219.694035397757,0.5449300601994361,0.8004953883416484,2.0,0.4107451129876016,0.053682161359806635
48550.69195984155,0.7757418804303216,0.9074942274581524,6.0,0.661552806388525,0.08239920672149337
49518.27225545693,0.4453453415782156,0.7040460448336908,9.0,0.6280371635291386,0.486470391075727
17255.491125317243,0.5905653177265517,0.6644664449581348,10.0,0.6656938486787036,0.7116597865080796
89260.24560307252,0.29538942625913844,0.8158785429790572,3.0,0.35299826216511443,0.49107043112022664
43535.95098286562,0.18280955451606085,0.5433669285896692,5.0,0.6024069285861371,0.13911727417612585
59014.51556939509,0.5824386625470521,0.8547544220927574,2.0,0.4582207106168221,0.45849770533882783
3475.9575105183967,0.79509254536842,0.6423711331104246,5.0,0.5715363265719742,0.4794195910258766
28681.8174252942,0.5654986264720215,0.9209901053877776,3.0,0.5038898911570668,0.4197900119546646
28154.4476006333,0.4532207977786312,0.8551292073242712,4.0,0.4891569750972564,0.8736461785715796
91571.27355505212,0.4639446609337773,0.7570267280548517,9.0,0.44687940920239133,0.15067349518544726
56900.12632823367,0.2749543435460609,0.87100160596365,1.0,0.6299675997573884,0.8741130872110507
16992.279126947564,0.622407443276311,0.6474513658925414,2.0,0.4108803022807909,0.5634947151275947
97156.39337668901,0.6831113511300531,0.5366655644978582,6.0,0.4193483957730632,0.1500271950333839
74010.2293321361,0.6320052236984925,0.5741237019032366,4.0,0.6823493516378705,0.7179832536932595
90915.40088351765,0.8881977657687241,0.7161621953980519,4.0,0.4494011104865189,0.17930197528437175
59255.38082022435,0.8582342135758454,0.8110574017950409,8.0,0.498032210287114,0.647262055394246
77441.32352784548,0.4749564180900646,0.5586847944728712,8.0,0.4620809874027687,0.723897734272712
25864.13830126662,0.473819729175589,0.5237352098181827,7.0,0.5877367900809792,0.9240247180662177
83564.28034489497,0.41964288533783556,0.5979582784202901,7.0,0.4839753195002696,0.5144117415145746
94264.87245756046,0.8079002789814084,0.6426292367919608,3.0,0.6675140837617859,0.036806522279509535
5450.047069369269,0.7970410828685836,0.6148412815253135,2.0,0.5980708033264028,0.5960849262397954
29928.921739562244,0.6307088560734841,0.8503161939548791,9.0,0.5343828720864751,0.2542730904676834
92139.54504890346,0.27162790403885206,0.7414305121349923,4.0,0.4349309244776611,0.08743203795506982
88741.23211538409,0.5296835950431008,0.7836861497168928,6.0,0.5708222531741254,0.31156705549960506
65327.1884446761,0.5272670820259312,0.8900352327584367,9.0,0.6728551980601902,0.7789208771951135
89167.2573980881,0.47328355068689576,0.5044966433952783,9.0,0.3247870697471105,0.6926211885108415
7858.241161191524,0.7718840900577558,0.6991616704045729,9.0,0.4247035549449565,0.028727377119578623
12627.817764987922,0.45158180877194354,0.8066073604724517,6.0,0.591098116176095,0.651723652749496
64881.69878552002,0.293652698430068,0.6554797987869604,7.0,0.46632666301172215,0.8844812403312099
27735.86081151386,0.7401531988469778,0.9088700071018476,6.0,0.41340002702607803,0.04070860175429947
86695.74321056445,0.4794894504830276,0.6902869543809366,6.0,0.3884813369697464,0.9324956304578008
93340.70544788441,0.48083640349349244,0.5641232695584704,10.0,0.3888647913677813,0.6479121497735996
6514.274444817158,0.23948271740767435,0.8232561440396415,2.0,0.4788386633362965,0.3166624307435395
65767.56768500005,0.842483392017517,0.6309914623170678,6.0,0.3451071964112064,0.7152846308398997
67551.26780929645,0.21791527565364588,0.9269803056033148,4.0,0.5799194974494734,0.29021559371800154
2240.735641898839,0.8953090259171479,0.5413278545936623,7.0,0.4649436613265696,0.1703838021181956
27605.981567216368,0.5962023277532787,0.9478653179760214,6.0,0.633302501030899,0.8285405112945496
35851.66032995645,0.8297961507995182,0.5783399171667307,6.0,0.5431536692998381,0.6870440097981533
2327.4597641045334,0.5019544780936857,0.6628292346206132,5.0,0.5771556156233986,0.41190957769222714
69608.23066324399,0.7541758755265816,0.9498332011714414,7.0,0.47985685097341846,0.3567520357040631
33677.22012596741,0.6370149207064688,0.7510194279628869,4.0,0.6919777026768934,0.5717356311867742
8400.516706589362,0.2107203652503519,0.9219688489110848,5.0,0.4342228920665583,0.7275444270654796
9121.876840901528,0.1214867817088619,0.5388489239706532,7.0,0.5123664224810334,0.9441714079401943
