random-seed,initial-population,pmut,maximum-sugar-endowment,maximum-spice-endowment,wealth-reproduction
78346.8601265231,108.0,0.02954626672380274,67.0,80.0,48.0
37771.54779868347,463.0,0.044276092360268283,72.0,55.0,40.0
31939.001317932965,376.0,0.10793771667988605,41.0,8.0,76.0
98600.31251387867,284.0,0.020585020710587654,45.0,32.0,74.0
85004.21193833416,336.0,0.004612877492136214,62.0,70.0,39.0
21965.474722190473,159.0,0.020415084468345657,59.0,40.0,96.0
66586.73175267571,137.0,0.15632698621421226,69.0,44.0,40.0
64492.813543422104,340.0,0.15005643992062356,31.0,63.0,34.0
30398.534388565167,380.0,0.16203020699477091,32.0,75.0,57.0
95308.13789065338,228.0,0.02364632367848403,47.0,29.0,46.0
35485.202791155505,491.0,0.1473274940293908,65.0,45.0,80.0
3227.6826341169685,135.0,0.11935459290592726,42.0,53.0,84.0
64306.37814126645,243.0,0.18652799711489754,47.0,49.0,46.0
55298.69211164642,230.0,0.09279606074462102,40.0,9.0,36.0
11224.602646614787,108.0,0.1199246526176505,35.0,62.0,88.0
31399.67423488112,437.0,0.00937074281211534,78.0,65.0,85.0
71158.25503583475,216.0,0.08280582400775507,56.0,15.0,42.0
35860.51333799235,218.0,0.04794405452032411,19.0,80.0,94.0
15980.826125505473,303.0,0.05748875445819453,79.0,35.0,94.0
79601.04671048738,354.0,0.05253628924387155,60.0,53.0,94.0
82725.50338966596,143.0,0.14136842953684856,27.0,35.0,28.0
60335.67456553194,157.0,0.11492618916411164,31.0,8.0,22.0
5500.164266778954,240.0,0.14622106267302096,46.0,26.0,89.0
92351.32542538304,215.0,0.03041837498733371,34.0,76.0,61.0
2347.640561581796,253.0,0.05610444047538665,12.0,69.0,60.0
30771.650773733058,438.0,0.1086227882387571,15.0,62.0,81.0
23588.026123685657,251.0,0.13410070728396598,42.0,65.0,38.0
28938.452746496838,233.0,0.033188100117592705,34.0,49.0,26.0
66843.9710678316,300.0,0.07608921104306965,43.0,34.0,77.0
62664.658668031705,453.0,0.1838068596320177,68.0,79.0,37.0
4658.238050337135,367.0,0.18405269683009867,80.0,35.0,40.0
96343.03623682538,348.0,0.04323858790489941,56.0,44.0,20.0
72725.2567061194,373.0,0.19209201430665723,49.0,29.0,83.0
74662.4963720285,479.0,0.19389965135751944,17.0,63.0,84.0
24819.633853680654,182.0,0.0033020605453105037,44.0,68.0,88.0
11861.623321932555,184.0,0.1899397488402783,48.0,46.0,90.0
11557.37365374195,213.0,0.11236067856874579,11.0,74.0,69.0
81942.29732738469,443.0,0.08642177123515636,79.0,42.0,47.0
34389.18041600821,350.0,0.06302649179804638,15.0,7.0,36.0
14132.861969859494,384.0,0.1083249943187842,41.0,38.0,77.0
23634.22451439889,297.0,0.11934380388620475,11.0,42.0,57.0
96527.7831275437,128.0,0.17673713699810722,6.0,63.0,33.0
62181.10944187719,236.0,0.1737213611169883,34.0,50.0,82.0
41030.66529894342,194.0,0.12318992955560813,25.0,30.0,38.0
83852.17946203423,449.0,0.1278386868425927,10.0,15.0,32.0
37080.96948708907,344.0,0.18978690237941193,50.0,74.0,88.0
63597.46730005447,364.0,0.02080138823388389,30.0,33.0,60.0
56318.7923007935,419.0,0.036556599363785615,16.0,18.0,99.0
90631.86383516397,251.0,0.07281220448299944,21.0,48.0,82.0
48395.28104399591,414.0,0.00814037753186272,64.0,77.0,72.0
21882.94672862908,329.0,0.13016912876665004,65.0,22.0,44.0
19273.645788895315,279.0,0.19309039247407025,69.0,50.0,39.0
14429.325023096115,244.0,0.16181521320276127,8.0,45.0,74.0
70067.4402648101,122.0,0.17230806329898155,17.0,59.0,33.0
86589.63766729555,293.0,0.1920458602828697,57.0,46.0,41.0
9368.63184792714,459.0,0.04590714048555211,54.0,22.0,44.0
90896.18834029921,228.0,0.1901337229173236,22.0,8.0,99.0
33996.69617524393,314.0,0.13288065526993587,70.0,36.0,44.0
52959.50628710325,232.0,0.04748993716631944,79.0,24.0,76.0
44229.02876345857,264.0,0.12746190152334877,49.0,71.0,46.0
83965.47827788064,263.0,0.12593787712651122,38.0,77.0,51.0
25035.22228839906,314.0,0.05280975817662226,16.0,48.0,52.0
46551.76699262356,373.0,0.0002762078973605364,76.0,60.0,21.0
26400.548881253595,467.0,0.14228908570423512,52.0,7.0,73.0
28934.945902976746,412.0,0.019759533252029907,40.0,17.0,24.0
83245.25920882571,240.0,0.017680155455099756,43.0,27.0,39.0
34514.189223234214,297.0,0.064180241381242,10.0,36.0,71.0
53707.5593074377,381.0,0.19977454141104703,65.0,38.0,41.0
54494.040789361825,267.0,0.1071106348155492,52.0,65.0,31.0
98313.80365787806,454.0,0.07034886534496294,47.0,53.0,30.0
7397.440761843452,337.0,0.12178904818381145,69.0,64.0,84.0
35087.388609644484,291.0,0.029910635479784144,60.0,43.0,94.0
19901.05595447335,270.0,0.16286061905889657,58.0,9.0,41.0
47133.38807283468,116.0,0.0429149582416519,69.0,20.0,22.0
81201.95730415882,220.0,0.1294272972611142,9.0,67.0,37.0
72435.30559059215,441.0,0.03991492382206725,31.0,44.0,81.0
42742.549076610325,400.0,0.09002296584224422,49.0,67.0,21.0
60381.82375675833,126.0,0.09958609071963208,72.0,35.0,30.0
5969.214076890555,188.0,0.1717878078726569,71.0,26.0,38.0
56836.29435579102,483.0,0.0024030277651529985,40.0,55.0,44.0
93107.84641379544,460.0,0.08818525586724063,45.0,69.0,30.0
24107.72455512649,170.0,0.17863512597810408,38.0,34.0,87.0
50296.6663608654,233.0,0.1069480555508821,57.0,64.0,91.0
72564.86517402498,481.0,0.14850119048762742,14.0,59.0,69.0
70477.03826668281,351.0,0.15470879639062143,30.0,75.0,60.0
28665.159906511144,301.0,0.14094940574222795,21.0,44.0,46.0
97608.9657645193,296.0,0.08772373676363782,68.0,62.0,93.0
40265.47736225866,363.0,0.14934019922452196,48.0,36.0,88.0
79639.39523738677,350.0,0.04845195122378892,17.0,74.0,45.0
13448.930225000211,411.0,0.04088152466893511,78.0,80.0,63.0
48013.978300866474,449.0,0.05220409699713183,36.0,21.0,69.0
53477.89724486764,310.0,0.034209638822610744,21.0,19.0,79.0
97968.56038775145,368.0,0.12284075578335854,41.0,64.0,56.0
19697.52323732062,156.0,0.12615439492379055,70.0,68.0,54.0
10347.397088288502,129.0,0.01703168087875564,41.0,31.0,94.0
21490.720364661964,168.0,0.05451980549252944,10.0,68.0,23.0
41563.864032398036,478.0,0.10289067974273343,60.0,62.0,62.0
67208.17039177337,171.0,0.14713415352190976,67.0,27.0,60.0
79489.42584226478,141.0,0.11232257216993112,30.0,36.0,44.0
66339.70606390429,148.0,0.008175925692185193,31.0,12.0,58.0
98187.7399336776,481.0,0.04921007984205559,61.0,78.0,42.0
3619.525953603065,439.0,0.06385118983624283,75.0,34.0,93.0
45969.10577665057,421.0,0.09620538274883364,74.0,79.0,60.0
38949.851251772416,212.0,0.08606586936586746,60.0,25.0,84.0
9082.174566978545,340.0,0.1356672549347702,66.0,53.0,64.0
66249.54857575416,381.0,0.12973384392181184,79.0,30.0,43.0
28590.021513814063,124.0,0.18558953096435354,38.0,54.0,90.0
56197.29221427667,213.0,0.17599404992372014,70.0,67.0,22.0
34514.11533683651,313.0,0.05391464794113097,71.0,9.0,89.0
43363.689422399555,243.0,0.10581454022452595,41.0,26.0,33.0
26020.467476689457,239.0,0.1547375425293644,39.0,18.0,73.0
77917.98998165762,290.0,0.013351934323462357,15.0,36.0,27.0
1669.4478352739004,113.0,0.08106372737625761,37.0,53.0,98.0
80383.03861678,388.0,0.02616427928371841,69.0,74.0,51.0
28345.9445611932,110.0,0.06360309603530011,65.0,53.0,89.0
65025.427912973784,231.0,0.025950673533578272,25.0,33.0,65.0
1501.5153486247473,276.0,0.06942876323813961,24.0,61.0,62.0
83283.33317786838,281.0,0.14099536535096,64.0,13.0,61.0
4895.608280948196,327.0,0.15698451827237755,24.0,31.0,28.0
30601.719460214907,361.0,0.044630534791286605,38.0,72.0,92.0
53628.14923549026,346.0,0.12057326953228131,57.0,51.0,53.0
6262.128616490756,446.0,0.18421861404721376,7.0,64.0,94.0
5811.133397323168,362.0,0.16362900688768714,66.0,58.0,67.0
84226.82035350385,259.0,0.19293685698043114,29.0,21.0,74.0
18176.79728128475,391.0,0.031592037575403034,53.0,50.0,25.0
38369.12624614633,297.0,0.042980221077351825,50.0,76.0,80.0
18158.619226127386,457.0,0.11393545634888087,57.0,23.0,82.0
68774.1075919668,380.0,0.1456929466548307,34.0,17.0,53.0
18150.779840093724,422.0,0.19486059613114629,62.0,25.0,51.0
62457.71318673297,278.0,0.04835130302574273,29.0,12.0,21.0
14886.61999955456,105.0,0.1981386415431551,34.0,69.0,66.0
36607.83936548835,492.0,0.13664701374676694,59.0,74.0,26.0
15644.998198170259,250.0,0.1252353985400197,50.0,36.0,81.0
89349.58162368294,254.0,0.12818518111449442,35.0,37.0,31.0
51442.28981414532,340.0,0.1947288029459548,44.0,63.0,58.0
38221.650482412784,441.0,0.11712987208406744,77.0,56.0,60.0
15637.39932537048,335.0,0.07609925967674536,45.0,37.0,97.0
9830.831121013467,273.0,0.17637284864329744,11.0,50.0,73.0
98297.11052511322,494.0,0.12897956594981427,28.0,20.0,64.0
57261.97965948629,165.0,0.19461692767876582,46.0,39.0,67.0
69895.98487720471,311.0,0.16941148020597507,9.0,77.0,33.0
95419.34326434454,160.0,0.06686516078495101,41.0,59.0,88.0
159.13413182574018,103.0,0.1775390001792216,60.0,33.0,86.0
9882.37570543905,198.0,0.18505035694499883,11.0,56.0,72.0
90027.77621643172,461.0,0.08361994869108882,17.0,19.0,99.0
4209.218018380333,481.0,0.05540306215155917,74.0,12.0,77.0
13423.603111268458,164.0,0.11949748020085023,17.0,59.0,35.0
38576.19621854759,377.0,0.14590337455099928,47.0,40.0,70.0
62374.24354216958,290.0,0.0535427728892717,25.0,16.0,34.0
79833.47248313215,451.0,0.1310180333049387,79.0,42.0,45.0
79575.88079744796,477.0,0.1219671043118821,19.0,45.0,78.0
99866.41511362942,339.0,0.07113249994604864,53.0,59.0,88.0
50393.11490207963,297.0,0.08228816966972577,42.0,43.0,79.0
71451.09204417476,235.0,0.1406058613665009,22.0,55.0,94.0
45862.00256798875,261.0,0.033331810145679874,72.0,33.0,41.0
43087.91755410639,268.0,0.15698145296157306,41.0,51.0,90.0
84226.79411376966,352.0,0.18871763007848175,64.0,48.0,84.0
43557.33410794023,199.0,0.10165545530833997,20.0,53.0,77.0
13365.98507081761,316.0,0.03908903306873739,79.0,30.0,59.0
56117.67487161488,314.0,0.14731267888437535,24.0,60.0,36.0
70238.45914115541,243.0,0.10393251749113211,31.0,32.0,80.0
2064.015557017379,230.0,0.10642637005525686,10.0,63.0,40.0
97613.31080820602,471.0,0.022815244345054442,51.0,10.0,57.0
23738.290072961736,433.0,0.1816444540650334,34.0,74.0,45.0
3938.3216414366525,356.0,0.04613484123625793,75.0,44.0,45.0
5683.154635529994,229.0,0.1325311192939563,10.0,7.0,26.0
62959.842721865396,335.0,0.029604874289470052,28.0,48.0,57.0
66540.4480834886,364.0,0.0707797479493455,58.0,11.0,21.0
5087.160935030194,178.0,0.19450077617218198,36.0,72.0,51.0
52861.32481818571,237.0,0.019044823056444306,25.0,9.0,25.0
12569.082582810139,395.0,0.001164640558067398,20.0,20.0,80.0
26133.07470806383,164.0,0.004241317048546534,72.0,14.0,55.0
91524.6166319729,358.0,0.14846777359083055,74.0,13.0,99.0
44795.96929446763,389.0,0.12415374545699767,30.0,26.0,43.0
15790.409898318145,359.0,0.12322988317555056,52.0,73.0,68.0
55846.21708338029,197.0,0.17550731430752875,10.0,34.0,53.0
12965.43519650487,183.0,0.08956663630326196,62.0,56.0,34.0
16812.343938413447,451.0,0.03774807886314851,73.0,44.0,53.0
84589.93629108946,242.0,0.17424308004072822,72.0,77.0,24.0
75877.1726099193,135.0,0.13029456743945725,19.0,55.0,20.0
86569.73294712599,253.0,0.1976814882026522,28.0,22.0,86.0
6423.841231658217,312.0,0.010480549525812033,12.0,37.0,78.0
55361.24786742704,326.0,0.14415760491467244,8.0,62.0,92.0
37561.4513235838,257.0,0.1208916515468681,40.0,73.0,91.0
20298.483068755213,231.0,0.0711114625876164,33.0,39.0,84.0
13257.942789320034,195.0,0.03088256656730508,57.0,61.0,62.0
97874.73113294577,259.0,0.0965004023555315,47.0,13.0,52.0
10607.894145597105,141.0,0.18177418021955183,35.0,11.0,72.0
51576.65530512977,112.0,0.11691101718957492,76.0,34.0,91.0
24125.850774268947,255.0,0.18987972001844422,8.0,32.0,23.0
20299.884217658924,454.0,0.09416708904869864,41.0,61.0,30.0
20867.388638801945,355.0,0.04074756882666102,25.0,35.0,86.0
91607.82945001453,490.0,0.14044578010304554,16.0,28.0,71.0
88761.34374472892,479.0,0.18380878261791392,76.0,31.0,39.0
58854.09077329829,256.0,0.07960715421452336,66.0,7.0,63.0
35309.89118788394,312.0,0.04500754777731271,27.0,65.0,58.0
16364.660359014928,265.0,0.06184438121949414,47.0,76.0,86.0
96026.24730752544,364.0,0.0600994380267502,80.0,10.0,34.0
70731.66141931825,110.0,0.12149628992948709,47.0,8.0,28.0
64525.12373991736,146.0,0.13872053904796822,16.0,61.0,60.0
78290.15586150925,329.0,0.12560105394528376,51.0,61.0,52.0
77674.8654979337,270.0,0.1843828996889031,37.0,67.0,26.0
45961.429528319706,278.0,0.027134438741963997,75.0,27.0,60.0
94232.27356847898,282.0,0.1291142224777775,23.0,47.0,41.0
78848.59990139297,218.0,0.07812661188459698,41.0,58.0,59.0
15536.358507049,262.0,0.038204303132187395,44.0,16.0,34.0
12496.995775817082,355.0,0.1799532977957603,47.0,27.0,26.0
709.7241530719155,166.0,0.17069323036093187,26.0,23.0,29.0
11116.701149927485,381.0,0.1911727409226197,17.0,53.0,94.0
54350.388192445345,169.0,0.027623437811291264,40.0,54.0,47.0
46401.09750494298,361.0,0.1946518994499563,69.0,15.0,57.0
14252.4832389246,157.0,0.10890805189636295,17.0,13.0,78.0
14756.046793898035,315.0,0.17819139512748491,65.0,73.0,74.0
26390.945167316317,408.0,0.17620801026873575,59.0,37.0,23.0
26398.77117295049,336.0,0.18177223770164,32.0,70.0,32.0
52999.944991299606,338.0,0.19319617274414141,61.0,39.0,37.0
89146.39990229625,147.0,0.030752949766609652,32.0,52.0,30.0
19395.109403427807,279.0,0.05493097578907973,62.0,16.0,49.0
47368.133440708465,449.0,0.16756302507361137,37.0,16.0,59.0
47265.393901178046,383.0,0.0827143984991384,60.0,40.0,67.0
2950.7906574236927,305.0,0.11148442598436475,69.0,75.0,47.0
4487.9178141723405,197.0,0.061262844389023165,67.0,76.0,38.0
98999.65381997023,493.0,0.011695908401895183,15.0,48.0,99.0
64619.02836114241,385.0,0.1661768973253751,33.0,13.0,68.0
58275.907542246394,168.0,0.11614353577748378,10.0,78.0,64.0
90525.35252418033,287.0,0.10510932373615839,46.0,61.0,92.0
23737.379206021476,106.0,0.03108647995177032,55.0,80.0,31.0
97440.87991083763,183.0,0.049436671502947685,39.0,68.0,76.0
59360.71787175562,422.0,0.08213836785649992,19.0,80.0,35.0
16880.015238579075,176.0,0.08164866440952026,44.0,30.0,84.0
78073.38262687759,339.0,0.044434718030755584,77.0,42.0,51.0
98533.47235669046,286.0,0.18299681392851752,55.0,75.0,90.0
35665.264703772045,464.0,0.16062254385495223,68.0,41.0,72.0
92379.50639527674,205.0,0.15543645704816456,19.0,40.0,81.0
58145.52940184541,241.0,0.011021931328033552,13.0,73.0,77.0
42947.31659562746,290.0,0.11175371211718475,79.0,14.0,69.0
96719.65549067593,439.0,0.14141084970937676,53.0,50.0,64.0
8492.344193422201,333.0,0.0322225141287328,77.0,9.0,51.0
16239.731197788356,388.0,0.15449942899860716,37.0,11.0,62.0
95701.43748167461,309.0,0.03033051685634234,15.0,40.0,21.0
28850.476181684222,173.0,0.10547220706537515,14.0,10.0,75.0
67784.24282595718,449.0,0.11930384583124641,47.0,47.0,26.0
55174.30703012783,256.0,0.010719174487979367,11.0,25.0,69.0
6453.916949678996,286.0,0.15760707679456554,61.0,53.0,81.0
74608.78781346905,135.0,0.05960929142388099,78.0,74.0,52.0
12051.327644042787,150.0,0.1955171390216312,14.0,69.0,56.0
68824.31775746112,221.0,0.02972705678954357,35.0,72.0,75.0
68089.04624834783,356.0,0.19865101361265347,64.0,9.0,27.0
17065.549714682013,125.0,0.14332859911951068,66.0,33.0,81.0
70796.21646901901,149.0,0.021438370408318086,51.0,6.0,99.0
90638.2109727981,250.0,0.14810056317649528,62.0,48.0,80.0
92188.64487446843,189.0,0.12204988176942883,73.0,30.0,83.0
8945.868092387042,121.0,0.12792242601232784,24.0,50.0,25.0
49404.509015904194,479.0,0.1285070144863366,53.0,65.0,48.0
96555.6672192399,335.0,0.10034392618057333,41.0,40.0,80.0
85223.45693745837,166.0,0.1286414572662627,32.0,26.0,74.0
6431.7697197105335,257.0,0.05488647222266141,49.0,32.0,61.0
26892.216491435043,496.0,0.07839232461929935,34.0,13.0,38.0
91480.83025772563,193.0,0.09142358745485149,45.0,60.0,64.0
69073.5070024374,455.0,0.036361438341997614,65.0,79.0,24.0
7483.10736273162,485.0,0.1844170490041259,35.0,80.0,49.0
72689.08524830783,321.0,0.14245836167374268,32.0,55.0,31.0
88988.58838458425,253.0,0.020665235697080078,39.0,57.0,40.0
39950.07370140327,331.0,0.02266483869369982,7.0,27.0,80.0
96751.13007314627,280.0,0.10883657412550195,19.0,53.0,32.0
12962.99296795964,357.0,0.08664240039355915,68.0,15.0,92.0
49746.959300686736,450.0,0.11340794949792297,61.0,59.0,73.0
97231.45819923608,485.0,0.11950864470261627,30.0,14.0,37.0
55024.41445218359,459.0,0.17885668043691386,49.0,29.0,33.0
25762.589927729412,351.0,0.08807077300731421,37.0,7.0,73.0
1063.6576859002112,487.0,0.08089741349102593,34.0,24.0,63.0
96047.05321228672,107.0,0.1503011734476961,71.0,18.0,49.0
92095.51671362351,359.0,0.05026134582750555,19.0,11.0,55.0
42925.72159513509,368.0,0.17095452543399722,73.0,75.0,53.0
28737.357602240063,411.0,0.1453013475632736,13.0,8.0,50.0
19304.45057100858,366.0,0.10924170064516228,27.0,21.0,28.0
23269.55040379365,152.0,0.17577886367797335,19.0,11.0,84.0
22899.11814304736,120.0,0.09448069703337525,14.0,48.0,54.0
50761.047325077496,194.0,0.04875886670258592,15.0,13.0,65.0
82563.1882081927,439.0,0.0022537478790114695,32.0,66.0,37.0
23146.832083377423,251.0,0.16483694229714196,18.0,63.0,43.0
66005.86060801016,475.0,0.19648532499749297,8.0,42.0,38.0
98170.0578526801,177.0,0.03493435327942478,57.0,51.0,40.0
9767.019916073572,222.0,0.04641378804958871,57.0,41.0,46.0
11755.447393448332,385.0,0.11374616730617933,15.0,13.0,73.0
34099.328222571676,128.0,0.1914791445481705,14.0,50.0,68.0
26435.549243887155,500.0,0.04186223977286856,19.0,33.0,29.0
44463.933042601995,337.0,0.02666600831552999,27.0,14.0,71.0
63169.605451929194,401.0,0.0880587655264,19.0,64.0,90.0
45181.650684305205,409.0,0.06657417447214667,45.0,35.0,92.0
45259.59698359073,222.0,0.08951575251075435,22.0,61.0,89.0
74398.42930467808,386.0,0.07576904926500055,60.0,28.0,95.0
33288.15606691224,375.0,0.07054889366848474,73.0,11.0,48.0
90925.93352542436,460.0,0.09422891302186176,27.0,20.0,89.0
20256.401345720817,489.0,0.09620253431088602,61.0,31.0,93.0
59343.350644799146,188.0,0.19639534483063037,8.0,43.0,65.0
55976.86669734736,454.0,0.1691371930729925,44.0,49.0,59.0
60643.9704322377,338.0,0.020561532888012726,65.0,45.0,27.0
77654.99653687347,248.0,0.006141534273600891,37.0,60.0,68.0
82898.708107494,344.0,0.045460010568188804,16.0,24.0,33.0
54981.761734179345,219.0,0.19750940867918987,13.0,79.0,31.0
4893.725313701528,112.0,0.19231648635139387,17.0,7.0,27.0
52775.3866787254,172.0,0.12192508256934387,57.0,18.0,90.0
44287.503339810035,197.0,0.08470340070388045,30.0,34.0,98.0
48625.7799196822,133.0,0.08149839324550814,29.0,23.0,75.0
68452.14360719071,428.0,0.07498541696240386,76.0,72.0,29.0
62823.9565494529,357.0,0.07844762291244645,36.0,52.0,23.0
69585.55332404398,152.0,0.0948460314391403,59.0,9.0,69.0
28059.400887137577,419.0,0.013980807712578348,17.0,77.0,89.0
8335.06899232556,463.0,0.041463471629364104,21.0,44.0,94.0
75140.54448268667,114.0,0.18152337110193356,78.0,20.0,26.0
96977.87414471811,488.0,0.10076333241366522,39.0,31.0,76.0
6672.563198744813,270.0,0.10483483478593113,42.0,67.0,69.0
88799.96443554427,166.0,0.1349733303770968,41.0,10.0,22.0
48319.158878674454,110.0,0.08208182588844551,20.0,67.0,67.0
34009.50796893437,437.0,0.16577105687281257,17.0,38.0,26.0
11921.24146237785,447.0,0.19374674646541276,67.0,58.0,21.0
69197.50477932095,495.0,0.007091725946926997,74.0,77.0,89.0
13199.146752808625,407.0,0.1854945139392331,12.0,18.0,38.0
46370.81132755496,499.0,0.14364548770352678,73.0,67.0,67.0
8591.874999196802,386.0,0.15376598834934796,56.0,12.0,88.0
34248.45552343899,194.0,0.18815379673827867,34.0,12.0,72.0
41729.351923903014,241.0,0.14934061739523663,9.0,42.0,70.0
81450.99387382907,485.0,0.003280258472259745,40.0,77.0,86.0
39782.47776623344,328.0,0.14931756527518267,60.0,80.0,67.0
84287.12932693331,340.0,0.09235610578018696,59.0,76.0,32.0
95511.27966129528,498.0,0.09616755389630767,23.0,37.0,97.0
12844.60846788992,106.0,0.16849608073300143,80.0,9.0,32.0
74518.59652007777,484.0,0.1304716525485857,21.0,32.0,69.0
58389.074310933225,198.0,0.0713398455086965,75.0,56.0,62.0
67079.92396810607,328.0,0.1463949506487792,68.0,66.0,56.0
47813.9406774762,245.0,0.19226923193627432,62.0,41.0,80.0
85716.9255942159,309.0,0.17155506891569625,34.0,27.0,48.0
16121.66369055532,194.0,0.030780761998006792,18.0,43.0,39.0
57202.620927625125,322.0,0.11239159647951694,40.0,61.0,27.0
58221.116260930285,213.0,0.05838402337852686,56.0,52.0,99.0
76214.17131501337,287.0,0.03258426447922274,32.0,22.0,43.0
77917.90306207036,366.0,0.09161079155137267,17.0,14.0,74.0
15433.13058293049,456.0,0.12185906671061766,24.0,10.0,78.0
18272.802786701865,276.0,0.1456421339867054,27.0,30.0,81.0
56660.86955663439,482.0,0.1498993571954693,15.0,57.0,54.0
28547.28047664076,459.0,0.05616214279317995,25.0,45.0,24.0
42859.4740338458,246.0,0.10171157636874945,39.0,50.0,22.0
35235.319880291616,343.0,0.11747967604152874,40.0,54.0,42.0
84433.67353425916,457.0,0.1109415261963866,78.0,48.0,50.0
6560.638478267218,326.0,0.16741183913038027,20.0,10.0,63.0
51510.40899252056,451.0,0.09883042116964423,59.0,13.0,41.0
86242.8164421932,126.0,0.008795754071023665,67.0,25.0,87.0
4145.139057351599,117.0,0.11988413850003994,28.0,39.0,80.0
45576.883207089966,307.0,0.16444443844196532,30.0,41.0,88.0
6518.38119532807,445.0,0.06948699607987623,74.0,37.0,53.0
42883.508793357214,163.0,0.13840928328835242,7.0,39.0,40.0
85485.1911423329,172.0,0.19076023205139608,35.0,8.0,21.0
4332.96923126153,359.0,0.08879761058186737,8.0,29.0,83.0
2818.847895308929,189.0,0.19958924331787534,29.0,37.0,27.0
32710.705972322718,228.0,0.0857060689991253,65.0,47.0,25.0
87321.49807683291,447.0,0.09643437452279353,59.0,34.0,72.0
68471.18698823224,347.0,0.09252086987733094,59.0,24.0,79.0
95974.16706150575,382.0,0.13430532239468482,77.0,55.0,97.0
52802.481986440245,124.0,0.16714564588781064,38.0,58.0,24.0
25812.213347799952,128.0,0.16276289420256107,77.0,19.0,90.0
84748.15969470861,310.0,0.08988742074634987,6.0,75.0,74.0
13663.640982873661,286.0,0.11522865035502389,25.0,21.0,65.0
16501.620409378793,224.0,0.01917142397079359,76.0,59.0,25.0
35798.75987098265,403.0,0.17338425959705248,16.0,7.0,61.0
86424.18552932465,421.0,0.004277587117231097,17.0,19.0,85.0
83752.86511896715,230.0,0.045667545247659064,24.0,58.0,34.0
47467.20977726323,464.0,0.14567482610776045,68.0,63.0,55.0
26188.635375350812,262.0,0.12614061521325245,45.0,76.0,95.0
19086.59178750848,366.0,0.12198449450591949,57.0,52.0,97.0
50015.07750883107,391.0,0.1649634357837069,30.0,67.0,50.0
64871.26688613399,137.0,0.10467964437828281,59.0,79.0,54.0
30534.6745736248,131.0,0.1638097214360619,46.0,31.0,67.0
61303.67072326438,354.0,0.14800611962559465,72.0,69.0,25.0
69849.9921671654,339.0,0.10128976770277648,20.0,25.0,70.0
39108.69276735257,318.0,0.1855917585636789,58.0,6.0,98.0
33180.74560456495,392.0,0.052773730294488466,34.0,50.0,66.0
95545.71092061198,499.0,0.16681677486317809,13.0,28.0,50.0
57782.12605026559,319.0,0.070160835190451,18.0,10.0,58.0
92505.52762040214,464.0,0.004922132149699632,15.0,9.0,39.0
67557.07892094231,339.0,0.016176400941147473,50.0,54.0,98.0
68040.5256484656,193.0,0.05974079218687256,72.0,53.0,73.0
63509.07325306567,180.0,0.006740153600014476,31.0,71.0,70.0
80787.69746314736,130.0,0.0008512940261494073,56.0,68.0,59.0
79191.73921034543,316.0,0.12989845408054188,32.0,39.0,73.0
45952.57649047853,490.0,0.08777934673154837,31.0,65.0,62.0
22545.93411678948,218.0,0.17884429689284173,11.0,65.0,26.0
16931.332470097175,173.0,0.19578256919220488,44.0,80.0,33.0
1579.6836729047918,227.0,0.017188682157851232,37.0,7.0,28.0
21597.580865368385,413.0,0.023271145174519406,69.0,53.0,70.0
