random-seed,radius,av-att,weight-soc-ben
82977.13273956759,2.0,-1.0,2.0
46666.358807959856,4.0,1.0,2.0
78462.82888835405,8.0,1.0,0.0
88903.42215236533,4.0,1.0,3.0
93748.58715629947,2.0,-0.0,5.0
23915.167608413507,8.0,-0.0,9.0
44973.28823355673,8.0,-1.0,6.0
77862.79195358031,4.0,1.0,2.0
61949.784473703556,4.0,-1.0,8.0
40308.549457393856,1.0,1.0,5.0
17868.639520357134,7.0,-0.0,2.0
88065.28065779428,9.0,-0.0,9.0
44341.20905777685,6.0,-0.0,5.0
7126.688305416139,5.0,1.0,5.0
62703.482073388295,5.0,-0.0,2.0
11635.262825262353,5.0,-0.0,7.0
38245.022451951554,6.0,-0.0,8.0
93509.94813334775,2.0,1.0,4.0
13844.4340760741,4.0,-1.0,0.0
61091.41084527586,5.0,0.0,4.0
60933.97969489359,7.0,1.0,8.0
64285.0143994688,5.0,-1.0,6.0
31870.606159734765,7.0,0.0,2.0
96984.10792696603,10.0,1.0,8.0
60907.204307216176,9.0,-1.0,2.0
17874.87692445868,4.0,0.0,5.0
60520.4338798254,4.0,1.0,5.0
72489.21384129506,9.0,0.0,8.0
79006.3788069989,3.0,1.0,7.0
62422.111875078335,8.0,0.0,7.0
86331.27278685383,2.0,-0.0,2.0
92970.76846522924,9.0,-1.0,8.0
48861.61597458406,6.0,-1.0,7.0
77205.24774426105,2.0,-0.0,10.0
40197.310887274725,7.0,-0.0,8.0
74413.8287728653,3.0,-1.0,9.0
4397.824355811274,1.0,1.0,4.0
91511.82587354809,8.0,-0.0,5.0
1629.9967143749416,9.0,-1.0,5.0
76766.28939157331,4.0,1.0,3.0
51716.15975081574,8.0,0.0,0.0
89310.90952855321,0.0,-1.0,4.0
49449.3242286208,8.0,-1.0,9.0
92156.26101207284,3.0,1.0,6.0
8198.468059062705,6.0,0.0,7.0
21429.300538206116,1.0,1.0,9.0
36679.602320951984,3.0,-1.0,6.0
63654.59382489502,0.0,-1.0,6.0
46143.06790707745,8.0,0.0,6.0
24899.176180139115,2.0,-0.0,3.0
88764.03156359158,1.0,-0.0,8.0
9955.866468639177,5.0,-0.0,2.0
62023.555914012526,2.0,-1.0,3.0
60141.32671663862,7.0,0.0,7.0
82717.15169460278,1.0,-1.0,7.0
76368.36463461888,2.0,1.0,6.0
99002.47938965562,3.0,0.0,3.0
53344.26642932513,1.0,-1.0,10.0
43722.85970978381,9.0,1.0,0.0
98062.64971210253,4.0,0.0,4.0
15506.304995081655,2.0,0.0,6.0
99196.2553037618,4.0,-0.0,0.0
39694.53708789537,8.0,-1.0,1.0
96429.18389624183,4.0,0.0,10.0
65102.86278707554,3.0,0.0,1.0
29043.278404966273,1.0,-1.0,2.0
27589.823645230274,9.0,1.0,3.0
53595.83742833446,0.0,-0.0,7.0
65928.75915838005,9.0,-0.0,4.0
96279.7953796709,4.0,-1.0,9.0
5988.999990341589,6.0,1.0,6.0
73523.87684924754,9.0,-0.0,5.0
9560.36140074823,8.0,0.0,0.0
26746.18468479771,3.0,0.0,8.0
86759.66626087455,4.0,-1.0,4.0
22269.259385552716,3.0,-1.0,9.0
24934.156941170077,5.0,0.0,8.0
42612.08548440971,8.0,1.0,10.0
87410.38799821172,9.0,-1.0,7.0
11938.196638940142,4.0,-1.0,3.0
99857.79811374778,2.0,0.0,1.0
43923.28526925205,1.0,-1.0,6.0
18883.153304391835,2.0,-0.0,2.0
86305.41593637237,3.0,1.0,7.0
7408.59387782326,9.0,0.0,3.0
60103.53680452691,3.0,-0.0,10.0
19451.035459776085,7.0,-0.0,5.0
60477.165246581004,7.0,1.0,7.0
34626.63618348039,5.0,-1.0,6.0
66991.1162997965,9.0,-0.0,2.0
35267.219022705605,10.0,-0.0,0.0
9057.203870888707,7.0,1.0,8.0
41916.41997443453,3.0,-1.0,1.0
73207.08334231998,6.0,-1.0,0.0
31847.385337652777,6.0,1.0,8.0
82527.11082334608,8.0,1.0,4.0
3378.305279106583,8.0,-0.0,5.0
44224.71654353266,3.0,-0.0,1.0
74803.50907184865,3.0,1.0,10.0
5521.023715727026,0.0,-0.0,4.0
30310.98036939547,9.0,1.0,6.0
20304.31072219483,9.0,-1.0,4.0
40561.706834149096,10.0,-1.0,2.0
38641.67349354073,2.0,-0.0,4.0
9826.898011288768,7.0,1.0,10.0
21440.907213282007,9.0,1.0,8.0
25740.66010501927,4.0,-0.0,9.0
71548.31305650718,4.0,1.0,2.0
98798.30706901816,1.0,-1.0,6.0
90716.27702383725,3.0,-1.0,3.0
25319.817581108582,2.0,0.0,7.0
44917.587783153394,7.0,-1.0,4.0
59097.68458664095,7.0,1.0,2.0
21679.128469481886,4.0,0.0,2.0
72497.38797047027,9.0,0.0,3.0
19066.11911511192,0.0,-0.0,8.0
47547.19186011574,7.0,-1.0,1.0
69272.79731653513,7.0,-0.0,4.0
73495.80670979503,5.0,-0.0,5.0
37841.42770772979,1.0,1.0,2.0
34146.020378510766,9.0,-1.0,7.0
77553.04627055145,9.0,0.0,0.0
76916.96814591018,2.0,-1.0,8.0
38169.75066430864,2.0,-1.0,0.0
84292.37490819524,8.0,1.0,1.0
59136.493604223135,4.0,-0.0,7.0
69927.39335134048,8.0,-0.0,2.0
59071.888676679475,4.0,0.0,8.0
44017.221771809476,3.0,0.0,2.0
88762.86112965745,2.0,0.0,2.0
7819.73537726695,4.0,-1.0,6.0
80699.00273487702,2.0,-0.0,1.0
55379.84921841519,1.0,1.0,3.0
12224.171011960314,8.0,-1.0,6.0
98817.66892918895,7.0,1.0,8.0
319.475283619076,1.0,-0.0,8.0
52856.00881247919,0.0,-0.0,7.0
26643.247206131393,2.0,0.0,7.0
16212.971400351562,2.0,-1.0,5.0
71933.49472380674,7.0,-1.0,6.0
51458.78141414065,9.0,-1.0,0.0
69396.29638995236,8.0,-1.0,4.0
39040.610053011114,8.0,0.0,4.0
814.671170968095,4.0,-1.0,7.0
71920.92277209049,5.0,1.0,3.0
23431.88752754152,5.0,1.0,3.0
7193.1277399487335,1.0,-0.0,2.0
20034.793220440104,6.0,-1.0,4.0
46582.313953164994,5.0,-0.0,10.0
85150.4684252307,8.0,-0.0,3.0
11530.612881289311,6.0,-0.0,6.0
46145.79921925146,10.0,-1.0,4.0
14776.083676075496,3.0,1.0,5.0
79851.14993998189,4.0,-1.0,7.0
46869.43487277746,3.0,-0.0,7.0
40125.453844708325,10.0,-1.0,9.0
84832.22091262294,8.0,-0.0,5.0
48991.76191529994,6.0,1.0,8.0
4055.3187466904574,5.0,-0.0,1.0
33215.649498950654,6.0,0.0,0.0
86362.7513406792,4.0,0.0,4.0
66828.33807814098,1.0,-0.0,6.0
73003.53036640325,2.0,0.0,7.0
15053.310302456148,5.0,-0.0,5.0
11156.82999180204,0.0,-1.0,1.0
33623.521413116156,10.0,-1.0,8.0
31500.174577139613,10.0,-1.0,7.0
30269.603638791694,1.0,0.0,1.0
5160.675282338733,4.0,-1.0,2.0
15917.188759830071,7.0,1.0,7.0
114.53526495810854,9.0,1.0,7.0
94300.2812200425,9.0,-0.0,1.0
12868.145260991634,5.0,-1.0,4.0
19406.59864653793,3.0,-0.0,2.0
40804.51282365099,7.0,-0.0,3.0
86111.79923148811,6.0,1.0,6.0
73287.51606048772,5.0,0.0,5.0
1893.140275188362,7.0,1.0,6.0
69976.2971480169,4.0,0.0,5.0
42046.55702171105,7.0,-1.0,1.0
23657.42241943231,1.0,1.0,0.0
45373.65839289727,2.0,-0.0,9.0
70852.06712138955,4.0,0.0,9.0
37881.90315413573,1.0,0.0,6.0
64103.090176288104,6.0,-1.0,2.0
52190.60944696655,9.0,0.0,7.0
26822.161197734564,3.0,1.0,7.0
74275.28533855497,2.0,-0.0,1.0
20404.467965502918,7.0,0.0,1.0
70128.68265392387,5.0,0.0,10.0
37441.56010444199,2.0,-1.0,2.0
85390.62999306599,9.0,1.0,7.0
22217.957592037845,5.0,1.0,9.0
18027.082672828015,8.0,-1.0,4.0
12898.944085479097,7.0,-1.0,0.0
98721.89124103393,3.0,-1.0,8.0
380.81943887067865,2.0,1.0,0.0
67191.48156500104,6.0,-1.0,2.0
83040.88495417709,3.0,-1.0,7.0
26991.260350816854,5.0,1.0,8.0
55025.187883393155,10.0,-0.0,0.0
47055.181094394364,9.0,1.0,7.0
6006.625453715396,1.0,1.0,1.0
54894.43544329127,2.0,0.0,2.0
75056.38859502849,4.0,1.0,6.0
61227.70743766485,5.0,-1.0,8.0
79652.53020832752,4.0,1.0,3.0
10845.397522824054,1.0,0.0,3.0
70075.78120451923,1.0,0.0,7.0
97056.52157698883,4.0,-0.0,2.0
95700.83467488442,7.0,0.0,0.0
48263.22799479474,10.0,-1.0,1.0
41663.181221675615,2.0,0.0,9.0
88555.6943667767,6.0,-0.0,3.0
37101.09227072223,0.0,-0.0,4.0
1418.9192469735194,7.0,-0.0,9.0
23844.989086287893,1.0,0.0,4.0
60625.298573540684,2.0,-0.0,0.0
6590.117832375935,9.0,1.0,1.0
91800.62807995209,8.0,1.0,2.0
67627.40837088216,1.0,0.0,2.0
34743.979580588886,6.0,1.0,3.0
99486.51807385351,6.0,-1.0,5.0
85689.0023207821,9.0,0.0,3.0
68029.56409721595,10.0,1.0,5.0
85888.60011686955,3.0,-0.0,0.0
92096.87578888792,3.0,-1.0,1.0
8127.282214003855,8.0,-0.0,7.0
52782.693418355775,4.0,1.0,6.0
29619.558214552075,2.0,-0.0,8.0
22853.716646469744,2.0,-1.0,5.0
83021.21786418796,2.0,0.0,3.0
71566.24527210133,7.0,1.0,4.0
40433.43656395018,1.0,-0.0,5.0
37792.88181056443,2.0,1.0,3.0
10523.886176831884,6.0,-1.0,3.0
60483.80487040754,5.0,-1.0,6.0
95203.25380370434,8.0,-1.0,6.0
30717.27393679976,5.0,1.0,5.0
72589.22051790607,0.0,-1.0,1.0
84754.01001502259,9.0,1.0,5.0
25791.33424201333,10.0,1.0,7.0
78058.8053372543,3.0,-0.0,9.0
87914.7939784242,7.0,-1.0,4.0
47881.47215167851,6.0,-0.0,3.0
53127.932353619275,8.0,1.0,5.0
98115.5440808149,9.0,1.0,8.0
18534.80099566364,3.0,-0.0,9.0
48826.27860800229,5.0,-1.0,7.0
3234.1771856075848,4.0,-0.0,1.0
46287.284571338474,2.0,1.0,6.0
69301.8775233813,7.0,1.0,6.0
28969.511651133518,4.0,-0.0,5.0
95467.47576388044,1.0,-1.0,2.0
39312.84716917994,6.0,1.0,6.0
64848.292692012525,4.0,1.0,7.0
6976.8306571664825,9.0,-0.0,1.0
47474.436948287126,1.0,1.0,4.0
53819.855258693344,3.0,-1.0,4.0
35470.36361789371,9.0,-0.0,7.0
24914.276063023182,7.0,1.0,10.0
92804.00751887161,9.0,-0.0,2.0
15468.002451986593,0.0,-1.0,8.0
72091.61843210306,10.0,0.0,7.0
97852.15319649095,10.0,-0.0,4.0
42201.15000633545,6.0,-1.0,9.0
1213.1505862874312,10.0,-1.0,6.0
16377.546384532805,9.0,1.0,3.0
79219.34509009984,5.0,0.0,7.0
9756.191939944652,3.0,0.0,8.0
27351.22690750287,1.0,1.0,6.0
56060.52035877292,9.0,-1.0,4.0
27979.637299165115,5.0,-0.0,1.0
27924.58846475408,10.0,0.0,1.0
97932.38346705474,4.0,-0.0,4.0
19611.2977031353,1.0,-1.0,3.0
36669.37233151555,8.0,1.0,2.0
46720.58130574584,3.0,-0.0,3.0
57350.974419680795,3.0,0.0,9.0
7695.418056811397,4.0,0.0,8.0
78006.45540924452,4.0,-1.0,1.0
87081.20189632266,8.0,-0.0,5.0
76110.47293932931,5.0,1.0,0.0
43794.97087279551,4.0,-0.0,6.0
11889.272475887012,3.0,-1.0,8.0
87309.54192751898,5.0,-0.0,3.0
32949.48764252839,3.0,-0.0,8.0
93027.53205834175,4.0,-0.0,0.0
26503.236927517326,5.0,-1.0,4.0
31965.41275936682,4.0,-0.0,4.0
95711.00483328036,2.0,0.0,2.0
37318.4750995018,3.0,0.0,1.0
50205.145993764636,6.0,0.0,1.0
87348.51763032444,7.0,0.0,0.0
18573.92589234224,4.0,0.0,7.0
939.3545641573052,0.0,-0.0,3.0
88582.91700219631,3.0,-0.0,0.0
90833.12691892107,1.0,1.0,8.0
21167.10653021839,2.0,-1.0,1.0
8721.052902603518,9.0,0.0,6.0
40528.433794248675,2.0,1.0,7.0
69380.09253600457,2.0,-0.0,9.0
42948.194502931685,10.0,0.0,5.0
69993.83229229832,7.0,0.0,0.0
76437.9722818103,2.0,-0.0,10.0
75195.50635764908,10.0,-1.0,1.0
58222.0916620533,2.0,0.0,4.0
6761.114875561882,2.0,0.0,5.0
30721.883316793042,6.0,1.0,5.0
22092.627441731114,1.0,-0.0,3.0
333.4721309983766,5.0,-1.0,9.0
10037.916187949382,9.0,0.0,0.0
10142.940869318474,9.0,1.0,7.0
60911.554277592215,4.0,0.0,2.0
42602.703052237695,7.0,1.0,0.0
33720.8218890687,8.0,1.0,8.0
77710.1488498334,5.0,-1.0,1.0
9327.497778770785,8.0,-0.0,1.0
29132.291504575085,4.0,1.0,9.0
94582.7449448898,2.0,-1.0,10.0
49575.69463377069,3.0,-1.0,10.0
443.78569225542043,2.0,1.0,2.0
70237.42741373913,9.0,-0.0,9.0
64734.10386852044,6.0,0.0,4.0
11375.787479618853,3.0,-1.0,9.0
98313.66515554853,1.0,0.0,3.0
4192.159246528296,4.0,-0.0,1.0
89101.2224294179,7.0,-1.0,0.0
79837.77904774174,10.0,-1.0,10.0
40538.65052676617,6.0,-0.0,10.0
70733.87229885785,8.0,1.0,2.0
52678.18432801993,4.0,-1.0,2.0
4964.910179743164,6.0,-0.0,2.0
96586.77348364591,6.0,-0.0,0.0
11222.375139885138,6.0,-0.0,5.0
36451.84624246288,8.0,-0.0,7.0
81623.94290676316,3.0,-0.0,7.0
14820.582243390627,3.0,1.0,8.0
33179.482587738734,2.0,0.0,8.0
48312.133417170546,6.0,-1.0,2.0
23731.239720117814,2.0,1.0,8.0
5644.15211254949,5.0,0.0,3.0
88992.71968531374,8.0,-0.0,7.0
91642.18415290005,3.0,0.0,1.0
80933.94373017403,1.0,0.0,9.0
79777.12476614703,5.0,-1.0,9.0
7534.757959741952,8.0,-1.0,7.0
54111.50343160964,8.0,-0.0,8.0
52650.851884487965,6.0,0.0,9.0
59993.12722806209,1.0,-1.0,9.0
32301.046635478393,6.0,-0.0,7.0
43211.08590921312,5.0,-1.0,3.0
79748.52225719826,4.0,-1.0,9.0
49273.923185478925,0.0,-0.0,1.0
17792.49734862552,1.0,-1.0,1.0
4173.7460665485805,5.0,0.0,8.0
14422.91634781019,2.0,-0.0,3.0
30420.797271400028,3.0,0.0,6.0
96575.82041320571,5.0,-0.0,3.0
10453.429483504073,7.0,-0.0,8.0
15612.080062627934,0.0,-0.0,5.0
17938.75092455668,6.0,1.0,1.0
57588.10836425345,7.0,-0.0,3.0
812.520915492657,4.0,1.0,3.0
43991.54251069611,5.0,-0.0,9.0
18269.887550486732,8.0,0.0,8.0
94091.58215112987,3.0,-1.0,1.0
5041.961942626124,2.0,0.0,7.0
51926.772547354936,6.0,1.0,4.0
36293.68242711509,6.0,0.0,7.0
97113.56567194982,4.0,-1.0,1.0
68912.25668432715,4.0,-1.0,8.0
13251.114750586703,10.0,-1.0,10.0
1845.8596178758635,9.0,0.0,1.0
76935.56038883694,7.0,0.0,2.0
73611.42622305996,2.0,1.0,5.0
51659.38956459288,5.0,-0.0,1.0
1134.2850314072623,1.0,0.0,6.0
64975.49854208517,8.0,0.0,8.0
33046.34739073588,3.0,-1.0,7.0
34929.39667924399,8.0,0.0,5.0
45335.206169874065,1.0,0.0,8.0
37827.95950056712,1.0,-1.0,2.0
63772.916648420025,1.0,-0.0,5.0
77730.23962776324,5.0,0.0,7.0
25250.719933934302,6.0,1.0,3.0
57062.28679219884,8.0,0.0,0.0
65353.17382286587,9.0,0.0,5.0
75148.5164676606,1.0,-1.0,0.0
49152.0662987335,5.0,1.0,1.0
7579.28717129958,1.0,0.0,0.0
49560.42427551586,3.0,-0.0,9.0
27472.47385036141,9.0,1.0,2.0
61185.503673397194,9.0,0.0,9.0
2180.8454642356237,5.0,1.0,10.0
55989.934797082475,9.0,1.0,0.0
25320.72648096591,4.0,0.0,3.0
70980.22820101083,8.0,1.0,6.0
67784.68823277319,5.0,-1.0,1.0
65647.14274243067,0.0,-0.0,3.0
28103.792556218385,8.0,-0.0,9.0
33371.06513563966,3.0,-1.0,3.0
90989.67557648402,5.0,-0.0,9.0
86860.69404028018,2.0,-0.0,4.0
58681.735731541856,3.0,1.0,9.0
51329.02873581125,5.0,1.0,8.0
83407.69077469344,6.0,0.0,8.0
17659.566253165747,4.0,-1.0,10.0
4767.364671260576,2.0,-0.0,5.0
83520.2861984586,3.0,1.0,6.0
11311.589156170308,10.0,1.0,6.0
4454.988727908637,5.0,-1.0,9.0
54538.732381089125,7.0,0.0,9.0
6917.453180182209,7.0,-1.0,6.0
30388.405731831794,1.0,-0.0,5.0
38048.76188396723,4.0,-1.0,7.0
27315.197658960253,6.0,-0.0,8.0
95321.34429887653,5.0,-1.0,8.0
69062.60807479262,5.0,0.0,6.0
11699.424162734544,8.0,-1.0,4.0
45959.466549400495,9.0,-0.0,9.0
54993.880104044634,5.0,1.0,6.0
49412.24109161073,2.0,0.0,9.0
44587.35677861903,3.0,1.0,5.0
19176.24536847744,9.0,-0.0,8.0
97514.77504040458,6.0,0.0,5.0
64423.11414538843,7.0,-1.0,3.0
7233.845285684241,6.0,-1.0,1.0
62486.321047614074,10.0,1.0,7.0
74732.71868129756,8.0,0.0,6.0
47132.661516791595,7.0,0.0,5.0
4674.741718518486,5.0,-1.0,5.0
48270.569113892096,0.0,-0.0,8.0
23611.043565688193,1.0,0.0,8.0
39762.99876016508,9.0,0.0,8.0
5517.99053973922,7.0,-1.0,4.0
36151.867533249504,6.0,1.0,9.0
83940.3122267683,3.0,-1.0,6.0
68215.20750458312,0.0,-1.0,0.0
64754.09466361773,4.0,0.0,1.0
22398.410978208918,5.0,0.0,6.0
79725.39266585115,3.0,1.0,9.0
82068.54449704643,9.0,-0.0,5.0
77423.78611149141,2.0,1.0,6.0
60740.96995096379,7.0,-0.0,9.0
85480.846934198,6.0,0.0,3.0
35186.3729451597,9.0,-0.0,0.0
80399.58619925095,0.0,-0.0,2.0
31910.28715559308,1.0,-1.0,6.0
68074.61383377876,7.0,-0.0,9.0
44289.11531251914,1.0,-1.0,2.0
81239.27019086266,5.0,0.0,9.0
12561.777916073817,9.0,0.0,3.0
93888.41881647693,2.0,-1.0,4.0
65677.61974411928,4.0,-0.0,2.0
43154.53543708994,4.0,1.0,4.0
95291.89877771527,7.0,-0.0,2.0
24942.18026070613,6.0,1.0,5.0
5612.109538286751,9.0,0.0,1.0
25362.902335228002,0.0,0.0,9.0
21837.46696627236,5.0,-0.0,5.0
54234.67032494785,4.0,-0.0,6.0
76026.05078208224,8.0,-1.0,3.0
84116.30122593102,3.0,0.0,6.0
82775.85627636398,6.0,1.0,9.0
66385.7178366354,4.0,-1.0,8.0
72975.77669860162,5.0,1.0,2.0
24572.676081373873,4.0,-1.0,6.0
94431.81050904567,3.0,-0.0,1.0
15111.086832772819,7.0,-1.0,4.0
62491.55376548418,8.0,-0.0,5.0
17679.224872344912,6.0,-0.0,2.0
17541.8960934454,4.0,0.0,4.0
73504.88926001938,3.0,-1.0,5.0
9519.961500947345,2.0,1.0,8.0
51092.367930683155,7.0,0.0,9.0
54524.79874630223,6.0,-1.0,9.0
85858.51807911103,9.0,0.0,6.0
78103.13521858043,5.0,-1.0,7.0
40138.334871449144,4.0,0.0,7.0
73632.65447936901,6.0,-0.0,7.0
11823.836188316442,10.0,0.0,9.0
32848.5604696875,6.0,1.0,3.0
96510.84959265015,6.0,-1.0,9.0
9140.212693374702,3.0,-1.0,2.0
91050.56974580331,4.0,0.0,6.0
37172.682560851485,5.0,1.0,7.0
65556.92094523534,4.0,-0.0,9.0
49807.30614040336,6.0,0.0,3.0
76918.30915197547,7.0,-1.0,3.0
50014.25620869275,1.0,0.0,5.0
81351.95951288509,8.0,-0.0,7.0
86617.096695917,4.0,0.0,1.0
71781.93350078289,1.0,-1.0,8.0
53231.45314583424,7.0,-1.0,7.0
42064.78174320451,9.0,-1.0,9.0
88827.49501184378,4.0,-1.0,6.0
27044.806726625768,3.0,-1.0,6.0
92476.83396313808,6.0,-1.0,1.0
17034.36284017973,8.0,-0.0,5.0
72573.60753791415,5.0,-0.0,5.0
28791.565159142574,6.0,1.0,2.0
3034.0820671544207,8.0,0.0,7.0
70660.52816577301,7.0,-1.0,5.0
39199.94552369173,0.0,1.0,6.0
2559.453095857254,1.0,0.0,4.0
25159.137878218273,9.0,0.0,4.0
93527.32517989104,1.0,0.0,3.0
42670.35780754545,5.0,1.0,4.0
37242.76353194588,6.0,-1.0,4.0
50164.2253893927,0.0,0.0,3.0
67304.20443043696,10.0,-1.0,10.0
51022.56143585329,7.0,-1.0,4.0
12819.097344716301,7.0,-1.0,7.0
69986.03005695136,3.0,0.0,5.0
84215.29222931569,6.0,0.0,6.0
86448.13880920489,7.0,-0.0,3.0
1066.9335206303751,4.0,-0.0,7.0
81717.81384341554,9.0,-1.0,6.0
20797.445215122098,1.0,1.0,9.0
36549.77820399917,4.0,-0.0,1.0
41809.75501534091,5.0,-1.0,8.0
65189.007140789385,2.0,-1.0,2.0
32336.836980646054,8.0,-1.0,4.0
73057.70687665782,5.0,-1.0,2.0
8643.724406405014,1.0,-0.0,2.0
62558.98969632314,10.0,0.0,5.0
41422.32011268857,5.0,0.0,5.0
60944.31898081718,5.0,1.0,7.0
1969.4337790797363,2.0,1.0,8.0
94178.72182601818,8.0,-0.0,9.0
58909.201630307674,1.0,1.0,10.0
74374.65587911947,1.0,1.0,8.0
71722.47710581905,1.0,0.0,8.0
91961.25278422543,8.0,1.0,3.0
34078.03327824708,8.0,1.0,8.0
18994.05048889103,5.0,0.0,2.0
14095.773598603517,1.0,-1.0,8.0
36385.56698442899,4.0,0.0,3.0
23272.730221023372,7.0,-0.0,9.0
43254.23929102596,4.0,-1.0,8.0
86121.12476475429,4.0,-1.0,0.0
8085.960198384629,4.0,-1.0,9.0
35758.69534437671,7.0,-1.0,9.0
7367.495200271495,6.0,-0.0,1.0
71799.84996866377,4.0,-1.0,3.0
92523.37933968169,4.0,-1.0,7.0
87341.90832523185,5.0,-0.0,6.0
90803.9974406414,4.0,-0.0,9.0
96527.17211548032,7.0,-1.0,7.0
73052.9347320078,4.0,-1.0,5.0
2805.1802739433306,1.0,-1.0,6.0
57196.474996416466,6.0,0.0,9.0
3985.9468917171794,5.0,-1.0,2.0
93016.66968349533,7.0,-1.0,9.0
367.8904717343819,5.0,1.0,3.0
31201.454088731178,7.0,-0.0,4.0
42318.286609051924,4.0,1.0,3.0
48605.177875081295,7.0,-0.0,4.0
76596.37152479429,2.0,-1.0,5.0
96841.14833866224,4.0,-0.0,4.0
69926.30941595972,10.0,1.0,0.0
60213.442702349676,7.0,1.0,9.0
45242.169410041904,4.0,1.0,4.0
95671.87758206899,1.0,-0.0,4.0
17785.981707511466,7.0,-0.0,1.0
12481.962788493995,4.0,1.0,1.0
29954.378820069873,1.0,1.0,6.0
83795.6651539018,2.0,0.0,0.0
2945.8914188684134,3.0,0.0,8.0
50788.77927793324,2.0,-1.0,1.0
76360.87718741788,2.0,1.0,4.0
80696.60567144696,5.0,0.0,8.0
95598.83287895804,7.0,1.0,9.0
39081.83791317714,6.0,1.0,7.0
49843.55982092611,6.0,-0.0,5.0
88669.82472904057,7.0,-1.0,7.0
96501.03072072442,7.0,-0.0,5.0
1243.1255136444402,9.0,-0.0,4.0
83867.72642730406,8.0,-0.0,4.0
20446.693774290852,10.0,1.0,3.0
55198.57089988784,2.0,-0.0,8.0
86757.49203449093,7.0,-1.0,1.0
24642.1944136096,10.0,0.0,3.0
50359.610751848806,4.0,-0.0,3.0
84278.95070812199,1.0,-0.0,7.0
28365.523198455438,3.0,0.0,2.0
90598.21359105948,0.0,-1.0,0.0
13641.587682196101,1.0,1.0,3.0
81452.072042706,2.0,1.0,1.0
47328.954705578224,9.0,0.0,7.0
27130.671848313727,8.0,-1.0,7.0
93235.8285411013,4.0,1.0,9.0
9245.718980884243,6.0,0.0,1.0
56364.45757836248,2.0,1.0,1.0
411.1517834959021,9.0,-1.0,3.0
14212.438996561727,7.0,-0.0,10.0
60960.057111139125,2.0,-1.0,2.0
37019.554919287686,4.0,0.0,4.0
28905.22960625067,8.0,-1.0,8.0
77627.5873707294,9.0,-0.0,7.0
30434.42108216335,4.0,1.0,6.0
95346.27408331422,0.0,1.0,4.0
13910.24386952903,4.0,1.0,9.0
57118.93237524258,6.0,1.0,8.0
14454.326045001177,9.0,1.0,6.0
13327.358914530992,6.0,-1.0,9.0
59897.30527180083,5.0,-0.0,2.0
53542.51001664312,3.0,-1.0,7.0
52754.608567532625,3.0,-0.0,4.0
20669.192333384177,5.0,-0.0,5.0
32719.027453578732,9.0,-1.0,3.0
2703.8459250713563,3.0,-0.0,8.0
35071.02225288083,8.0,0.0,10.0
47769.8733485736,5.0,-0.0,5.0
33068.998597765996,4.0,0.0,1.0
10310.551599139353,6.0,0.0,3.0
60525.217895024136,2.0,1.0,9.0
29785.09178194208,4.0,0.0,9.0
28008.415538994606,1.0,-0.0,9.0
38119.60796793163,6.0,-0.0,1.0
