random-seed,effort-change,overestimation,top,published-proportion,researcher-time
55065.984807456116,0.022420926712446623,0.3055913876048653,8.0,0.5485525620882117,198.0
29549.320169788283,0.0316911900976383,0.015703953620928024,26.0,0.11715708460120915,50.0
43445.0313726025,0.12598740744249262,0.28113819436073795,29.0,0.554820886461825,41.0
21698.219702776816,0.06779864751983636,0.27723680115204646,34.0,0.048996084292362324,104.0
47167.986711115154,0.01904012287000936,0.4056013418765792,28.0,0.2527863546157527,111.0
19309.891135521917,0.1754210479310922,0.3389847704351684,17.0,0.9523531242896802,175.0
42981.63046303716,0.015496630383597877,0.490341777196006,32.0,0.8670379006099278,79.0
68661.64037908975,0.1402701907364813,0.20389633132448742,32.0,0.4095134326209378,86.0
59608.70490171589,0.0749122650575887,0.08070430538655982,20.0,0.6041243791024515,78.0
62912.01774197542,0.097462343501757,0.0568252837621554,19.0,0.3760466127262574,42.0
22649.476184741477,0.1515978133650916,0.04010713325153287,36.0,0.5169880888474416,137.0
10845.711234290204,0.1780569909971978,0.41552713497906024,19.0,0.9005818666455973,6.0
98998.48674334519,0.1718702228600375,0.11858306650807143,7.0,0.36111877826552835,27.0
9321.709839137431,0.04778976354543268,0.3223683524914376,10.0,0.906909979466449,127.0
73643.9138185945,0.11995843537705482,0.14648477384030656,17.0,0.7752619149253683,89.0
72788.93932577214,0.016501221190827066,0.14057671176905717,28.0,0.5273966968702332,159.0
31122.59695116013,0.04300211570091666,0.36096502504759104,20.0,0.9270572842285848,121.0
11667.932121060368,0.014622016593432076,0.18109373900363207,2.0,0.8960444086359991,109.0
40989.24906616485,0.1180237853340132,0.21259073337348056,37.0,0.1739448739738302,56.0
88601.34037850947,0.09998729860583636,0.43031330621431235,11.0,0.20014861292010805,103.0
3627.436291176446,0.1888051815655444,0.18954977043724652,3.0,0.7942485781464553,157.0
58841.09430644092,0.1829661504133723,0.3868083710167901,6.0,0.632672120192772,90.0
18081.34522264908,0.07739776189454342,0.18636307455280382,37.0,0.7398447802023899,44.0
50659.63262820933,0.04658426454332994,0.25050019668943907,33.0,0.590427379839856,123.0
16257.2292492691,0.10436976191853438,0.2970180035685759,5.0,0.3734721914489463,65.0
45605.42656366821,0.04937771754835363,0.3195862715576505,33.0,0.4297405470730376,169.0
57177.26476429352,0.12410243585488344,0.15206363482101054,27.0,0.13930901075097374,37.0
99888.30560617971,0.19889504764562382,0.08232230762955339,11.0,0.2254037551947197,118.0
96097.36944899312,0.09977932012446822,0.008562935721846798,2.0,0.9808096359114248,143.0
25813.199526994493,0.18781326411475646,0.41696549660889726,16.0,0.9950201136106511,136.0
89716.4379320208,0.07253721222752488,0.026045792517472355,4.0,0.7557633993760262,9.0
27158.654166902677,0.007316750920879512,0.3788079387221223,27.0,0.6966059079954926,118.0
4922.275319078977,0.09873518954240582,0.38250649545069443,3.0,0.5394585230469212,127.0
78669.8289427829,0.0707916313095146,0.2821719857728722,5.0,0.29347812529497475,172.0
29153.830578884023,0.08863980048239149,0.4389404388473939,12.0,0.213657371120463,3.0
61835.101616591004,0.03891993741045981,0.1778150558456405,29.0,0.7447425200549325,87.0
22388.70372752686,0.04672419248755402,0.20348530299529966,34.0,0.4901537182403436,3.0
60236.105443174456,0.15638721354088322,0.18009175259948146,23.0,0.698643773655864,132.0
25013.56087419891,0.06150308348209508,0.09191770656710097,18.0,0.7460590865402104,91.0
73804.93156224756,0.10634154381991773,0.17570539215527248,25.0,0.2710978195114236,66.0
4884.014665172546,0.15137492175330491,0.08764283550704616,26.0,0.48829019163583093,93.0
87618.2887206837,0.14804197179968911,0.4991761017295323,2.0,0.4284022180742296,75.0
95347.06720073757,0.06520407479111204,0.0834391157316468,3.0,0.052573567747796625,124.0
25488.820096797783,0.14454999206388577,0.0036554222829037752,27.0,0.7477724815138201,19.0
47196.814328220986,0.11866780759690276,0.27469992546012345,24.0,0.3956570732511419,141.0
21574.901597865897,0.15221208244156578,0.0682604691581733,35.0,0.9927514087535653,51.0
69046.49347018862,0.004416022622947513,0.020852008639507924,6.0,0.4403294025471698,164.0
57800.65386623521,0.08579221684882632,0.22929869759976235,4.0,0.7400615617261046,9.0
80702.85804931099,0.032653204897726655,0.059286295267669264,34.0,0.5086084829016616,180.0
60077.742901886304,0.04340671012231523,0.1921543731727397,1.0,0.8141001217886803,139.0
79157.67904612115,0.01096586938902444,0.4682967002808406,7.0,0.9333598635849162,25.0
40473.998625823166,0.08600893566941087,0.36335491636503553,26.0,0.8042756277906581,24.0
5174.958999150791,0.02031234045240482,0.17292951996411704,9.0,0.8226872724034097,106.0
49259.847393665004,0.0006060669539996289,0.19415318001754867,11.0,0.40549803181133154,29.0
92268.91728641231,0.08863981563888142,0.35826575396300137,30.0,0.7507984873087785,178.0
88424.85299704678,0.1690913551275537,0.1377105359069552,5.0,0.38688016865299496,156.0
24594.25058700606,0.08806113333883447,0.0823665373587481,9.0,0.8363067858103476,46.0
17751.011837115326,0.03561903190869418,0.2054328089831683,7.0,0.9287377312391,47.0
51390.762707694936,0.03887924616982646,0.4870777621904839,36.0,0.9444124990990267,53.0
81254.21653195392,0.19393442128136318,0.03649859616218232,21.0,0.7269840232588373,111.0
82745.02132441658,0.142029472363946,0.04475987645238194,26.0,0.6937444570455079,6.0
69588.41084380673,0.16062901609454175,0.453403598744554,14.0,0.8028649863409616,154.0
73838.62158699062,0.09542262511880578,0.35585400762876407,4.0,0.9487256897944766,183.0
20086.782807408006,0.15771160343126142,0.138013307773668,18.0,0.21672097513411967,162.0
1815.3830718253882,0.19733186057123125,0.08355465934241973,19.0,0.47514935547954634,129.0
5031.288185056604,0.16561891703409237,0.43500432896253893,20.0,0.5787152258345211,157.0
75967.07106907775,0.06750114053348821,0.4515558955474664,24.0,0.5446035066434609,191.0
7719.543922564804,0.006199681202407126,0.3209778532625048,36.0,0.965441907260171,51.0
90204.06462883035,0.09826156511371578,0.3682262126256028,28.0,0.1610094770304194,25.0
13851.893814689785,0.10756193825734287,0.21859192145882866,6.0,0.36900039747643637,188.0
80606.39881350832,0.015221587091684797,0.2983199717797556,9.0,0.8840290182210043,7.0
66841.96175237077,0.16159552727594936,0.0074639431709278,28.0,0.9539747986713707,102.0
6643.02770299159,0.12528417929929683,0.4030978489645916,17.0,0.8160714385101162,17.0
1174.2649747743399,0.1239020141077275,0.17316639856386146,14.0,0.12385342484417775,57.0
34432.81073118719,0.044745575502541636,0.02493175489354099,7.0,0.23185323577396774,11.0
43216.27244280007,0.09949545933381161,0.0065083708735667045,39.0,0.579188028321125,166.0
917.94847429246,0.11977732254218994,0.46937671885369675,1.0,0.10801385455097647,179.0
7648.112538582083,0.1979614399895933,0.33881378181024485,23.0,0.3657678750958075,46.0
14158.38424531121,0.05166685396745237,0.4902787226995484,38.0,0.28044269659361454,99.0
91550.24641397315,0.13468322725311258,0.16733038432583341,22.0,0.5513366936311798,109.0
42277.545174938095,0.15422590989663384,0.15088504021358784,10.0,0.4694341944972155,36.0
90696.84953947464,0.06352930800112525,0.1772362798691987,8.0,0.47746270376846967,33.0
61321.455944586385,0.08144333944705934,0.3191314474516638,15.0,0.27787980451748057,75.0
7698.52866458322,0.05571571076696851,0.022876189967210803,6.0,0.8030750451676244,23.0
59003.392060201426,0.10568661904485238,0.4138928481346964,30.0,0.15682749115603623,73.0
98313.98963819905,0.11757048916852889,0.25090974038831454,1.0,0.04934547947939997,42.0
81375.14715129088,0.0456411205326992,0.012836883920307185,28.0,0.6707893391613662,14.0
13551.633429744768,0.045747174425243856,0.3297112718251081,29.0,0.9043161564009506,61.0
62344.25362543437,0.007543215509062229,0.4367086077779059,27.0,0.17650616520155557,198.0
76152.67279569786,0.0010776393687525587,0.13048145138308542,8.0,0.39219005965929316,177.0
96370.65971579861,0.11619504294197275,0.13791897724416852,32.0,0.014705960907214636,115.0
82891.0095830469,0.08195239198720526,0.42162991493197904,5.0,0.9064608882834148,151.0
32175.746196039217,0.04548916562914476,0.13238298575571145,12.0,0.9735314096023353,108.0
3524.570678114858,0.00785757561769731,0.16947922608285698,7.0,0.7508689708135059,29.0
75035.6495115866,0.08997885508509909,0.06430364702593222,5.0,0.884047425911746,122.0
37970.505112359606,0.1577075124166767,0.3213849442967229,36.0,0.24694303544919782,130.0
72014.89977993397,0.032992199985915426,0.2360159935915861,6.0,0.3376550213731027,3.0
18995.73277913994,0.06025458011859717,0.4944504729211786,9.0,0.7416313767924061,148.0
69341.22127859674,0.06575642344480963,0.025352806526442506,25.0,0.8284231503563051,15.0
89145.43997623683,0.04884610302374921,0.47095755235963366,16.0,0.5940482629292485,48.0
90849.16635103534,0.00431217755990585,0.23249315409244486,7.0,0.5509547442425597,115.0
31141.337489221896,0.06325159495939135,0.1694601565269499,9.0,0.6731496058180783,51.0
36137.79472001718,0.1715384393414953,0.3309411002778181,34.0,0.024592836515229838,81.0
54660.291889793036,0.03907562053676042,0.4069744631589631,12.0,0.08666964971088845,21.0
8438.951962700052,0.18315898221952442,0.04946427114256652,11.0,0.5253009070371883,172.0
33026.39732047198,0.09305729812832718,0.1312364635522349,40.0,0.260449081206139,92.0
69476.71561335535,0.19451598147790328,0.37567128606346273,6.0,0.18287483663097243,16.0
87206.40354555832,0.05937385001464146,0.1554308807411332,35.0,0.9467074997220248,193.0
69908.17207221958,0.07195992102307691,0.3066521407359187,31.0,0.03455569168197038,196.0
92875.3720189254,0.05285443440812379,0.07875401680128585,5.0,0.8894432288884146,63.0
67864.21528625049,0.11320191893875838,0.39436241247858395,11.0,0.7760325852888675,54.0
3897.8912259587532,0.036883037073579275,0.15146513779247706,11.0,0.3316964288718476,111.0
94302.74333960845,0.08101408986915011,0.17066403986445872,4.0,0.2431213812245741,177.0
7969.293547016985,0.10303737217808484,0.3946494136483581,17.0,0.27120761283079226,101.0
64780.242968715764,0.025044425755379865,0.2387142937775305,15.0,0.9475737305259923,67.0
3471.078697381155,0.055939446960837615,0.48023889033540174,5.0,0.7720603809555096,193.0
10700.750165479045,0.06548975765144192,0.34022924302486235,27.0,0.08740985044471948,33.0
76813.95619182129,0.17626481008030614,0.37913618589236675,32.0,0.05078460529576078,145.0
93534.76540368759,0.1226890360582673,0.07303443099301249,31.0,0.3741797830252171,65.0
78562.19840450338,0.14385803484224144,0.3950057177658176,6.0,0.840158067090582,189.0
41813.94568636512,0.07905661006350706,0.03991953346566901,8.0,0.09195111926877332,174.0
71897.44922255093,0.11701658750010094,0.08710698535901146,29.0,0.7588331535911346,187.0
25902.604432663,0.1219822290703402,0.12807392456848288,22.0,0.90672886139736,156.0
44379.89031469977,0.1192849572284587,0.3359805893144312,33.0,0.5855690321585794,39.0
17237.11383357338,0.11627425718395375,0.20894527818889885,13.0,0.25442420694228896,165.0
21747.88947649117,0.08128416357693267,0.1746763132795423,39.0,0.8625609902382245,123.0
62758.49718447167,0.05968107615501239,0.36124664994383293,10.0,0.9038585095312301,126.0
13793.581098804334,0.19826950814215205,0.11388517925805725,27.0,0.9394672436428704,84.0
95700.60860390856,0.15228555952059789,0.11727181727618696,10.0,0.8674125874483042,100.0
3114.7868130596603,0.03229591043435751,0.34494289768079156,16.0,0.5607006791339115,128.0
47380.028441328,0.10314786826548619,0.4192223248105193,32.0,0.095298062417526,195.0
44061.39699066841,0.17097205141389515,0.3331982345190074,30.0,0.49097257896556407,54.0
50489.68220496606,0.11768577491570842,0.42057782348023653,37.0,0.8046381556498099,29.0
43522.852211104706,0.02397079470752783,0.44560566866333734,6.0,0.5875385860514225,151.0
27825.092156440114,0.12723695057467985,0.2029050788072222,29.0,0.6883493265231784,86.0
5193.135354998494,0.08920429714635517,0.08295943667783284,13.0,0.3696796052576125,34.0
41285.10754260245,0.18574353296476118,0.20475565400327783,20.0,0.9587723788274751,38.0
1468.6286946864197,0.08957706582004726,0.16525062890092163,8.0,0.09834267832882393,51.0
15987.887007293113,0.10064464443002524,0.4348975254085914,13.0,0.9437154725654592,37.0
76641.93766849778,0.16255102635870766,0.3589234417174902,26.0,0.4103470672346908,56.0
15903.236748439269,0.07335581174227448,0.12796845218213848,39.0,0.8385090089137474,163.0
63421.80414905109,0.14614785116991877,0.12354691451946592,35.0,0.7083488372622245,59.0
44967.91332940509,0.17252645013228782,0.35594249544421885,30.0,0.5756437541190162,193.0
35688.73101192465,0.12433134887576934,0.2965988684651488,34.0,0.9322413021706469,195.0
46895.37888194052,0.17033956432006575,0.2256091578707749,2.0,0.05477647996274505,167.0
23.724312430914175,0.16272536033262056,0.024281770945837222,27.0,0.5425577145004733,94.0
99161.32760354054,0.11778576554308991,0.3864467441590258,27.0,0.40169954737935704,85.0
93431.12972345902,0.1349682408567354,0.2061533717122016,29.0,0.7534213188302983,177.0
26240.667555077885,0.15854385535062007,0.27637685340776863,36.0,0.4327108007508624,84.0
14138.27251894312,0.14875127341557545,0.33848747630319564,31.0,0.3032366092172182,171.0
56426.37991758731,0.030596758714930263,0.11207179745361767,24.0,0.029094254223998882,14.0
95945.47264977136,0.014125759173270814,0.48413881340974513,4.0,0.49157682373383865,114.0
42587.45635760819,0.06828807308240224,0.3414899469047309,34.0,0.12666305289036903,83.0
55023.36471648488,0.16131799681406822,0.2803531337702655,26.0,0.7173531689559972,174.0
16364.847471610748,0.19450226386493988,0.35008142642625695,27.0,0.5794274475671578,147.0
69522.0056561632,0.04137010503344272,0.14397043318206781,29.0,0.5726326760525643,188.0
8136.866084702497,0.07111257808947893,0.13381488401820107,33.0,0.11304290189311834,127.0
48400.4902112521,0.11093392766561216,0.3351647972903802,39.0,0.5925391833398947,110.0
59667.06720497443,0.105177422500697,0.05931613457674134,27.0,0.2908796388646387,160.0
63438.42912770421,0.010482781488189132,0.33304375434266387,2.0,0.5602073910465311,200.0
28161.846031680867,0.033861903681408866,0.2051813905746374,33.0,0.8833772322745076,175.0
28123.692931442965,0.0746619135967036,0.0011930804646865245,22.0,0.03843759754013742,72.0
84450.680729136,0.1135040136909772,0.38474346127503734,24.0,0.8720370176768263,72.0
78966.89182033666,0.06262622328031085,0.2218599162466247,6.0,0.5400273849744989,43.0
64369.164890715554,0.08430795243770697,0.19750882593703734,37.0,0.5131661006974065,176.0
79743.18885420942,0.07901570936959355,0.26697952858372204,4.0,0.9695328463266886,31.0
71997.91929663258,0.04095293589023111,0.02512688337567892,12.0,0.032339634645901186,17.0
29094.831579973805,0.1522632963180953,0.2037561773905075,26.0,0.6251655741240262,9.0
69561.68780411311,0.10061312580774547,0.012653392709705169,32.0,0.6622795865393243,189.0
66446.77141358018,0.06217079060855695,0.335501232474838,1.0,0.5108415369934718,146.0
33799.907692490546,0.023368509766410184,0.19767903381419344,38.0,0.09252593167739029,14.0
58112.138946724226,0.001168552066353379,0.01520795208154474,30.0,0.7223518143790459,124.0
65591.76876401938,0.16799148771409414,0.4696086894464609,7.0,0.9701466351079348,114.0
74539.40932305781,0.009163354385273648,0.12498658894012438,17.0,0.6949511173172245,27.0
2189.8746937061574,0.012960805318727675,0.01402011570213757,6.0,0.7168768562650795,17.0
13202.980285070818,0.021178180314126174,0.4848511905219428,12.0,0.5948699136377723,55.0
40070.10775034696,0.0076246941930430134,0.3982979175829633,15.0,0.05217104190785798,12.0
36953.660179621664,0.13062269398148987,0.3831618319007653,31.0,0.08670166799206828,197.0
73785.0417862189,0.11358387605781287,0.34140414266986335,3.0,0.5116244477232491,130.0
21612.523775372083,0.07691684557621137,0.022076432947335856,16.0,0.4403525261786056,163.0
92306.90396057293,0.020551030137005724,0.10437952017951718,9.0,0.6651455304520834,36.0
3374.783724517037,0.07367860986529406,0.2587864262135497,11.0,0.896295686136076,196.0
45945.076332283694,0.12513892233039256,0.4285387490852568,34.0,0.407163974368057,40.0
89689.98297212123,0.19461848524943787,0.25675245742782044,23.0,0.15103260125997442,153.0
57044.06419815776,0.1403866904288724,0.0072981376878600845,26.0,0.05994729405250233,193.0
33921.71576332169,0.05740098162293388,0.007990603183307077,9.0,0.7886094265730988,81.0
57427.16559181356,0.08075879956969628,0.4876992962442981,11.0,0.19348905335700128,103.0
13360.956733031688,0.11537677848770718,0.38593235317260716,27.0,0.5973239321425967,137.0
96145.64803867739,0.15547299674389947,0.21251556621383894,13.0,0.6864659915918858,117.0
97038.8790620038,0.04882704600370731,0.37257448410557226,38.0,0.2602678440928024,33.0
4342.2576990723965,0.051117670406920925,0.2744983672563154,26.0,0.11153268666975177,136.0
51789.73121232329,0.1324237527103464,0.46399023792086985,24.0,0.5201348333216171,174.0
64608.08461921655,0.15370478552588177,0.4766836725873915,23.0,0.8137969146368884,184.0
37484.72253010563,0.19567904547997766,0.1260897127974988,24.0,0.20499189358786482,82.0
51479.666847747314,0.031513027673928766,0.4146964093831777,8.0,0.3308354764953545,147.0
2599.5328355473544,0.047379570569948126,0.3626322723305679,21.0,0.9745407439264058,198.0
42177.52820835789,0.17963234662711794,0.34742527824714875,9.0,0.36942738647118817,108.0
42195.16845958052,0.022722494376832093,0.09494966218798034,15.0,0.025672110152902133,31.0
67063.5593902689,0.1503262493659792,0.33940934010123797,22.0,0.5166064056004758,195.0
67916.26263266926,0.084972065732821,0.13838490671704046,12.0,0.4303465549015095,132.0
78140.26999927808,0.051968399392489054,0.2786922334315565,33.0,0.36214311505162544,56.0
52459.06567338367,0.18781468538953117,0.34641421609099704,23.0,0.47980027741748776,132.0
59560.75181209431,0.08992338300910013,0.49401917028874864,16.0,0.4415334075601811,152.0
16043.976442854742,0.15456264659005584,0.1700892069738889,29.0,0.4389901907151468,156.0
22191.756093839762,0.0743138292462611,0.3038680414642252,20.0,0.3737041486657031,45.0
61429.8390078749,0.02320525081232379,0.4180092571251513,23.0,0.6234527108676116,21.0
80624.5895517921,0.0998999626348785,0.3132585654857439,2.0,0.6606992265918576,135.0
69423.62997546347,0.1430673063222498,0.23514619693186423,10.0,0.8094339511416866,197.0
71364.18479788859,0.020613417400203282,0.2868577549136215,13.0,0.7201632131099676,196.0
31120.095564095078,0.1673398094532252,0.31668490712978475,13.0,0.32669558292083306,78.0
99527.83071274124,0.17410313500647062,0.3492096387445276,17.0,0.6477795621865743,142.0
61337.91214472543,0.1506727242531487,0.14976979232972282,23.0,0.34057812782020863,138.0
45175.94198128067,0.006163646651758348,0.14929688743246328,26.0,0.2097628779539815,39.0
69721.22604110112,0.17686121213901426,0.3838891235394949,4.0,0.04745256574989173,36.0
89884.85631069785,0.18177050174656398,0.16263009976563014,11.0,0.04176759027638704,156.0
36994.7339142375,0.17671820026837337,0.17863977669435654,36.0,0.3840258801090182,152.0
18427.131338688672,0.13990254546062109,0.00513771490937065,24.0,0.5767400601812271,11.0
26081.40311345992,0.036761656280298906,0.25853174051941163,22.0,0.8238413768660391,35.0
85991.59317920178,0.09365920109586384,0.016872396641624154,3.0,0.6221871467325486,193.0
45901.33722948763,0.146071562611225,0.45394516735365237,21.0,0.21583299602768963,179.0
55200.094691538674,0.016470053209529125,0.36214439262438475,4.0,0.8584026828080583,73.0
34868.31081523772,0.1468796382637226,0.29507923318289186,7.0,0.05348551054108976,136.0
8826.950869510198,0.02746258333392855,0.44907440342289484,18.0,0.31651750458437194,111.0
94099.96782273552,0.16770042082786793,0.3836297824631434,6.0,0.9316912878210939,54.0
6148.429173378787,0.10192645589978998,0.45432147197905887,2.0,0.7162655958736369,11.0
67284.2299690903,0.19430651896298712,0.16373535037779663,13.0,0.10682280927017489,11.0
95119.12200084951,0.015095902799130024,0.0483276500461885,38.0,0.8682073611429574,163.0
86384.53408074318,0.16886735655956803,0.35276520597252503,33.0,0.7495858006580466,105.0
53359.049182773975,0.08164709992876379,0.02392812656861787,12.0,0.06979035386745222,161.0
75784.21558581383,0.13405435737446714,0.010163523324366264,40.0,0.7122405699342587,43.0
57800.79190690285,0.06575834584020483,0.45817738997759627,9.0,0.34177667676630963,23.0
26276.938925468425,0.12639732123452724,0.0501473888141698,4.0,0.01608296496100109,142.0
87798.50439320417,0.1331273866217562,0.20129245490398734,32.0,0.490430217287842,106.0
6585.698538990168,0.19878056067188,0.2803264391998085,9.0,0.06198901593184543,110.0
98935.896738131,0.1877943702866888,0.1268596553616363,32.0,0.031829562760835935,64.0
40269.94022497026,0.11647754730119769,0.34361982364917254,33.0,0.8976741295903863,179.0
11245.588488558731,0.029081767947196347,0.01928299903215286,21.0,0.5711521984977082,38.0
19037.136042398128,0.10981305433569388,0.018490917693299636,18.0,0.19453994388482798,56.0
97724.78849375033,0.14884885578206772,0.011628463939881872,36.0,0.7715901092151256,52.0
81411.54007615581,0.1357881241328707,0.4870846563639667,21.0,0.489571513632886,10.0
72441.01296596543,0.07229898638454467,0.03256494686049116,6.0,0.6487027794772341,64.0
90717.66583306485,0.11120000674287232,0.11510856264774172,6.0,0.36826585402876966,87.0
13745.57240512277,0.12866285920395254,0.30373942325955355,16.0,0.8545654788547972,124.0
74570.59382377834,0.1791185371593066,0.468996701361788,26.0,0.7279797857543813,46.0
18593.69767634689,0.06015396003189655,0.11726862878721878,5.0,0.547042672737427,199.0
67810.64754120885,0.18891562180410004,0.44682413791582937,21.0,0.4413871242462783,58.0
