random-seed,initial-percent-of-contributors,resource-size,multiplier-effect,social-pressure-vision
46850.44890432958,52.0,1.0390304295224129,4.752530543241606,1.553721223133946
47204.51126243873,10.0,0.3300525318238322,3.149212535585958,1.5077845174610833
68526.95348721488,49.0,0.9774324433067143,4.905310673711777,3.432527134925254
81389.84072103068,56.0,0.6539177050091182,3.160932614842945,3.707844608284103
82275.87018863745,12.0,1.7273582312434093,4.448273287104167,1.506472812284016
44988.69747279586,48.0,0.9348570918041075,2.2236350048538727,4.316871916638156
24534.67518927563,60.0,0.7006111198266511,4.588211443994201,1.8314950563391887
40073.078809745515,38.0,0.2926999949804264,3.4626277956444875,3.061393339668543
66451.11674943884,25.0,1.8914918184360392,2.481730072008548,1.1610157150314264
39762.20668434442,80.0,1.477440202127152,1.7433250454006548,3.2555153108780064
7737.754301606528,60.0,1.7563944206579591,2.4381185792065527,4.729484665325071
54835.782341464634,44.0,1.820230697654208,2.419145842132537,3.002929090179713
76758.4379142954,41.0,0.991167952836507,4.739159902184096,4.593384042538247
42603.28107948374,46.0,1.3856725343456857,3.1429319115614756,3.782662953574373
85400.28756172425,77.0,0.24677878865406588,4.073817920570354,1.1732824596036178
19452.090956957443,25.0,0.967061640877676,2.083824348369694,1.885754573697005
64470.72066271876,73.0,1.2422839250381967,2.900206619598297,3.190917866827882
69004.7792733239,54.0,1.990881856195443,1.266410484474871,1.475130119203135
41288.99490227973,67.0,0.6892052266922584,1.5112483877053826,1.9435767993206046
87408.58749874914,23.0,0.5319444956601985,3.079745458006039,3.054085582577305
13992.23469331873,21.0,0.5801705081549187,2.6783645355793295,1.1348434944920145
49393.187505948445,43.0,1.1095029340413651,2.639738991088208,1.18241905522676
18965.182392579496,35.0,1.812361442580118,1.8274304407213595,2.459730850076877
98937.22397554599,24.0,0.4539112839701459,1.7488591557462034,2.8341599302909315
62457.28874061381,58.0,1.7160272388118947,2.3705082137222577,1.5762961850099382
18103.33408440348,33.0,0.8611799907026034,4.542846110994786,4.415109068268432
86064.53514200197,32.0,1.7880921911443755,1.0114835011042027,2.379037067086739
1529.6287306902493,12.0,0.6873690317789646,1.2848261148395883,3.3059907649367144
47846.028754250576,11.0,0.9123073871174633,3.687249138556835,2.624539190564861
11773.906344542098,52.0,0.7447312344554519,2.544011114963961,1.7956611350406622
6262.406916206022,26.0,0.37989879749539024,1.1089406049823878,1.2216228608022828
4332.797881303639,67.0,1.023404721145761,3.186313060422653,4.074178802852133
45631.596441037764,15.0,0.17329299810470744,2.8939310105401055,3.9622882961426478
12898.816937294261,29.0,0.41903867507731407,2.964004459209027,3.7661201760041227
41684.30840879832,19.0,1.9671332904398477,2.710571326822156,3.6735379451803705
11020.346550241316,11.0,0.4576587001211414,3.430847290715189,3.4958859929745847
39131.1589965186,27.0,1.500814085669913,2.2083294871676085,3.992354778942716
51197.82656138446,76.0,1.365067529054035,4.12925807727842,2.340989767436377
83904.63787755508,60.0,1.5143024378440562,1.9551680880763675,3.7791204127066105
49366.900000566515,39.0,1.87693252819271,2.6001404812638595,1.9047151342435829
7862.882740513189,27.0,1.9664300955211436,4.300127449327174,1.2201297092225492
77670.62995968686,78.0,0.7846348735123242,3.10369022246445,4.0359499979839875
43560.32793396529,52.0,0.297849290621123,4.942896748344687,4.854718233637513
78421.41901257198,79.0,1.5202462523785827,2.928247022794414,4.560687720304584
88858.79895493212,61.0,1.954001867645072,2.904879136780826,2.579212986243082
88371.24515566263,36.0,0.24740373789308795,1.9269976644327569,1.1560891567292564
48777.549446935576,15.0,0.9605236031998318,2.4048218437354847,4.291903030942262
24899.63796031819,43.0,1.3125598119495707,3.1951874500408946,4.593755111854196
14054.524990802329,57.0,1.8868573541596627,3.5861182696043183,2.547135895310371
3248.552514389347,33.0,0.31970545223191704,1.7091310139719225,1.911328230460938
15289.484937376732,75.0,1.4985351486591978,3.716042438057867,1.3565192831660187
67243.2168471359,48.0,0.9529892628056195,3.2376218349963515,2.650965643034007
74793.06902235118,66.0,0.19549612577551972,3.5286307870162616,3.1678729801886756
6818.480579957292,57.0,1.7971151845483606,3.1099036030742417,2.3061068764206767
94713.18057707357,12.0,0.3498819533636425,3.1827604846440862,3.4136589165568116
98574.33773064014,63.0,0.8556434371554336,4.697527644560468,4.79118397050712
12305.436768631424,71.0,1.0447020012265944,3.7860541166956465,4.565364562839898
42098.939184583396,11.0,0.3269638634329817,1.1676193644194037,4.288865319178706
66297.28355734218,59.0,0.9032018995841533,2.2660782225048703,2.0465685240470264
28633.848698876252,39.0,1.1472376875632462,1.0786706226856597,2.368379548449582
69479.47166684362,32.0,0.41887117875604984,4.864188107694598,1.2464490425999464
87221.30294299213,32.0,1.3276331107707098,2.501310220964476,1.6112807488247771
85340.123723489,12.0,0.4082273494278972,2.6702816142970476,4.555955583730144
55762.175978063,25.0,1.669276200034826,1.5702727410814554,3.6017887927443173
49039.21608186736,21.0,0.42161997389644823,1.4517574966982871,4.059845148921385
53203.4414281828,54.0,1.641798567686438,3.1255156051023336,3.4252157871997646
18960.576192625518,10.0,1.789378505147218,1.5897614001010707,3.2370021292170166
41476.600053551185,76.0,1.684093721814603,2.716879755501757,2.5504619438537057
86409.01277193124,22.0,0.8803073138310132,1.6289833867092072,1.3474577719926657
20597.247695501184,31.0,0.36722513385908706,1.2956190645698564,2.8643649190758476
65247.09377179864,62.0,0.716664988156985,4.954491572638357,1.924611638620529
3061.940318836906,42.0,1.3327765180876452,1.5172141156682457,3.9067312554434492
47634.41532653047,38.0,1.237176362083073,2.2373271340627046,1.9413828723347146
25832.709208799934,43.0,1.5029772633955603,1.4173041924341856,2.8790696101315856
14710.754819350299,74.0,1.370021041354933,2.8378135947432725,4.653674317553026
82523.59508214824,53.0,0.8438836968202944,1.0214095479026222,4.2546086644586865
50179.99088342138,47.0,0.1368641340479938,3.441540720859185,4.114152310213452
71768.0356506068,13.0,0.8376966192174968,4.399421155505833,3.187145872914652
62961.59410785189,65.0,1.9944659729798697,4.707671675949988,3.0490021726796193
47286.64246501297,12.0,1.8953223532788601,4.655293038548505,1.5814940574820087
40462.32081251024,44.0,0.7553899517195222,2.214026895403286,1.8272241706906547
94460.8381488162,53.0,1.1182740509645623,2.529856114391462,3.589299840200839
31816.05426271847,30.0,0.9599008859701347,3.070409645065094,3.6593284124157597
29971.394367110388,74.0,0.7338174124844377,1.2884488650049808,4.712925965532879
85620.33268244633,58.0,0.3712265558467638,3.919634257187863,4.892523359408509
52434.75106290973,45.0,1.3833112610519878,3.208152751083501,4.797087770698928
760.3481256227409,13.0,1.8543008489384147,4.821092571120586,3.9303818470659175
67541.70360903286,54.0,0.9995680859100516,3.380700248888719,1.1661770863929481
85288.92336007091,13.0,1.6858893684600056,1.5540572321880832,3.099990522905839
30748.57094584449,25.0,1.5766084026361236,3.4860699047301718,4.484658668849049
31856.02514573652,24.0,1.757741447757117,3.6808704018980976,3.632235324199601
97580.85104759748,35.0,1.9210331856369338,4.46132504160852,4.341391424893281
91522.12470318736,24.0,0.6103316008528733,1.2709493513315726,3.061850929829121
87731.71948231818,39.0,0.9920749841521351,4.034537995039584,3.197554686969443
18903.381487798033,49.0,0.28296821587930626,4.100724658347071,2.4512542937788484
60517.44211228174,54.0,1.8583554931710515,3.381908949945906,1.764925644209133
13660.680363229649,76.0,1.1659541462957472,1.3964759930936288,2.902054885559352
18560.408792172548,58.0,0.8743022083552892,3.3124601420539537,4.571397571421382
24202.45151959892,51.0,0.9293786952098938,2.364592955332971,3.6249605251997834
68650.73351653817,20.0,0.2517401255392102,1.5362451122475278,1.751597624491085
14679.016510812988,47.0,0.9416448381041489,3.8234293130916996,1.904527460423469
62748.97133214952,16.0,1.1563190776993773,1.5721307593779996,4.303416586638839
30147.777676796188,72.0,1.6312496553601536,2.192342807820037,3.854088120510055
56196.00089494241,66.0,1.7654258082153638,4.777091601996318,2.723338968343515
61667.10958227246,33.0,0.10771433853130341,3.4467654774150835,2.2028810376501653
72217.98721884828,33.0,1.9669759884215756,4.820696384557335,1.3319231395620523
18647.694408228326,30.0,1.939291655959167,2.4801528500388517,4.2099442259274245
48138.123723169425,63.0,1.3068551895224783,3.9384603125751894,2.365908917557988
56991.5680341108,60.0,1.1102398681419285,1.6398807885372206,1.2817354544761894
17336.384134362983,64.0,0.14075844200285745,4.8620798604295,1.9122445201018698
93423.149918819,19.0,0.49381385094309627,2.425748863428186,3.430875004346141
46489.09743907551,36.0,1.8050930839856305,2.0163413486277446,4.909528477981697
90430.34887598758,38.0,0.18067276717370065,4.5043819474820666,2.1216389763634047
54924.298181056154,71.0,1.8117597530603966,1.9401656372288936,1.3815428852850569
16857.713033754357,15.0,0.9398264688570225,4.586599669059712,3.4198194922983443
12217.624655350552,77.0,0.8282477135562305,4.016073463405366,2.7834488962045514
83849.8418579088,69.0,0.3175875153710981,4.727075548645797,2.0108962431538653
27622.575816095432,70.0,1.7338375071954923,4.335802588500821,4.348761061245494
29029.07818547659,50.0,1.5594005501355843,4.966685478171382,4.0626921857034715
73513.65368411421,66.0,0.6820127358419878,2.1573805649589937,4.930704937731337
27550.660911688225,38.0,0.24890946783995482,3.764464686881291,3.954476911662939
96744.86041165808,14.0,0.7008390915330449,3.042325757175562,2.039424641353202
20870.208375925384,12.0,0.1542739871911789,2.257967897245999,2.092393739269833
31041.0646077273,11.0,0.27673773702548987,1.0689933694919982,3.565176263304734
67374.21616609559,33.0,1.4297396701899154,1.172904565671148,1.291107133401518
32977.33251161979,53.0,0.7722032016028236,1.4890605320854302,3.0073215854715913
77997.96818388737,64.0,0.44562098433926,4.834388212831782,2.53152567068092
72375.42596861294,16.0,0.4727702266215641,3.8168921098205786,2.103865893058363
6538.436144060126,75.0,0.11552297808252682,4.8924113475892845,2.6629293209450973
74182.1216645512,43.0,0.5960470990143949,2.6043536254230015,1.5093737395117484
98568.42308358637,46.0,0.668456491564265,2.6058946612120124,2.4810671957413537
10848.016713151317,24.0,1.234148860428207,4.70211496993276,2.7881628996892633
55789.21569218754,48.0,1.6239138986670745,2.280540079845646,1.6383465767661498
78725.99584233802,72.0,0.6151246636869425,2.2515188708556413,3.9468353804415144
76592.71244371885,66.0,0.2566165094079475,4.542548091913477,2.059848976685281
3472.207982343024,39.0,1.6394638674331365,2.6602758797615214,3.2854055390926296
70460.32110355841,77.0,1.7450876870945546,4.100861977387302,4.508337127492155
46312.33273674903,64.0,1.3989199437772537,4.742418760391098,1.9762351131263398
63721.12284546888,23.0,1.769934200807296,2.024866885832636,3.8220854804682265
93719.11829317182,22.0,0.246032992492216,3.30724854227158,3.784557724615456
99747.13206772221,73.0,0.5384518270886148,1.3317020948648528,2.5877663069355403
11941.284543005195,29.0,1.0346223687597482,4.633485576566679,1.5228544143951117
25433.690876669833,62.0,0.9986299130860106,1.4255601926595585,3.5634951222173226
17246.408588295544,63.0,1.3085872234171034,4.857472218528002,4.918198858646456
91324.34790726689,12.0,1.2781338920763887,2.4461469586072324,2.2111668569874205
77389.6132172661,31.0,1.7557634158905577,1.5726879831041636,3.154223886604135
56606.51503531309,66.0,0.642508655553515,3.4792805125449453,4.971924575396654
6851.755533153163,12.0,0.13084488162768357,2.680791491990825,1.1626202442887132
29820.077312547575,11.0,1.5137437464819767,4.1062287858270246,4.991644686488151
10671.237858517266,13.0,0.6402742690506872,3.700650665860983,4.970842463475417
60427.88929274622,53.0,1.3599533481545747,2.368173125644106,3.1339999902544826
84839.04013964077,43.0,0.5826495262874763,3.699141418257767,2.6223878179183986
34354.484552296024,62.0,1.8025636040137196,1.9380808070038578,1.6648249579736705
5882.300598860244,59.0,1.8521818497721456,3.525940427587294,4.991398084540377
77857.21479863857,19.0,1.905471915562599,3.514251322481061,4.558673114368675
56100.855391542165,25.0,1.389601070998525,3.8181093378867015,3.5872386440138126
88376.26023422377,77.0,0.6996504836214302,4.161108192831529,4.501721202306905
12103.803817639428,50.0,1.3006529287881683,1.3251659379577392,2.9778045524452135
5623.25957530359,52.0,0.9226634773360637,2.485913004183812,4.614767933625757
1892.823041402129,42.0,0.9888243256140056,1.4090599627487688,3.2669003225267037
54225.2308766694,75.0,0.2151579512137119,4.547242409574659,4.5581496943833875
48732.01145584927,45.0,0.9189693536635909,4.109929670683305,1.7184680153385545
60139.859412303245,51.0,0.1527402667803993,4.958379339643208,4.178982397856718
94988.95549996627,47.0,0.1770348721864692,4.73965966672061,4.974834264820801
83241.86892140866,30.0,1.909435122617193,2.4885709352667607,3.645788778405867
7835.307233911,52.0,0.33282998806515424,3.628483057820186,2.6274366452647846
77634.25871360915,45.0,1.7658880342098746,1.4152494203246784,2.3616008979463357
70520.3554957569,67.0,0.6875485179412203,2.0563680620034672,3.6315531487996333
87124.26021572264,27.0,0.8800515794141403,4.053346876332226,3.9537991596741042
21537.84899883104,14.0,0.7539757047613728,1.298066282757738,3.6373870942517446
50707.73927116341,63.0,1.4743744598728776,2.7844504893495126,3.497188084273614
54505.272504004715,37.0,1.4449352795205201,4.743638493083837,3.0289634114215214
4376.222423679145,49.0,0.5434977347775132,1.386714075526934,4.0340602175581
16987.44261490082,18.0,0.24272164952721534,1.0210320917313953,4.228525866273771
22781.691102086348,62.0,0.3278086621568437,1.4182971891815352,4.456255119917178
20202.77523228618,46.0,0.8842386626564155,4.023057094313513,4.536158349127062
75519.33425412375,30.0,1.7600290429473662,1.9914168985122083,3.465320010037456
1799.2647379219595,47.0,1.7159457333237602,1.248933200764677,2.0415747932828867
73405.13821454883,26.0,1.1373931429660236,1.9573497418159973,4.687991844704481
10991.342422332524,61.0,1.7803259613447013,2.951021978151548,4.988050048817122
7729.1686120517425,39.0,0.40594823441226424,4.32613370924332,4.670132405681828
79897.18747557174,70.0,1.0113751743433557,2.13128408811256,4.1533131510906784
36546.250127058476,32.0,0.7999445352206841,3.9445440182154834,4.2315923612518755
43286.07426537558,19.0,1.3106838992385925,1.232579770843702,1.4118443796025564
86188.47141638618,58.0,1.1038217260580492,1.711770367741484,3.019790840069152
54685.46727005494,61.0,1.6604460829505434,3.1655456215731497,4.4511065555459535
17257.185559079237,53.0,1.406190268253622,1.9601809013265097,4.413723216568625
90787.63790993225,59.0,0.6045780677970691,3.484949194920912,2.7084457667137993
62395.01467933069,69.0,1.8649116935067853,4.8012258240016195,3.3077291511987985
47046.71168809104,60.0,1.8229853347255542,3.573856373106201,3.2388352869869337
35012.447175798705,44.0,0.718254788943701,4.941030852958992,1.2130948271116822
45112.0283837798,16.0,1.3401827873850185,4.925597626694907,1.5274193083183736
22921.521482520147,75.0,1.3787951700584178,1.7347979400460436,3.5204079224005635
38968.39034504814,45.0,1.1524004862740636,1.0696764936306837,3.3204487770547892
41231.07236111154,47.0,0.8649525055825871,4.284571425891791,4.722871541364382
75629.96009706233,65.0,0.7602210959351334,1.4376850289111043,1.2695887312836787
88188.59167868918,42.0,1.5701384269949876,3.4803122130960915,3.848968296011082
68767.8656814188,29.0,1.4448032860037554,2.582364781045843,3.313892128343038
10281.189405341658,36.0,1.2618034716992608,1.2061630921434126,4.056298945708123
935.3618417831871,17.0,0.42584505957323826,3.016836008930973,4.130039082399955
53636.18477083998,42.0,1.8141554284614207,4.074101732344413,4.87844211378704
51847.22708724249,15.0,0.26760119683438616,2.7812429944383945,4.772029731291815
90950.84941599728,48.0,0.29450485824865436,2.049857222769214,3.005842388335992
46645.4127050805,27.0,0.6166544185198624,4.48137646196111,3.820706921395333
86084.78266700137,74.0,0.19705769960982641,3.3599577319587923,3.569789086103562
88450.47909300779,68.0,0.1734129708724534,4.809766445926562,3.3902016147734537
1163.8054065073522,43.0,0.8199933855229281,4.878090991835757,1.5559369864258863
79620.72751563379,32.0,1.1379381476903694,3.2882648197751765,4.068896867527579
15987.812210610948,57.0,0.958046754749567,2.0367327541723763,4.374139298130185
56066.008090733005,75.0,1.3656561125717956,4.028491467276614,1.7913019744470553
31955.133598643366,54.0,1.1409926156207693,2.80297712768376,4.046752930523269
66688.29368918293,61.0,1.1455475575318022,3.8000905724369938,2.4681429488556246
69472.07864640887,26.0,0.4766414462783739,2.8521950925133486,2.5149771951545654
43764.91408905961,45.0,0.6213533062668513,3.273890586370249,2.731657904692731
67890.53057065247,66.0,0.7016604876781578,4.588868471419063,1.612710352903088
96261.58636740988,21.0,0.4857632656948393,2.4889986679195815,2.752412199605815
14059.871749305295,54.0,1.9985875476859205,1.9368757553172875,2.128926161571149
50850.74028778581,79.0,1.0386700969931184,4.056769372152139,4.529616850059993
88467.59339783546,41.0,0.9858678263181786,3.5826997265207834,3.028717628097014
66061.85103739165,64.0,0.8902348875813931,3.0602149952271835,4.356778716573633
9422.796357890287,60.0,0.5515956248311767,2.063103173467713,4.1182778940833735
61442.74182389917,11.0,0.9900709175939725,3.7221171462341616,2.15383883608814
32188.16734980951,64.0,1.020978233122081,2.3173664284982616,4.657146261463625
20776.73290665376,44.0,1.5906212508327002,3.2630311992122385,1.4327526665372132
82223.76843173185,60.0,0.761437029901646,4.287321226288848,3.976166023312181
49979.79523141536,50.0,1.9297185489491977,1.987698626707426,3.8858096555482207
39039.90392976813,40.0,1.5614297464361653,3.542867100220123,1.6626268359123917
81749.2633797916,17.0,1.6636486327798634,1.3302174316054889,2.4222412644604656
94202.83880925474,16.0,0.16254141078216777,3.0435963732598625,4.272087041784904
7483.159650499057,57.0,1.155038010893371,2.1279657336041735,4.3852964940401815
66641.90628719736,42.0,1.856253142729549,1.5163021203070528,4.419071381025242
15352.202833150663,21.0,0.2653872478711651,2.709091715587533,1.834980730764249
15257.210793691336,77.0,1.4367482188855951,2.5696111050998582,2.5364536647134153
39861.426181342584,74.0,0.9992934201504904,1.6260799741470358,3.5987662788435486
36616.91212794993,52.0,0.7515000990005135,4.356404914066208,2.33556695460534
36317.834753175805,37.0,1.2748540296658875,3.8229310082118593,4.750585970639042
15719.133714368703,64.0,1.6353249539776278,3.9349653213845377,3.622510276327367
99836.60367547655,66.0,0.9103637871817272,1.9745155363288545,2.1629364660732144
4107.054219693998,31.0,1.8352729594473869,1.5629575293411917,2.798818546916348
23600.63635974447,49.0,0.75875893954082,1.1894158597634026,3.8189856757681486
32006.07189423239,48.0,1.2628021062333383,2.588655235652036,4.1512957634406105
29896.86176055307,28.0,1.9570360317442559,3.701275817204526,2.4320906141374885
58745.60547552988,79.0,1.3251950121409615,2.9888205390921088,1.052136011450692
76524.94090342925,14.0,0.8872549889617314,4.513049738866725,4.5256709407714215
71362.97998077617,42.0,0.5560336005910534,2.7234557870251095,1.4501945665602984
27444.00392262674,43.0,1.4887482124778535,2.8567226384193476,2.3362301750342325
69276.24955317864,45.0,0.5421524882069797,4.866636467616329,4.4808210530949335
61131.02696346091,64.0,1.7922751119028433,3.232143386732837,3.319488586047088
49624.0183467332,13.0,0.2249428303925599,1.4566439901690362,1.756866702113577
82628.09738429224,45.0,0.5909343713954814,3.49965739041882,2.025369488433888
46685.86487375908,21.0,1.302859415900064,3.0664176299592274,2.5902932956096087
33024.6918663716,78.0,0.9465689120028972,4.658888156578532,4.519050484248609
74036.12171826804,21.0,0.12257118547720654,3.192460853127282,4.868070913244118
14679.266754933855,14.0,0.12667618303824624,2.388947853567512,4.179367092719711
76883.2512022525,74.0,1.0966424669816324,4.268971648117841,3.0634701318137547
50064.974682198284,22.0,0.36399850313978754,4.506565575041907,1.3412156928832566
17411.206490946093,64.0,0.3925051183932715,1.5713489279032142,4.206392620639987
54502.03871991531,54.0,0.6445955801391221,2.7103672290582237,2.8515591154232167
19346.24340822591,13.0,1.6895928621154093,4.01166901605842,2.3798103940412685
93162.58454865949,53.0,1.9728713589796307,1.9454209002662215,3.042444545783302
37804.86400980337,39.0,0.5230930379788961,4.685677437461752,1.0392304534147172
92186.87956931838,34.0,0.7206473152644975,3.444460390772657,4.774001833585334
58158.10155579771,63.0,0.818253918401251,4.002190775555073,3.271062959709549
51083.578338346815,79.0,0.4509338409996926,1.6622601806279431,4.973561785062966
56175.594313407484,74.0,0.42327364194187733,2.2669745826766534,4.61607048016094
62222.01349542743,46.0,0.56121836862706,1.2997737996441203,3.8209223559296057
85972.05173629211,60.0,0.8955515848580002,1.0669015350588698,1.1618894611611026
49101.632015927404,31.0,1.3589747920935815,4.846777860798277,4.054287782127586
1681.6223356676387,61.0,1.4282771699122907,3.079099215964138,2.9749157535601616
46738.02080577289,44.0,0.9675903510452434,2.913372959312872,4.975983350999616
35287.88786842746,22.0,1.382867238414281,2.824504030982731,3.9510074817861494
62815.2036084751,55.0,0.9395350882066665,1.6226652890634963,2.899012832760314
59636.52658989939,75.0,1.3960478080742391,1.1807774930882537,4.087876232541424
75245.82288502798,66.0,0.9719151463587956,4.869021265976796,2.4692887816268585
20871.866189346918,68.0,0.9482426042358222,3.4518760524256717,4.771762613318014
47094.670427878096,34.0,0.9963337974550125,4.354391211141708,1.8797470176119728
79666.06294095697,41.0,1.1180628783670086,1.5049776355417848,3.9622857993782366
46924.680088691624,49.0,0.16183057827684613,1.9225031745100152,1.3775429958744474
39924.871564795925,71.0,1.3907251011601949,4.996305323808424,1.078770462633806
14743.63912666292,79.0,0.7018619609644459,3.264718906460974,3.076566107645895
92947.73612734191,79.0,0.3267883162064175,3.3020884679743365,2.3890798053949505
72922.16984127872,62.0,1.659158485869355,4.823763364566311,4.47851259489512
61403.87549697509,34.0,0.9009063481672938,2.2292424787530516,1.664759695493379
87405.48426310807,54.0,0.8025066558695388,2.801300688715672,4.912291670548419
98345.57864176524,31.0,0.4235019501043088,3.129752336059716,4.098925949211359
96647.50341856756,68.0,1.553062764176052,4.763638600033417,2.0083659659819277
43457.88768236113,63.0,0.13005501835061034,4.366826261721542,3.7288928560445687
70317.08356152703,26.0,1.6973472375266017,3.22550596397794,2.002875751661694
14358.905073975297,13.0,0.3909846992602566,2.1157559639219956,4.197563522511002
5764.958125217588,18.0,0.4354323483484047,4.846523646907012,3.759869483771023
89264.25269367147,58.0,0.2866894329710207,4.482632232462775,3.8087079126251866
26890.17888389597,64.0,1.6898302187548109,4.3686045267394515,2.196309587092628
14259.54122310483,43.0,1.1784215532353284,1.453132843893472,4.9282107426086625
96875.4610906988,34.0,0.3784024819552906,4.7866036678441475,1.2513972090633825
75829.55619807988,61.0,0.7099619114201778,4.710896429131395,2.8834011324466053
57323.04183326494,20.0,1.8501807879698855,2.9293123014229483,2.9332486251813967
52581.61733201361,34.0,0.8305786568607708,1.935321519135333,1.336090583238751
6671.892474194758,36.0,1.4601007713597867,4.90590331125045,3.9339360293257974
49863.58101369724,76.0,1.756025341875612,4.670099834895191,4.1208218308353235
17323.5452898961,11.0,1.153382973136217,2.3768137194667083,3.1674102510246818
74347.17973925862,54.0,0.5009149477610448,1.5977815798652224,3.011298327027843
58219.186818747636,31.0,1.6538259505309547,3.4503353016555427,2.382909763724398
86722.89351566353,56.0,0.7627253372405258,4.854606326077703,1.6993554005960148
79220.46173044168,26.0,0.9791101794573867,4.194073083181436,1.6447539876042323
38870.64375264503,58.0,1.7398772915744714,2.492845127853369,4.523791476250503
33493.10689635597,15.0,0.41554264934575036,3.2893299423226425,1.1453806987006092
3900.6311094826883,15.0,1.5436708575761873,1.5108356815519897,1.7403262950600475
46037.97343689695,35.0,0.4477116902368271,1.5231160036715927,4.5920391979034765
45889.369314622476,69.0,1.8144967893662673,4.8062925674298445,3.643441890753512
23607.096610546214,13.0,1.25803350098204,2.629110900842731,3.278912450427856
30683.297858113878,42.0,0.1839655066215728,4.552141236621335,1.500729508002555
65405.377384045176,21.0,0.5750509685301604,3.074594695559782,3.0775742772775514
1035.060831874045,76.0,0.8307566344107923,2.537027727939074,3.7732676157604836
57346.048030648824,33.0,0.648614269780118,2.545242061051993,3.3901707129731053
48706.02526182134,38.0,1.0209871243949065,4.775413050646748,3.3318006299506564
14198.77658991705,12.0,0.9512485407187791,1.631064465590545,4.631903860729542
93487.06995261721,12.0,0.11328071214860136,4.109672724941369,4.148305973687172
55302.86556143028,23.0,1.7641148073135493,3.4395306660134874,1.998589427206804
22644.587643223418,40.0,1.7245512149679132,2.832322497569727,3.016467236690887
81352.59649555362,18.0,1.5624133233114286,3.571448652431457,2.4857998483546266
9841.912464904162,42.0,1.6555685355781757,1.6463630077658133,4.526683177849957
58626.59625185855,48.0,1.657169146134762,4.622151868880677,3.564770931192688
33191.88842714833,79.0,0.9936260976332466,1.8717019438082567,1.1414445427204734
21239.643773701355,61.0,1.460123304000728,4.41355039700105,3.2223081247989067
31851.1382801389,53.0,0.7841609487773338,1.1119192646479163,3.705388086996451
98125.95190090258,60.0,0.7198228975617152,2.9308031722597296,4.49616166682169
