"mean_count turtles with [exposed?]","mean_count turtles with [recovered?]","mean_count turtles with [infected?]","last_count turtles with [recovered?]","last_count turtles with [infected?]","sd_count turtles with [exposed?]","sd_count turtles with [recovered?]","sd_count turtles with [infected?]","trend_count turtles with [exposed?]","trend_count turtles with [recovered?]","trend_count turtles with [infected?]","max_count turtles with [exposed?]","max_count turtles with [recovered?]","max_count turtles with [infected?]","snap_25_count turtles with [exposed?]","snap_25_count turtles with [recovered?]","snap_25_count turtles with [infected?]","snap_50_count turtles with [exposed?]","snap_50_count turtles with [recovered?]","snap_50_count turtles with [infected?]","snap_75_count turtles with [exposed?]","snap_75_count turtles with [recovered?]","snap_75_count turtles with [infected?]","snap_100_count turtles with [exposed?]","snap_100_count turtles with [recovered?]","snap_100_count turtles with [infected?]","snap_125_count turtles with [exposed?]","snap_125_count turtles with [recovered?]","snap_125_count turtles with [infected?]","snap_150_count turtles with [exposed?]","snap_150_count turtles with [recovered?]","snap_150_count turtles with [infected?]","snap_200_count turtles with [exposed?]","snap_200_count turtles with [recovered?]","snap_200_count turtles with [infected?]","snap_250_count turtles with [exposed?]","snap_250_count turtles with [recovered?]","snap_250_count turtles with [infected?]","snap_300_count turtles with [exposed?]","snap_300_count turtles with [recovered?]","snap_300_count turtles with [infected?]"
43.4638403990025,1757.02493765586,68.431421446384,2258,0,84.575922092048,839.913779197211,132.133258173087,-0.410071649235121,5.70564223768936,-0.600591059664272,328,2258,497,31,7,20,193,104,188,275,677,491,133,1604,282,45,2073,102,9,2232,16,0,2258,0,0,2258,0,0,2258,0
23.2543640897756,811.72319201995,37.2793017456359,1222,0,29.9707278163628,492.441285471368,47.660078554192,-0.140173446979566,3.86884002679868,-0.200764692745747,93,1222,138,9,5,8,23,33,31,54,95,71,77,273,124,66,521,117,77,759,133,7,1162,26,1,1218,3,0,1222,0
0.329177057356608,14.5610972568579,0.501246882793017,16,0,0.89407669594211,3.78958841329262,1.29861750444056,-0.004278668999144,0.019077492835077,-0.006385900919343,4,16,7,3,7,2,2,12,2,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0
41.0972568578554,1524.45386533666,65.7456359102244,2174,0,56.2112422746659,854.570486677092,90.3335748782333,-0.293861056314438,6.50975806751777,-0.424744482078386,192,2174,304,28,3,28,72,92,84,115,305,162,190,665,225,133,1201,280,81,1702,161,5,2144,16,0,2174,0,0,2174,0
47.0149625935162,1940.05486284289,74.1072319201995,2450,0,81.8120513506142,869.528953216243,128.802700412238,-0.462505303904418,5.87043063981837,-0.680055086165184,274,2450,424,93,15,65,228,286,327,263,999,375,148,1772,305,34,2285,105,7,2429,10,0,2450,0,0,2450,0,0,2450,0
41.0149625935162,1600.60847880299,63.8778054862843,2103,0,71.3589484700011,791.790936176588,109.616982370944,-0.365275058622101,5.56248390218484,-0.527689172590911,261,2103,364,35,5,29,135,116,137,221,492,352,174,1223,310,71,1799,140,24,2036,36,0,2103,0,0,2103,0,0,2103,0
52.568578553616,2187.26433915212,83.6857855361596,2762,0,106.33059494647,1008.56673443338,167.874763386248,-0.518621729258942,6.68220344660737,-0.768085011352216,403,2762,618,75,8,45,223,223,290,388,968,564,128,2153,374,11,2698,48,0,2756,5,0,2762,0,0,2762,0,0,2762,0
46.4189526184539,1825.94513715711,72.568578553616,2394,0,76.9901962207845,892.92304431841,120.088977445745,-0.41811199612908,6.28843134700562,-0.603787173856404,255,2394,387,44,10,33,185,143,217,224,646,324,187,1348,383,90,2023,176,9,2322,50,0,2393,1,0,2394,0,0,2394,0
56.0548628428928,2304.13715710723,87.3740648379052,2884,0,113.423409435722,1039.68514255604,176.833183505569,-0.56393233334574,6.80546134663342,-0.819955149439833,422,2884,645,99,13,45,317,251,348,385,1163,622,130,2352,326,9,2835,37,0,2881,3,0,2884,0,0,2884,0,0,2884,0
42.8653366583541,1678.94763092269,66.9675810473815,2205,0,75.199099456385,828.564759598492,116.673474693871,-0.384370045036662,5.8205877098299,-0.553657646927457,269,2205,403,34,9,16,153,95,158,245,542,372,168,1311,352,52,1892,112,28,2088,68,0,2205,0,0,2205,0,0,2205,0
42.7032418952618,1684.35411471322,68.0498753117207,2240,0,69.0357109834207,847.022435814038,109.093784752182,-0.369972270815499,6.05630029404102,-0.543536680686344,215,2240,342,35,6,28,132,133,153,195,524,272,188,1128,340,103,1752,241,16,2141,68,0,2240,0,0,2240,0,0,2240,0
52.9351620947631,2175.47880299252,83.214463840399,2739,0,105.327589134821,993.518019482764,164.062724122995,-0.526037890348755,6.56783433208025,-0.77056053895113,372,2739,571,67,11,41,296,212,327,340,1052,557,135,2133,354,11,2675,48,1,2734,4,0,2739,0,0,2739,0,0,2739,0
51.9875311720698,2216.30922693267,82.428927680798,2724,0,114.390163782618,960.551293357996,179.295589154813,-0.544822086574608,6.08558138236499,-0.809872892395876,459,2724,692,88,15,53,393,268,473,310,1449,575,45,2454,203,2,2715,7,0,2724,0,0,2724,0,0,2724,0,0,2724,0
29.3615960099751,1016.20698254364,46.1720698254364,1526,0,36.4433960910582,604.786745087505,56.6343904575556,-0.178981092046004,4.76935645959728,-0.250197640227789,126,1526,192,20,8,18,34,54,54,72,170,85,84,362,125,105,624,159,93,967,171,23,1419,27,3,1507,7,0,1526,0
52.6234413965087,2163.06483790524,82.8004987531172,2728,0,104.242118651124,988.29819259766,161.762610773133,-0.519804220791305,6.56376409721964,-0.762928127442587,397,2728,585,57,7,34,289,209,323,325,1069,576,129,2107,306,25,2603,89,0,2724,4,0,2728,0,0,2728,0,0,2728,0
50.9002493765586,2087.99750623441,81.0049875311721,2673,0,91.588748097092,977.227010942946,144.39672413255,-0.48380392302825,6.6657083038672,-0.717807533405293,303,2673,484,84,17,41,223,231,273,291,886,404,180,1790,426,37,2470,142,3,2655,15,0,2673,0,0,2673,0,0,2673,0
0.134663341645885,5.64588528678304,0.192019950124688,6,0,0.707509029138169,1.30385550536125,0.811719740586519,-0.001942531730376,0.004964826739122,-0.002624223024528,5,6,6,0,4,2,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0
40.7456359102244,1532.48877805486,63.5760598503741,2104,0,64.1816323594714,819.80828334748,99.5309940595904,-0.323740276175234,6.01885212342279,-0.462741467227454,203,2104,308,24,9,14,79,74,93,181,316,226,186,863,287,127,1456,252,33,1895,110,4,2092,6,0,2104,0,0,2104,0
38.0274314214464,1479.04987531172,60.5361596009975,1990,0,60.7197622017027,758.88992463463,95.7891195577575,-0.317740908921725,5.48932016972494,-0.467364983064726,199,1990,304,27,11,20,113,90,119,169,408,248,196,947,262,88,1518,208,23,1845,76,0,1983,6,0,1990,0,0,1990,0
47.8079800498753,1909.93765586035,75.8678304239402,2505,0,85.4089212353899,945.980979496712,133.104537648701,-0.428371422190792,6.61516358357837,-0.628818438977184,288,2505,439,22,6,19,172,106,200,245,635,362,219,1432,419,61,2188,173,7,2447,39,0,2505,0,0,2505,0,0,2505,0
30.284289276808,1070.48628428928,47.2768079800499,1564,0,39.6269886816569,620.049399074927,61.3227485283227,-0.200687274351435,4.80243551568839,-0.282655674247218,128,1564,202,13,5,8,55,36,45,86,177,111,120,450,145,101,776,190,69,1128,129,18,1504,19,1,1562,2,0,1564,0
43.3017456359102,1680.3042394015,68.8428927680798,2263,0,81.6623497917581,888.894057575481,127.134730331526,-0.362147616034541,6.32540514385678,-0.529997952878996,323,2263,472,16,7,22,72,70,75,252,310,288,240,1002,447,73,1844,239,16,2176,56,0,2262,1,0,2263,0,0,2263,0
54.9226932668329,2362.71571072319,86.7057356608479,2860,0,122.296995551509,976.709008742193,190.546040913347,-0.597396248185506,6.04858767260952,-0.8845053411248,484,2860,732,147,20,102,476,464,574,258,1799,555,35,2700,107,1,2848,11,0,2860,0,0,2860,0,0,2860,0,0,2860,0
50.1471321695761,2114.54862842893,79.6533665835411,2625,0,97.2955535272014,922.328225127693,153.382891049559,-0.513369375069788,6.0182923288793,-0.763840957308222,355,2625,541,109,10,81,266,340,383,274,1219,524,105,2160,276,12,2565,41,1,2621,3,0,2625,0,0,2625,0,0,2625,0
40.2468827930175,1619.39152119701,64.6059850374065,2137,0,66.8524738760676,802.713331207155,106.20445329336,-0.352803811367105,5.68879238470987,-0.526922991029888,223,2137,336,36,14,36,124,126,141,212,527,285,199,1168,307,64,1766,194,16,2051,53,1,2136,0,0,2137,0,0,2137,0
56.927680798005,2445.18204488778,90.1546134663342,2967,0,117.173049154818,1002.86473916683,184.145085472443,-0.614892060892545,6.30343767447054,-0.915016935273756,413,2967,651,196,13,109,347,572,651,308,1781,511,55,2709,157,3,2934,23,1,2962,4,0,2967,0,0,2967,0,0,2967,0
40.645885286783,1485.70573566085,62.7431421446384,2075,0,57.5309028030457,804.949361454346,88.2114403780388,-0.30707578069751,6.04175177727324,-0.433023597722112,188,2075,285,27,7,26,81,88,104,130,337,170,180,758,256,129,1311,217,61,1717,165,5,2051,9,0,2073,2,0,2075,0
54.0498753117207,2262.80548628429,84.0872817955112,2771,0,125.581410962316,977.129263748983,192.391070615845,-0.572024416570514,6.12374120668478,-0.833587114303793,502,2771,768,81,14,70,482,268,439,322,1523,648,28,2595,131,1,2762,5,0,2768,3,0,2771,0,0,2771,0,0,2771,0
45.6259351620948,1686.5885286783,71.9600997506234,2370,0,80.9184788853752,965.297027804579,126.607542151587,-0.338657833029367,7.10246436148435,-0.486967841590055,288,2370,453,10,4,5,39,35,54,156,182,199,267,669,357,189,1483,393,43,2143,134,0,2364,6,0,2370,0,0,2370,0
52.0349127182045,2193.81546134663,83.1471321695761,2745,0,110.55341980905,993.050071622004,173.438759479478,-0.524095544720289,6.47755201548368,-0.781758476941973,426,2745,625,37,8,31,334,182,375,346,1154,624,96,2280,275,17,2683,40,0,2742,3,0,2745,0,0,2745,0,0,2745,0
42.0598503740648,1471.90274314214,67.2244389027432,2219,0,70.0825762244222,942.355121533154,111.556655036978,-0.251400602970186,7.21811739308446,-0.358368072356422,240,2219,350,4,7,2,10,18,13,72,51,77,194,273,230,209,845,331,157,1540,276,7,2180,21,0,2219,0,0,2219,0
46.4164588528678,1830.26932668329,74.9925187032419,2470,0,73.8957520632709,946.180563178323,118.935102251276,-0.385631815982432,6.85771299363532,-0.574269363903674,247,2470,391,33,8,21,116,117,174,166,509,274,236,1081,356,133,1834,295,22,2309,102,3,2464,1,0,2470,0,0,2470,0
45.927680798005,1760.53865336658,71.9127182044888,2373,0,69.2688733474192,895.263496021649,107.619792851081,-0.385031451222689,6.53324580340195,-0.552873599583131,236,2373,341,31,6,15,140,97,172,177,551,330,165,1211,257,137,1729,194,47,2129,123,2,2366,5,0,2373,0,0,2373,0
49.5985037406484,1920.2493765586,77.8778054862843,2575,0,79.2575957341103,980.968625413547,123.183671761725,-0.419126995942978,7.07128466148063,-0.607538802248111,249,2575,363,53,9,28,153,146,179,219,566,261,214,1207,356,134,1924,340,30,2441,91,0,2574,1,0,2575,0,0,2575,0
29.8952618453865,919.955112219451,47.0897755610973,1532,0,35.3687944865976,637.401726212445,55.0531089783225,-0.121465552536569,5.18184557263558,-0.162418022108907,108,1532,166,0,6,4,10,13,13,37,49,47,57,161,111,81,372,124,100,625,152,55,1208,120,6,1499,21,0,1531,1
55.9600997506234,2359.20947630923,88.5910224438903,2907,0,112.936096970776,1014.84153082058,176.392365630064,-0.582432910261659,6.52281497748167,-0.865290691182492,407,2907,603,140,22,88,348,402,435,330,1458,566,82,2510,282,3,2886,19,0,2907,0,0,2907,0,0,2907,0,0,2907,0
39.2643391521197,1341.18453865337,61.5910224438903,2025,0,52.8553755385049,830.832074501398,83.510462373808,-0.237656232552946,6.48979956824357,-0.326872743514348,166,2025,256,8,5,3,33,25,32,97,121,99,151,380,214,147,841,236,98,1318,195,27,1921,61,0,2025,0,0,2025,0
14.8129675810474,432.875311720698,23.2967581047381,766,0,10.8171117519793,280.538730775809,16.3469006713793,-0.047994565824245,2.37544050321956,-0.056711579260803,49,766,72,16,8,14,13,46,19,19,86,28,19,146,23,31,202,43,34,306,61,22,507,29,14,627,20,12,702,15
44.6882793017456,1787.3391521197,70.3965087281796,2323,0,71.7803527414192,846.298739097954,112.145100556527,-0.410396210965124,5.95157014180966,-0.599299884616816,226,2323,353,52,12,45,208,185,231,197,761,347,142,1445,258,91,1934,176,26,2231,51,0,2322,1,0,2323,0,0,2323,0
40.1795511221945,1507.56359102244,64.2743142144638,2121,0,58.4175586011236,832.70680016047,92.7838211646631,-0.29689730896639,6.25837961067481,-0.433051513008523,179,2121,280,20,3,10,81,50,78,143,300,191,172,743,272,144,1301,228,59,1755,169,5,2093,11,2,2115,2,0,2121,0
53.1097256857855,2205.42643391521,82.8827930174564,2742,0,105.333163068757,968.93335456342,162.739556715261,-0.542450589943053,6.32109855957122,-0.791430379275691,384,2742,581,95,9,56,337,307,416,272,1311,539,109,2260,262,13,2663,55,3,2735,4,0,2742,0,0,2742,0,0,2742,0
43.2693266832918,1739.04488778055,68.783042394015,2277,0,75.4680972169807,856.064082703981,119.751552082449,-0.389022406669892,5.98449212788923,-0.57347210332378,252,2277,397,38,11,36,136,128,148,245,543,385,181,1345,334,71,1965,175,6,2224,38,0,2276,1,0,2277,0,0,2277,0
50.5311720698254,2063.62593516209,79.0548628428928,2616,0,101.11562059865,961.884696469611,157.372905558844,-0.493963040160792,6.40048125953773,-0.718411620203223,360,2616,534,50,6,23,269,156,268,307,945,504,144,1952,392,14,2542,52,1,2614,1,0,2616,0,0,2616,0,0,2616,0
51.2942643391521,1945.70573566085,80.216957605985,2651,0,86.1224737846804,1039.79773987176,134.58292574456,-0.416318718130048,7.5338206722001,-0.596517474969293,273,2651,430,31,4,23,95,103,116,224,406,275,261,1064,384,170,1899,386,23,2510,103,0,2651,0,0,2651,0,0,2651,0
50.9526184538653,2065.12967581047,81.1246882793018,2684,0,94.886178036743,1009.85070284526,150.91975511098,-0.466987382290542,6.95973461867719,-0.689716566791975,317,2684,513,36,9,18,191,113,205,299,691,485,212,1694,434,38,2420,164,9,2638,22,1,2681,2,0,2684,0,0,2684,0
44.7556109725686,1762.55610972569,69.3890274314214,2283,0,78.8234247793979,846.401349454224,122.027830026798,-0.414834555402538,5.85393698589348,-0.596579074701306,260,2283,404,47,11,36,184,141,182,227,682,402,184,1441,322,49,2039,137,5,2243,30,0,2283,0,0,2283,0,0,2283,0
47.2793017456359,1856.47132169576,73.7481296758105,2436,0,80.7376329976055,914.423288158002,124.93012072787,-0.423021736703018,6.42437637250158,-0.611101351099862,268,2436,404,63,8,34,151,160,169,252,601,365,227,1365,367,79,2077,197,11,2377,44,0,2436,0,0,2436,0,0,2436,0
43.4239401496259,1647.70324189526,68.1346633416459,2241,0,60.2865958678468,835.930928916779,93.1528217497941,-0.352364983064726,6.2032013250456,-0.510368853984442,185,2241,264,32,6,32,160,130,170,164,554,247,142,1074,248,107,1550,217,55,1933,112,7,2209,16,0,2239,1,0,2241,0
25.9002493765586,699.625935162095,40.2942643391521,1324,3,18.5347291449447,498.35087112276,28.3302256927199,-0.050216622622548,4.22740834480962,-0.051444709122716,70,1324,93,10,4,13,9,31,20,27,71,33,47,149,48,54,285,83,46,452,83,37,780,59,46,1016,63,16,1214,32
50.640897755611,2110.15211970075,79.7556109725686,2635,0,104.325792810685,945.422585217918,162.869714082377,-0.51325603900696,6.17018517139986,-0.753673837793575,404,2635,595,62,9,43,335,215,344,309,1169,560,92,2197,248,18,2568,34,0,2629,7,0,2635,0,0,2635,0,0,2635,0
42.9052369077307,1641.53366583541,68.3042394014963,2253,0,62.8459383539405,865.083458986037,99.575944811084,-0.338853798339971,6.40104477611941,-0.495832061636952,193,2253,286,23,8,15,117,84,125,152,444,249,169,951,276,131,1509,254,56,1973,136,2,2240,7,1,2250,2,0,2253,0
24.4638403990025,652.351620947631,38.1496259351621,1254,2,23.134202728315,501.523572545766,36.6354631907626,-0.040289388469126,4.1917984888525,-0.04041649607325,80,1254,133,2,4,5,9,14,7,14,38,26,25,90,27,49,158,67,68,303,87,47,740,103,15,1048,41,10,1177,15
36.5635910224439,1305.42643391521,57.0124688279302,1883,0,41.0444874033872,710.275223393776,63.5595218052289,-0.255033126139874,5.56444783563479,-0.356114750437339,123,1883,185,30,8,34,86,106,103,112,358,183,93,705,144,96,998,152,85,1297,146,23,1762,47,2,1877,5,0,1883,0
42.8428927680798,1681.55610972569,67.0249376558604,2210,0,78.0029589285365,837.029322814144,121.607845988832,-0.383602374660364,5.85383109390703,-0.552672981724793,269,2210,420,25,13,9,141,86,144,263,497,393,166,1308,366,50,1928,144,7,2143,26,1,2201,4,0,2210,0,0,2210,0
52.9201995012469,2190.59600997506,83.9600997506235,2775,0,106.643127880561,1017.8767820936,166.439562856253,-0.51737949901366,6.77336490862397,-0.764005285294227,369,2775,576,60,10,49,238,204,278,350,947,544,156,2072,433,9,2705,61,0,2774,1,0,2775,0,0,2775,0,0,2775,0
48.356608478803,1956.35910224439,76.2344139650873,2504,0,89.9934329134633,922.702549976897,141.286782910347,-0.461593218446421,6.25953027878066,-0.675380950608554,316,2504,467,74,6,48,211,202,227,261,791,429,197,1680,415,22,2382,92,1,2494,9,0,2504,0,0,2504,0,0,2504,0
55.8977556109726,2328.30922693267,87.4364089775561,2880,0,127.091331347543,1033.61592694219,196.257646758781,-0.578583764469423,6.5815275244724,-0.845896452897607,506,2880,780,85,10,46,361,246,392,405,1320,761,45,2610,202,1,2869,11,0,2880,0,0,2880,0,0,2880,0,0,2880,0
23.8478802992519,643.970074812968,37.0324189526185,1220,2,13.7733452417257,433.749136389857,21.4372934976126,-0.044450627163435,3.70334648453493,-0.045235418915398,50,1220,85,11,6,9,21,41,21,39,100,41,41,199,48,37,319,69,37,470,71,34,706,38,34,894,60,11,1077,24
50.8877805486284,2128.14463840399,81.1271820448878,2679,0,99.453669085536,966.186995746967,155.901453253244,-0.503773588417017,6.41044701678639,-0.750901105445342,356,2679,546,92,12,76,251,275,287,338,1009,479,150,2048,377,9,2617,51,0,2678,1,0,2679,0,0,2679,0,0,2679,0
13.8279301745636,331.389027431421,21.501246882793,702,9,9.49433840773598,257.512149250812,14.2162010576005,-0.002127889232144,2.19471842781107,0.010142926266424,41,702,59,1,4,2,7,8,8,7,35,9,13,57,18,28,96,28,41,162,35,25,341,41,20,464,25,11,587,26
46.069825436409,1801.22443890274,72.5286783042394,2387,0,83.7308662758313,917.809144341921,130.193141774389,-0.401684594483939,6.45849685487773,-0.58540384114341,269,2387,401,16,6,17,125,63,151,240,477,386,252,1256,385,87,2026,205,7,2334,34,1,2386,0,0,2387,0,0,2387,0
37.7082294264339,1331.38902743142,60.713216957606,1998,0,48.558493991889,803.003379327433,77.5579908520896,-0.229697956601035,6.29780902222057,-0.329465329214278,157,1998,236,9,6,9,40,32,38,103,153,119,136,466,217,125,917,189,104,1316,185,25,1865,48,4,1982,7,0,1998,0
48.9401496259352,2048.34912718204,77.2069825436409,2540,0,96.8359870503085,893.707240223228,152.340344622241,-0.503428927680798,5.80785257006737,-0.741919455093609,368,2540,557,90,13,72,317,290,371,253,1214,529,95,2135,216,10,2470,56,0,2540,0,0,2540,0,0,2540,0,0,2540,0
29.6733167082294,798.139650872818,47.3241895261845,1560,0,39.6039685563003,677.585246322404,63.0110202007328,-0.045891614247962,5.5397923102691,-0.037295194848699,139,1560,216,0,4,3,1,11,2,6,16,4,21,33,18,41,88,46,82,215,104,109,835,198,10,1427,49,3,1534,10
48.1770573566085,1939.93017456359,75.498753117207,2490,0,94.6082937653781,927.331325172193,145.51797799119,-0.456484534931329,6.28185971638069,-0.663932891651468,342,2490,508,35,8,31,210,140,189,296,728,497,186,1724,371,22,2343,108,3,2478,8,0,2490,0,0,2490,0,0,2490,0
56.6558603491272,2391.88778054863,87.783042394015,2898,0,122.988640765831,984.474894464428,187.073045895097,-0.613244128484758,6.13637231547996,-0.893448282279376,514,2898,747,170,29,136,416,525,487,250,1763,616,38,2706,124,6,2878,12,0,2896,2,0,2898,0,0,2898,0,0,2898,0
51.2344139650873,2108.22942643392,81.3740648379052,2689,0,95.0744027463449,982.121210468335,150.601486401761,-0.491791603081847,6.64902017344698,-0.727794692373544,343,2689,566,69,16,57,218,230,258,332,882,489,172,1914,383,36,2528,90,4,2668,11,0,2689,0,0,2689,0,0,2689,0
41.5910224438903,1651.87780548628,64.8279301745636,2142,0,68.3439104380707,780.768636263482,106.102772452701,-0.382077083410876,5.46389176312949,-0.554615141251349,229,2142,348,50,8,34,176,159,224,212,700,348,157,1371,245,62,1828,129,15,2044,59,0,2141,1,0,2142,0,0,2142,0
40.2743142144638,1514.38653366584,62.9675810473816,2091,0,61.1828913839136,814.7370138357,94.8442558314605,-0.31386980310418,6.02603267949529,-0.449572523914095,195,2091,288,16,4,10,95,58,116,148,341,207,179,817,284,131,1376,251,52,1840,126,4,2079,5,0,2091,0,0,2091,0
41.3940149625935,1564.95760598504,64.5236907730673,2137,0,62.6148768829909,821.359830264009,96.5717340261218,-0.335880262031488,6.03657349164403,-0.476942159526557,222,2137,318,36,9,27,109,100,109,172,395,227,160,887,318,128,1476,243,41,1926,106,1,2128,7,0,2137,0,0,2137,0
54.5910224438903,2299.09226932668,86.0448877805486,2831,0,120.39308983079,999.705564616541,186.395787254659,-0.571392786689991,6.35932240294786,-0.841944206647561,474,2831,721,85,15,44,432,258,494,297,1474,640,67,2512,211,2,2807,20,0,2830,1,0,2831,0,0,2831,0,0,2831,0
40.002493765586,1552.96009975062,63.6957605985037,2104,0,70.0163322148737,824.102025257739,110.772045624125,-0.327888115532065,5.92606078088361,-0.482559645661964,259,2104,392,14,7,16,80,55,77,208,289,279,203,947,355,107,1609,232,21,1984,66,1,2102,1,0,2104,0,0,2104,0
43.6982543640898,1454.98753117207,68.7905236907731,2270,0,65.9867833962809,968.633998364279,103.535968474994,-0.232495626605129,7.57279413406782,-0.319801987568393,199,2270,317,0,3,4,9,9,8,67,37,66,160,228,185,183,696,303,145,1316,270,22,2178,57,0,2270,0,0,2270,0
